day_n,year,month,day,temp_high,temp_avg,temp_low,Dew point high,Dew point avg,Dew point low,Humidity high,Humidity avg,Humidity low,Sea Level Pressure high,Sea Level Pressure avg,Sea Level Pressure low,Visibility high,Visibility avg,Visibility low,Wind high,Wind avg,Wind low,precipitation_sum_mm,Events
1134,2016,2,8,9,8,6,7,3,0,90,70,55,995,987,983,19,11,5,60,39,80,2.03,Rain
1135,2016,2,9,8,5,2,3,1,-2,87,74,42,995,988,985,31,14,6,37,19,55,0.51,Rain
1136,2016,2,10,8,5,2,4,2,0,93,77,57,1004,997,990,31,12,6,26,18,-,0.51,Rain
1137,2016,2,11,9,4,-1,2,0,-2,100,79,40,1005,1004,1000,31,12,6,16,5,-,0.25,
1138,2016,2,12,7,3,0,5,2,0,96,85,70,1000,995,994,31,13,10,23,10,-,0,
1139,2016,2,13,5,3,2,3,2,0,95,87,78,994,987,983,26,9,5,26,14,-,2.03,Rain
1140,2016,2,14,6,3,1,3,-1,-5,96,74,38,1012,997,988,31,10,5,27,11,39,0,Rain
1141,2016,2,15,7,3,0,0,-1,-2,87,71,43,1035,1025,1012,31,14,10,23,11,-,0,
1142,2016,2,16,8,2,-3,2,-1,-3,98,76,44,1036,1033,1027,31,12,7,23,8,40,0,
1143,2016,2,17,6,3,0,4,1,-2,100,79,54,1028,1016,1009,31,13,6,26,13,35,3.05,Rain
1144,2016,2,18,8,5,1,4,0,-5,99,73,30,1018,1014,1009,31,11,5,16,11,-,0.25,Rain
1145,2016,2,19,10,4,-2,8,3,-2,100,83,52,1019,1015,1008,31,12,5,32,13,-,0.25,Rain
1146,2016,2,20,13,10,7,11,8,5,97,83,58,1011,1009,1008,26,12,7,50,27,60,2.03,Rain
1147,2016,2,21,14,13,11,12,10,9,96,81,72,1012,1010,1007,26,11,6,42,32,60,0,Rain
1148,2016,2,22,9,7,4,11,4,-1,100,73,39,1013,1009,1007,31,11,3,34,19,-,0.76,Rain
1149,2016,2,23,9,6,2,3,1,-2,87,67,41,1021,1017,1012,31,14,10,14,10,-,0,Rain
1150,2016,2,24,8,3,-2,0,-3,-5,93,65,31,1021,1018,1015,31,12,9,13,3,-,0,
1151,2016,2,25,7,2,-2,0,-3,-6,87,68,33,1018,1017,1015,31,12,9,14,6,-,0,
1152,2016,2,26,8,4,0,1,-2,-3,81,63,35,1016,1010,1007,31,13,10,23,8,-,0,
1153,2016,2,27,6,4,3,1,-2,-4,75,59,36,1016,1011,1007,31,13,9,27,13,-,0,
1154,2016,2,28,8,5,2,1,-2,-4,75,60,30,1027,1021,1016,31,13,10,27,16,-,0,
1155,2016,2,29,9,4,0,1,-1,-2,93,65,33,1028,1026,1024,31,13,10,21,8,-,0,Rain
1156,2016,3,1,13,8,4,11,6,1,99,84,66,1024,1011,1003,31,11,3,37,24,55,4.06,Rain
1157,2016,3,2,7,6,3,5,2,-1,94,75,45,1004,999,994,31,12,4,50,27,71,3.05,"Rain , Thunderstorm"
1158,2016,3,3,9,6,3,6,2,-1,93,70,40,1008,1003,993,31,13,6,34,23,50,0.51,Rain
1159,2016,3,4,8,4,1,7,0,-2,97,71,40,994,991,990,31,12,6,39,19,-,0,Rain
1160,2016,3,5,7,3,-1,2,1,-2,93,82,61,1006,1000,994,31,11,5,26,8,-,0.51,"Rain , Snow"
1161,2016,3,6,6,3,1,1,-1,-2,93,72,49,1007,1006,1004,31,12,7,21,11,-,0,Rain
1162,2016,3,7,8,4,0,-1,-3,-4,82,60,36,1015,1010,1005,31,12,10,23,11,34,0,
1163,2016,3,8,9,3,-2,7,0,-5,97,75,52,1016,1013,1002,31,13,5,26,11,-,0.25,Rain
1164,2016,3,9,11,8,6,8,6,4,98,88,62,1010,996,986,31,9,4,32,18,48,8.89,Rain
1165,2016,3,10,9,7,3,6,4,2,100,86,62,1026,1019,1010,19,8,2,11,8,-,0.25,Rain
1166,2016,3,11,11,6,-1,6,2,-1,100,82,41,1030,1028,1026,8,4,0,13,5,-,0,Fog
1167,2016,3,12,11,7,3,5,3,0,100,80,40,1033,1031,1029,10,3,0,11,5,-,0,Fog
1168,2016,3,13,11,7,3,4,2,1,99,77,39,1035,1034,1033,23,7,1,21,10,-,0,Fog
1169,2016,3,14,12,8,3,3,-1,-8,87,60,14,1035,1032,1030,27,10,6,32,19,-,0,
1170,2016,3,15,9,6,2,6,4,0,93,83,70,1032,1030,1029,18,9,6,21,10,-,0,
1171,2016,3,16,10,8,5,6,2,-1,96,69,38,1031,1029,1028,31,12,5,26,16,-,0,Rain
1172,2016,3,17,12,7,2,4,1,-1,96,68,32,1031,1030,1028,23,9,5,21,11,-,0,
1173,2016,3,18,7,4,1,6,3,0,100,84,72,1029,1027,1025,31,10,1,21,10,-,0,"Fog , Rain"
1174,2016,3,19,9,7,6,4,2,1,81,71,60,1027,1026,1026,31,12,10,19,14,-,0,Rain
1175,2016,3,20,11,8,5,5,3,1,96,71,45,1027,1025,1023,31,14,6,16,11,-,0,Rain
1176,2016,3,21,12,9,5,6,3,0,88,68,39,1025,1023,1021,31,12,5,19,6,-,0,
1177,2016,3,22,14,7,1,3,2,0,95,66,35,1021,1018,1016,31,12,5,11,5,-,0,
1178,2016,3,23,10,8,6,3,2,1,81,63,44,1018,1017,1016,23,10,7,16,6,-,0,
1179,2016,3,24,11,8,5,8,5,1,100,80,59,1016,1013,1009,23,9,5,27,13,-,1.02,Rain
1180,2016,3,25,15,11,7,8,4,1,100,67,33,1016,1013,1009,31,12,3,21,13,-,0,"Fog , Rain"
1181,2016,3,26,14,10,6,12,7,3,99,85,69,1015,1004,996,31,11,4,45,21,64,0.25,Rain
1182,2016,3,27,11,8,5,8,5,3,93,80,52,1001,999,988,31,12,3,42,23,69,6.1,"Rain , Thunderstorm"
1183,2016,3,28,13,8,4,8,4,-1,93,75,31,998,988,974,31,10,3,66,40,97,2.03,Rain
1184,2016,3,29,12,8,4,6,3,-2,94,73,32,1005,1002,998,31,12,8,34,19,52,4.06,"Rain , Thunderstorm"
1185,2016,3,30,13,9,4,4,3,1,94,69,34,1012,1008,1005,31,13,10,27,14,-,0,Rain
1186,2016,3,31,13,9,4,3,2,-1,82,62,31,1019,1015,1012,31,13,10,14,8,-,0,
1187,2016,4,1,13,7,1,5,2,0,97,69,35,1021,1019,1016,31,11,5,27,10,-,0,
1188,2016,4,2,14,11,8,8,3,-2,98,62,26,1016,1012,1007,31,11,2,24,13,-,0.25,Rain
1189,2016,4,3,15,11,7,11,7,5,100,79,44,1007,1005,1002,31,9,1,19,13,-,0.51,"Rain , Thunderstorm"
1190,2016,4,4,13,11,8,9,7,5,95,80,59,1004,1002,1001,31,13,9,27,14,45,0.25,Rain
1191,2016,4,5,15,11,7,8,5,1,98,67,27,1011,1007,1004,31,11,5,24,13,-,0,Rain
1192,2016,4,6,13,9,5,8,3,0,96,68,35,1011,1007,1005,31,12,3,47,23,58,1.02,Rain
1193,2016,4,7,12,8,4,7,4,1,94,78,62,1013,1009,1007,31,12,3,27,21,-,3.05,Rain
1194,2016,4,8,14,9,4,7,4,3,100,76,45,1013,1011,1007,31,14,10,19,11,-,0,Rain
1195,2016,4,9,11,8,4,7,4,1,98,75,39,1007,1003,1001,31,13,5,24,16,42,1.02,Rain
1196,2016,4,10,13,7,1,7,2,-4,93,67,23,1009,1007,1006,31,13,10,34,13,-,1.02,Rain
1197,2016,4,11,14,11,8,11,8,7,97,82,63,1007,1006,1005,23,9,5,19,11,-,2.03,Rain
1198,2016,4,12,17,12,7,9,6,2,97,68,29,1007,1006,1005,31,12,10,24,11,39,0,Rain
1199,2016,4,13,18,11,3,7,4,1,99,63,24,1010,1008,1007,31,12,8,21,6,-,0.51,"Fog , Rain"
1200,2016,4,14,17,12,8,8,6,4,87,65,39,1011,1009,1005,31,13,9,21,10,45,0.51,Rain
1201,2016,4,15,13,11,8,10,8,7,97,90,69,1006,1001,997,29,10,1,16,6,-,16,Rain
1202,2016,4,16,9,7,4,8,2,-2,98,75,35,1011,1004,999,31,12,6,19,13,-,0.25,Rain
1203,2016,4,17,12,6,0,2,-1,-4,94,61,22,1020,1016,1011,29,11,9,14,8,-,0,
1204,2016,4,18,13,8,3,6,3,-1,87,64,43,1025,1022,1020,31,12,10,27,14,-,0,
1205,2016,4,19,16,12,8,7,4,1,87,59,26,1031,1028,1025,31,14,10,23,11,-,0,
1206,2016,4,20,14,9,4,5,3,0,93,65,35,1031,1030,1027,31,13,10,26,14,-,0,
1207,2016,4,21,17,11,6,7,4,0,94,64,29,1027,1024,1021,31,12,7,27,16,-,0,
1208,2016,4,22,11,8,6,8,4,1,93,73,51,1024,1021,1019,31,13,8,23,16,-,2.03,Rain
1209,2016,4,23,11,7,3,6,1,-4,93,64,30,1021,1020,1019,31,13,9,21,11,-,0,Rain
1210,2016,4,24,10,7,3,5,1,-3,88,63,31,1021,1020,1018,31,13,10,21,10,-,0.25,Rain
1211,2016,4,25,12,8,4,7,4,2,89,75,40,1019,1011,1006,31,13,10,24,14,-,0.51,Rain
1212,2016,4,26,11,7,2,3,-1,-4,87,62,27,1010,1008,1007,31,12,10,26,16,37,0.25,Rain
1213,2016,4,27,12,7,1,2,-1,-6,93,61,18,1014,1012,1010,31,13,10,26,11,-,0,"Fog , Rain"
1214,2016,4,28,12,6,0,6,1,-4,97,65,25,1015,1013,1009,31,12,6,32,13,50,1.02,Rain
1215,2016,4,29,12,8,4,6,1,-2,89,61,34,1015,1011,1009,31,12,10,34,23,45,1.02,Rain
1216,2016,4,30,14,8,1,3,1,-5,88,61,17,1027,1021,1016,31,12,10,23,10,32,0.25,Rain
1217,2016,5,1,16,9,2,8,3,-2,93,64,23,1029,1027,1026,31,13,10,26,10,42,0,"Fog , Rain"
1218,2016,5,2,18,13,8,12,9,5,100,80,52,1026,1021,1017,27,12,5,34,21,45,0.51,Rain
1219,2016,5,3,16,10,4,6,3,0,93,60,26,1028,1025,1022,31,12,10,23,13,-,0,
1220,2016,5,4,17,11,4,6,3,-2,88,53,24,1028,1026,1024,31,13,10,21,10,39,0,
1221,2016,5,5,21,13,6,6,2,-2,71,45,18,1024,1020,1016,31,13,10,23,10,-,0,
1222,2016,5,6,23,16,8,10,6,3,81,52,24,1016,1011,1007,31,13,6,16,8,-,0,
1223,2016,5,7,24,18,13,13,10,6,82,58,29,1008,1007,1005,31,9,5,27,10,-,0,
1224,2016,5,8,27,20,13,12,8,5,77,47,19,1008,1007,1006,31,13,10,32,13,40,0,
1225,2016,5,9,24,19,14,16,11,8,97,61,30,1009,1008,1007,31,13,7,29,14,-,0.25,Rain
1226,2016,5,10,17,16,15,17,15,14,100,93,84,1009,1006,1005,11,6,2,19,10,-,7.87,Rain
1227,2016,5,11,19,17,14,17,15,14,100,92,82,1005,1003,1002,27,6,1,16,8,-,3.05,"Fog , Rain"
1228,2016,5,12,24,18,12,15,12,8,100,71,27,1005,1002,1001,29,9,2,26,11,-,0,Rain
1229,2016,5,13,17,13,9,11,8,4,94,75,54,1016,1010,1006,23,11,7,24,16,39,0,
1230,2016,5,14,14,11,7,5,2,0,76,53,29,1023,1020,1016,31,14,10,16,13,-,0,
1231,2016,5,15,17,11,5,7,4,1,93,58,23,1023,1022,1021,31,14,7,19,8,-,0,
1232,2016,5,16,18,13,8,9,7,5,93,64,31,1022,1021,1019,31,13,9,16,10,-,0,
1233,2016,5,17,18,13,8,11,8,7,96,73,39,1020,1016,1011,31,12,5,27,13,-,0,Rain
1234,2016,5,18,14,12,11,12,10,9,100,85,71,1011,1005,1002,31,14,5,23,16,-,4.06,Rain
1235,2016,5,19,19,14,9,12,9,6,94,75,37,1014,1011,1006,31,13,6,27,14,42,0,Rain
1236,2016,5,20,19,16,13,13,10,8,95,71,43,1016,1014,1013,31,14,6,34,19,-,0,Rain
1237,2016,5,21,18,15,12,14,12,10,100,82,59,1013,1009,1006,31,13,4,29,21,52,0.25,Rain
1238,2016,5,22,18,14,11,12,9,7,94,72,37,1012,1008,1006,31,12,5,23,11,-,3.05,Rain
1239,2016,5,23,19,14,9,10,7,5,82,63,30,1022,1017,1012,31,12,10,21,11,34,1.02,Rain
1240,2016,5,24,17,12,7,9,6,3,96,64,33,1023,1021,1019,31,13,10,23,10,-,0,
1241,2016,5,25,12,11,9,8,6,3,86,73,57,1021,1018,1016,31,14,3,14,10,-,0,Rain
1242,2016,5,26,21,14,7,11,8,6,100,66,30,1017,1016,1014,31,13,7,21,6,-,0,
1243,2016,5,27,22,17,11,13,9,7,88,65,35,1017,1016,1015,31,13,6,21,11,-,0,Rain
1244,2016,5,28,21,16,10,12,10,8,94,69,43,1017,1015,1013,26,10,6,16,11,-,0,Rain
1245,2016,5,29,19,14,9,12,9,7,93,74,53,1016,1013,1013,31,12,8,19,13,-,0,
1246,2016,5,30,18,14,12,12,10,8,89,75,51,1016,1016,1015,31,12,9,23,16,45,0,
1247,2016,5,31,13,12,11,12,9,7,96,84,58,1020,1016,1014,31,12,5,26,18,45,11.94,Rain
1248,2016,6,1,13,12,11,12,11,10,96,89,82,1022,1021,1019,31,12,9,23,16,35,0,Rain
1249,2016,6,2,13,12,10,11,8,7,94,81,67,1022,1021,1020,31,13,10,24,18,39,0,Thunderstorm
1250,2016,6,3,14,12,9,11,8,7,94,80,65,1020,1018,1016,31,13,5,16,11,-,0,
1251,2016,6,4,19,16,12,16,13,11,99,86,73,1019,1017,1016,16,9,3,11,6,-,0,
1252,2016,6,5,24,18,12,16,13,10,100,75,48,1022,1020,1019,24,11,4,14,10,-,0,
1253,2016,6,6,25,18,12,13,8,-2,98,56,21,1022,1022,1020,31,11,6,21,11,-,0,
1254,2016,6,7,24,18,12,19,13,5,96,67,42,1024,1023,1022,27,12,4,14,6,-,4.06,"Rain , Thunderstorm"
1255,2016,6,8,26,20,14,18,16,12,99,81,46,1024,1024,1023,31,10,3,16,6,-,1.02,"Rain , Thunderstorm"
1256,2016,6,9,23,18,13,14,12,11,99,72,38,1024,1021,1018,31,11,4,14,10,-,0.25,
1257,2016,6,10,24,19,13,15,11,6,97,65,30,1018,1014,1011,31,12,9,21,6,-,0,"Rain , Thunderstorm"
1258,2016,6,11,22,19,16,16,14,12,94,73,44,1011,1011,1010,31,11,6,21,6,-,0,Rain
1259,2016,6,12,21,18,14,17,14,12,100,86,69,1010,1007,1004,31,11,5,19,13,29,4.06,Rain
1260,2016,6,13,19,16,13,16,13,12,97,83,63,1005,1002,1000,31,12,6,23,16,-,3.05,Rain
1261,2016,6,14,19,16,13,16,13,10,100,85,64,1001,996,995,31,12,3,26,16,-,3.05,Rain
1262,2016,6,15,20,16,12,15,11,10,98,77,49,1000,996,995,31,12,5,29,14,-,3.05,Rain
1263,2016,6,16,18,15,12,14,12,11,100,85,68,1002,1000,999,31,13,6,14,8,-,1.02,"Rain , Thunderstorm"
1264,2016,6,17,20,17,13,13,12,11,100,81,53,1014,1007,1002,31,11,6,19,8,-,3.05,Rain
1265,2016,6,18,17,14,12,13,11,10,100,81,58,1024,1019,1014,31,12,6,14,8,-,0,Rain
1266,2016,6,19,20,16,11,16,13,10,100,80,50,1024,1023,1018,31,13,6,26,13,42,2.03,Rain
1267,2016,6,20,22,19,15,19,16,13,100,88,56,1019,1014,1011,23,9,3,32,21,-,10.92,Rain
1268,2016,6,21,22,18,14,14,12,11,89,71,49,1019,1017,1015,31,14,10,24,13,-,0,
1269,2016,6,22,22,18,14,18,16,13,100,86,72,1020,1019,1017,31,11,3,24,11,-,2.03,"Rain , Thunderstorm"
1270,2016,6,23,21,19,16,21,19,14,100,98,88,1018,1016,1014,31,9,3,21,8,-,7.11,"Rain , Thunderstorm"
1271,2016,6,24,22,17,11,14,12,10,100,75,44,1019,1018,1017,31,14,10,34,16,-,0,Rain
1272,2016,6,25,20,16,12,13,11,10,95,74,51,1018,1017,1016,31,13,10,24,13,-,0.25,Rain
1273,2016,6,26,21,17,12,15,12,10,100,79,45,1019,1017,1016,31,14,4,27,14,-,0.51,Rain
1274,2016,6,27,22,18,14,16,12,8,100,72,34,1020,1017,1015,31,12,3,21,14,32,0,Rain
1275,2016,6,28,21,16,11,14,10,7,100,70,36,1020,1014,1006,31,14,6,26,10,-,1.02,Rain
1276,2016,6,29,17,13,11,14,12,9,100,88,67,1011,1009,1007,31,12,10,32,21,-,0.51,Rain
1277,2016,6,30,20,17,13,14,13,12,100,79,51,1010,1009,1008,31,12,5,29,16,-,0.51,Rain
1278,2016,7,1,19,16,12,15,12,9,100,76,49,1010,1009,1007,31,14,7,34,24,-,1.02,Rain
1279,2016,7,2,21,16,10,11,8,6,88,62,31,1017,1013,1010,31,14,10,34,23,34,0.25,Rain
1280,2016,7,3,21,16,10,12,11,8,100,69,43,1020,1018,1017,31,13,10,21,13,42,0,
1281,2016,7,4,21,16,11,14,13,11,100,77,46,1021,1019,1016,31,14,6,26,13,39,0,
1282,2016,7,5,21,18,14,15,11,8,100,65,32,1022,1017,1014,31,13,5,23,18,-,0,Rain
1283,2016,7,6,22,16,10,11,8,6,82,54,29,1024,1023,1021,31,11,10,16,8,-,0,
1284,2016,7,7,23,19,14,14,12,10,77,63,40,1022,1019,1017,31,12,10,21,11,35,0,Rain
1285,2016,7,8,23,19,14,15,13,12,88,69,43,1020,1016,1014,31,14,10,32,18,42,0,Rain
1286,2016,7,9,23,19,15,15,14,12,88,68,50,1020,1017,1014,31,13,10,32,18,48,0,
1287,2016,7,10,23,19,16,18,14,12,100,76,44,1014,1009,1006,31,14,5,35,21,48,0,Rain
1288,2016,7,11,22,18,15,16,14,12,94,77,52,1011,1008,1005,31,13,3,34,24,48,1.02,Rain
1289,2016,7,12,19,16,12,15,12,11,100,79,55,1015,1012,1011,31,12,6,24,13,-,5.08,Rain
1290,2016,7,13,20,16,12,11,10,7,88,70,41,1021,1018,1015,31,14,3,24,10,-,2.03,Rain
1291,2016,7,14,22,17,11,11,9,6,88,60,28,1026,1024,1021,31,13,10,16,10,-,0,Rain
1292,2016,7,15,19,15,11,16,12,8,100,74,43,1027,1026,1025,31,12,5,24,14,-,0,Rain
1293,2016,7,16,27,22,17,17,16,15,94,72,46,1026,1025,1023,18,10,10,24,19,-,0,
1294,2016,7,17,27,22,17,17,17,15,94,71,40,1024,1022,1021,31,13,10,27,16,-,0,Rain
1295,2016,7,18,29,22,16,17,13,3,100,60,13,1023,1021,1020,31,12,6,16,8,32,0,
1296,2016,7,19,33,24,16,18,16,13,94,56,24,1021,1017,1012,31,14,10,23,10,-,0,
1297,2016,7,20,31,25,17,18,16,12,78,57,25,1014,1010,1007,31,13,9,32,16,47,0,
1298,2016,7,21,25,19,14,14,13,11,94,64,32,1018,1016,1014,31,14,10,21,13,-,0,
1299,2016,7,22,24,21,17,17,16,13,100,72,43,1020,1018,1017,31,13,8,10,6,-,0.51,Rain
1300,2016,7,23,28,21,14,17,14,12,100,64,29,1021,1020,1019,31,13,9,21,8,40,0,
1301,2016,7,24,26,20,14,18,14,12,100,71,40,1021,1019,1017,31,13,4,26,14,34,0.25,Rain
1302,2016,7,25,24,19,14,19,12,8,100,62,28,1021,1019,1018,31,13,6,24,16,-,0,Rain
1303,2016,7,26,23,18,13,14,12,11,100,65,39,1022,1021,1019,31,12,10,21,13,-,0,Rain
1304,2016,7,27,26,21,17,17,15,12,100,73,44,1019,1015,1014,31,12,6,23,16,40,3.05,Rain
1305,2016,7,28,23,19,14,17,13,10,94,68,40,1015,1014,1011,29,12,10,23,10,-,1.02,Rain
1306,2016,7,29,23,20,16,17,15,13,100,75,51,1012,1011,1010,31,13,10,23,14,-,0.25,Rain
1307,2016,7,30,22,19,16,14,12,9,88,64,33,1015,1013,1012,31,13,10,13,8,-,0,Rain
1308,2016,7,31,22,18,13,11,9,8,77,55,34,1019,1017,1015,31,11,10,23,8,-,0,
1309,2016,8,1,19,16,12,14,11,8,100,74,48,1020,1019,1013,31,11,6,24,11,-,0.76,Rain
1310,2016,8,2,22,18,14,20,17,14,100,93,73,1013,1010,1009,31,12,3,24,18,-,0.25,Rain
1311,2016,8,3,24,21,17,18,15,12,94,70,42,1010,1008,1006,31,13,10,34,24,-,0,Rain
1312,2016,8,4,23,19,15,13,12,9,88,64,33,1014,1010,1007,31,14,10,32,24,-,0,
1313,2016,8,5,24,18,13,14,12,9,100,67,33,1023,1020,1014,31,12,5,23,14,-,0,
1314,2016,8,6,26,19,12,15,12,10,100,64,29,1028,1026,1024,31,12,10,26,14,-,0,
1315,2016,8,7,27,22,17,18,14,11,100,66,33,1027,1023,1021,31,14,10,35,19,53,0,Rain
1316,2016,8,8,22,18,14,13,9,5,88,54,26,1024,1022,1020,31,13,10,27,19,-,0,
1317,2016,8,9,21,16,10,8,7,5,87,55,30,1027,1025,1024,29,13,10,19,11,-,0,
1318,2016,8,10,20,16,11,10,8,6,82,58,31,1026,1025,1024,31,14,10,19,11,-,0,Fog
1319,2016,8,11,24,19,14,14,12,10,88,67,40,1024,1022,1021,31,14,10,24,18,-,0,Rain
1320,2016,8,12,27,20,13,15,13,8,94,66,26,1025,1023,1022,31,12,10,29,16,-,0,
1321,2016,8,13,26,20,14,14,12,10,82,62,33,1024,1023,1022,24,10,10,27,18,-,0,
1322,2016,8,14,23,19,15,11,9,8,72,50,31,1026,1025,1024,31,10,10,11,6,-,0,
1323,2016,8,15,24,18,12,12,11,9,88,60,31,1026,1024,1022,31,13,10,21,10,-,0,
1324,2016,8,16,25,19,12,14,11,10,94,66,33,1023,1019,1017,31,13,10,23,10,-,0,
1325,2016,8,17,27,20,13,14,11,8,94,61,22,1017,1013,1011,31,12,9,16,10,-,0,
1326,2016,8,18,25,20,16,15,13,9,88,64,28,1012,1010,1009,31,13,10,19,8,-,0,Rain
1327,2016,8,19,19,17,16,18,16,14,100,86,67,1010,1007,1004,31,10,3,26,14,40,2.03,Rain
1328,2016,8,20,22,18,14,14,13,11,94,75,44,1009,1006,1005,26,11,8,40,24,61,0.51,Rain
1329,2016,8,21,23,19,14,17,13,9,100,74,36,1021,1016,1009,31,14,5,34,26,-,0.51,Rain
1330,2016,8,22,26,21,16,17,16,14,100,75,43,1025,1023,1021,31,14,10,29,19,45,0,Rain
1331,2016,8,23,31,22,13,16,14,12,100,63,25,1025,1022,1019,31,13,10,24,10,27,0,Fog
1332,2016,8,24,33,26,18,19,16,14,88,60,25,1019,1017,1016,31,14,10,23,6,-,3.05,"Rain , Thunderstorm"
1333,2016,8,25,27,23,18,21,18,17,94,72,47,1017,1015,1013,19,11,6,14,8,-,0,Rain
1334,2016,8,26,27,22,17,21,13,5,100,59,18,1020,1017,1014,23,9,3,16,8,-,0,Rain
1335,2016,8,27,26,21,16,18,15,10,88,67,43,1020,1016,1012,31,12,5,26,10,-,0,Rain
1336,2016,8,28,21,19,16,18,16,14,94,82,64,1016,1013,1011,31,12,5,27,16,34,2.03,Rain
1337,2016,8,29,24,19,15,16,12,7,94,64,25,1025,1022,1016,31,12,10,14,8,-,0,
1338,2016,8,30,27,20,13,13,12,9,94,60,25,1026,1024,1022,31,14,10,21,8,32,0,
1339,2016,8,31,24,18,12,16,13,11,100,71,40,1022,1021,1020,31,13,8,26,11,-,0,"Fog , Rain"
1340,2016,9,1,24,19,13,13,12,9,94,67,29,1025,1023,1021,31,13,10,23,11,32,0,
1341,2016,9,2,20,17,14,17,14,12,100,84,60,1022,1019,1017,31,12,3,23,14,40,0.25,Rain
1342,2016,9,3,21,17,12,17,14,10,94,83,49,1019,1015,1010,31,13,6,27,14,-,4.06,Rain
1343,2016,9,4,21,14,8,17,14,12,94,75,51,1017,1013,1009,31,12,6,32,21,47,0.25,"Fog , Rain"
1344,2016,9,5,23,18,13,20,16,13,100,88,71,1022,1019,1017,31,12,3,16,11,40,0.76,Rain
1345,2016,9,6,24,21,19,19,18,16,94,82,64,1024,1023,1022,31,12,7,14,11,-,0,Rain
1346,2016,9,7,28,23,18,18,16,13,88,68,32,1023,1018,1012,31,13,9,16,6,-,0,Rain
1347,2016,9,8,24,19,15,15,12,9,88,63,32,1016,1011,1007,31,13,10,32,14,45,0,
1348,2016,9,9,24,19,15,17,14,12,94,74,48,1016,1015,1014,31,13,8,32,18,47,0,Rain
1349,2016,9,10,19,16,13,18,16,11,100,87,68,1015,1013,1011,27,11,3,24,16,45,3.05,Rain
1350,2016,9,11,22,15,8,11,9,7,100,70,29,1019,1017,1015,31,13,10,19,10,-,0.25,Fog
1351,2016,9,12,26,18,11,16,14,9,97,74,48,1015,1013,1012,31,12,10,21,10,-,0,Rain
1352,2016,9,13,33,24,16,17,16,13,94,62,25,1012,1009,1008,31,13,10,23,10,-,0,
1353,2016,9,14,28,23,18,18,16,13,83,63,38,1013,1010,1008,31,12,9,24,11,-,0,
1354,2016,9,15,29,22,16,18,16,14,94,74,38,1012,1010,1008,31,12,5,21,8,37,0,Thunderstorm
1355,2016,9,16,18,16,14,17,13,9,100,81,49,1018,1012,1009,31,11,2,23,13,-,8.89,"Rain , Thunderstorm"
1356,2016,9,17,16,14,13,13,11,10,88,79,72,1022,1020,1018,31,14,6,19,14,-,0,Rain
1357,2016,9,18,21,17,14,14,13,12,100,77,52,1023,1021,1020,31,12,5,11,8,-,0,
1358,2016,9,19,19,16,13,15,13,12,100,82,54,1022,1022,1021,31,12,6,11,6,-,2.03,Rain
1359,2016,9,20,19,17,14,15,13,11,100,82,55,1022,1020,1019,31,11,5,11,5,-,0,Rain
1360,2016,9,21,22,18,14,15,13,11,94,73,44,1020,1018,1017,31,12,6,23,8,-,0,
1361,2016,9,22,21,17,13,15,13,8,100,78,55,1022,1019,1018,31,11,4,24,10,-,0,Rain
1362,2016,9,23,21,14,9,9,8,6,93,64,29,1026,1024,1022,31,13,10,19,10,-,0,
1363,2016,9,24,23,16,9,13,11,8,95,66,34,1023,1017,1011,31,13,10,32,14,40,0,
1364,2016,9,25,21,16,11,15,11,7,94,66,36,1021,1014,1009,31,13,10,32,19,37,0,Rain
1365,2016,9,26,18,14,9,12,10,8,94,77,49,1023,1022,1021,31,13,5,24,10,32,0.76,Rain
1366,2016,9,27,19,14,9,16,13,8,94,84,67,1025,1022,1021,31,14,9,27,13,-,0,
1367,2016,9,28,23,17,12,16,13,11,100,80,55,1025,1024,1020,23,10,6,27,18,45,0,
1368,2016,9,29,20,17,12,16,12,7,94,74,35,1020,1015,1013,31,13,5,34,24,-,2.03,Rain
1369,2016,9,30,19,14,10,11,9,7,100,72,38,1014,1012,1010,31,13,10,29,16,45,2.03,Rain
1370,2016,10,1,16,12,9,12,10,8,100,88,53,1010,1006,1004,31,12,2,19,8,-,4.06,"Fog , Rain , Thunderstorm"
1371,2016,10,2,17,12,8,9,8,5,95,76,38,1024,1016,1009,29,13,6,14,10,-,0,Rain
1372,2016,10,3,18,12,5,9,6,2,100,70,22,1030,1028,1024,31,12,2,13,5,-,0,
1373,2016,10,4,19,14,9,12,10,7,100,77,47,1031,1030,1029,31,12,10,32,13,-,0,
1374,2016,10,5,17,14,10,11,7,4,82,63,35,1031,1029,1028,31,14,10,35,21,55,0,
1375,2016,10,6,16,12,8,7,5,3,87,61,32,1029,1025,1022,31,14,10,27,13,-,0,
1376,2016,10,7,15,13,11,11,9,7,88,77,60,1024,1022,1021,31,13,10,16,8,-,0,Rain
1377,2016,10,8,17,14,11,12,10,9,94,80,52,1028,1026,1024,31,14,10,16,8,-,0,Rain
1378,2016,10,9,16,12,8,9,7,6,88,73,43,1029,1028,1027,31,13,10,16,10,-,0.25,Rain
1379,2016,10,10,14,10,6,8,6,4,100,77,42,1029,1026,1024,31,13,10,14,8,-,0,Rain
1380,2016,10,11,17,11,4,8,6,5,100,76,36,1025,1023,1021,31,12,10,14,6,-,0.25,Rain
1381,2016,10,12,16,12,9,10,8,6,100,79,48,1022,1020,1018,31,12,5,23,10,-,2.03,Rain
