5,['l*r+p'],1518.17573399
11,['l+r*p'],1637.07350423
17,['l*r+p'],1401.03255503
23,['l*r+p'],632.378803004
29,['r'],1657.89196981
35,['r'],1241.85591011
41,['r'],1595.02777429
47,['l*r+p'],1398.87459692
53,['l+r*p'],1657.91774155
59,['p*r'],1669.34569961
65,['r'],1648.43405426
71,['l*p+r'],1654.14084898
77,['p+r'],1558.94739992
83,['l*r+p'],1420.72257521
89,['l+p'],1654.29855274
95,['l+r*p'],1656.50454181
101,['r'],1201.94334177
107,['p*r'],1669.34569961
113,['l+r'],1555.22366521
119,['p*r'],1164.10225357
125,['r'],661.135361734
131,['l+p'],1653.79572065
137,['p*r'],1615.12251454
143,['l*r+p'],1134.54561962
149,['l*r+p'],1624.13914207
155,['l*r+p'],1118.39205468
161,['l+r'],1471.50598956
167,['l+r+p'],1630.16605121
173,['l+r*p'],1468.19628367
179,['l*r*p'],972.895566246
185,['l+r*p'],905.876364012
191,['p+r'],1608.12617947
197,['p*r'],1307.39373101
203,['l+r+p'],801.785877542
209,['l*r+p'],1579.50279517
215,['l*r+p'],693.50035083
221,['r'],1027.20675706
227,['l*r+p'],1013.00052766
233,['l*r+p'],1585.75924817
239,['r'],1218.17091182
245,['l*r+p'],1450.23044717
251,['l*r+p'],1497.93371009
257,['p+r'],1585.9592821
263,['r'],662.77276826
269,['l*r+p'],1073.76568025
275,['p*r'],905.698791502
281,['l*r+p'],1189.60022377
287,['l+p'],1648.78589991
293,['l+r'],1023.8915243
299,['l+r*p'],1532.45746758
305,['l+r+p'],1328.95402248
311,['l+p'],1654.02731209
317,['l*r+p'],1505.63541244
323,['p*r'],1658.25774075
329,['p*r'],827.227353806
335,['l*r+p'],1547.46858791
341,['l+r*p'],1604.01885582
347,['l+p'],1652.43032564
353,['p+r'],1325.32862492
359,['l+r*p'],1481.6506166
365,['l*r+p'],1390.75658629
371,['p*r'],1442.01761901
377,['l+r+p'],1238.11661956
383,['l*r'],1152.40551194
389,['p+r'],1558.49055019
395,['l*r+p'],1172.54080407
401,['l+r*p'],1548.36722095
407,['l+p'],1655.1347155
413,['l*r*p'],1065.48660423
419,['l+r*p'],1054.36866554
425,['r'],1446.68997217
431,['r'],1072.95596302
437,['l*r*p'],-97.3391988708
443,['l+r+p'],1648.15940813
449,['l+r'],1649.41479767
455,['l+r*p'],-214.901848835
461,['l+r'],1239.60963947
467,['l+r+p'],1563.44081429
473,['p*r'],1503.44813301
479,['l*r*p'],1152.83124371
485,['l+r*p'],1654.70133683
491,['r'],1189.68443668
497,['p*r'],1547.14580749
503,['p*r'],888.283258836
509,['p*r'],1170.49443445
515,['l+r*p'],1641.86235434
521,['l*r+p'],1167.04702231
527,['r'],1153.02406995
533,['l+r'],1644.15876187
539,['l*r+p'],1126.14326538
545,['l+r'],1218.23583949
551,['l'],118.665191219
557,['p+r'],1351.80795984
563,['l+r*p'],-179.602348194
569,['r'],1536.04310094
575,['l+r'],1656.50288204
581,['l*r+p'],1113.24066623
587,['l+r'],1663.40029315
593,['l+r*p'],1402.39531098
599,['l*r+p'],1127.94207224
605,['l+r+p'],1410.38833902
611,['l+p'],1648.98178911
617,['r'],1504.75768139
623,['l+p'],1652.98077941
629,['l*p+r'],1660.40790295
635,['l*p+r'],1592.3015994
641,['l+r*p'],1551.36950094
647,['p*r'],1541.31544768
653,['l+r'],1260.53329578
659,['l*r+p'],1431.09823213
665,['l+r'],1641.25864035
671,['l*r+p'],1301.48022772
677,['l+r'],1017.89435648
683,['l*p+r'],953.44497768
689,['l*r+p'],1580.08127778
695,['l*r*p'],832.845793245
701,['r'],1565.2698543
707,['r'],1650.72814629
713,['l+r+p'],1587.87790816
