id,kernel,lml,white_added,second_exception
203,l+r+p,-25.9685901697,False,False
203,l+r*p,-133.864459415,True,False
203,l*r+p,-114.741881854,False,False
203,l*p+r,120.937143669,False,False
203,l*r*p,-143.875264738,False,False
204,l,-326.875928955,False,False
204,p,-365.784888614,False,False
204,r,-316.182467129,False,False
204,l+r,-203.252037965,False,False
204,l+p,-313.197592253,False,False
204,p+r,-315.210448037,False,False
204,l*r,-178.419990493,True,False
204,l*p,-84.4659310601,True,False
204,p*r,-384.430491177,True,False
204,l+r+p,-274.339819759,False,False
204,l+r*p,-43.1380251261,True,False
204,l*r+p,-42.4096050607,True,False
204,l*p+r,-349.184750465,True,False
204,l*r*p,-178.499329142,True,False
205,l,-135.338144557,False,False
205,p,188.059908292,False,False
205,r,142.596965518,False,False
205,l+r,138.558701567,False,False
205,l+p,-24.4918523476,False,False
205,p+r,144.432135788,False,False
205,l*r,177.584824695,False,False
205,l*p,125.671955058,False,False
205,p*r,68.355533802,False,False
205,l+r+p,-20.0093008392,True,False
205,l+r*p,178.308450379,False,False
205,l*r+p,3.02883889734,True,False
205,l*p+r,-17.831714432,True,False
205,l*r*p,-43.6565186635,True,False
206,l,-189.681848882,False,False
206,p,-193.620470022,False,False
206,r,105.403757247,False,False
206,l+r,102.003999905,False,False
206,l+p,-172.05758982,False,False
206,p+r,100.743486368,False,False
206,l*r,-36.0882027046,True,False
206,l*p,72.9255386918,False,False
206,p*r,132.025879427,False,False
206,l+r+p,66.5501983017,False,False
206,l+r*p,-28.709957349,True,False
206,l*r+p,-9.77653273671,True,False
206,l*p+r,86.2058059025,False,False
206,l*r*p,-62.8508213891,True,False
207,l,-422.418165594,False,False
207,p,-393.098219939,False,False
207,r,-245.177716314,False,False
207,l+r,-245.120861306,False,False
207,l+p,-417.183542043,False,False
207,p+r,-394.577990205,False,False
207,l*r,-419.477281771,True,False
207,l*p,-336.269544447,False,False
207,p*r,-245.87420235,False,False
207,l+r+p,-426.646921103,False,False
207,l+r*p,-127.577722219,True,False
207,l*r+p,-158.423177772,False,False
207,l*p+r,-183.850454344,True,False
207,l*r*p,-219.906771292,False,False
208,l,-148.891477097,False,False
208,p,-119.252298519,False,False
208,r,135.296985462,False,False
208,l+r,129.639199007,False,False
208,l+p,-43.579150072,False,False
208,p+r,117.128744863,False,False
208,l*r,-24.5227122185,True,False
208,l*p,117.294220345,False,False
208,p*r,90.8186270189,False,False
208,l+r+p,-138.556381064,False,False
208,l+r*p,103.194473909,False,False
208,l*r+p,-25.3566761697,False,False
208,l*p+r,-185.42223852,False,False
208,l*r*p,113.54588122,False,False
209,l,-146.896177831,False,False
209,p,-144.707570123,False,False
209,r,-131.268957411,False,False
209,l+r,-113.43138342,False,False
209,l+p,-134.971516521,True,False
209,p+r,-116.353081538,False,False
209,l*r,-144.365912557,False,False
209,l*p,-146.558484846,False,False
209,p*r,-131.942991558,True,False
209,l+r+p,-20.2963826836,True,False
209,l+r*p,-0.147816101824,True,False
209,l*r+p,-122.148844666,False,False
209,l*p+r,120.419189364,False,False
209,l*r*p,-144.359896809,False,False
210,l,-313.890116733,False,False
210,p,-322.028946048,False,False
210,r,-147.351764364,False,False
210,l+r,-47.3478522458,True,False
210,l+p,-404.823607502,False,False
210,p+r,-147.29287148,False,False
210,l*r,-40.6781703766,True,False
210,l*p,-39.6485562159,True,False
210,p*r,13.7180978492,False,False
210,l+r+p,-298.358381816,True,False
210,l+r*p,-89.0980086915,False,False
210,l*r+p,-62.0149001209,False,False
210,l*p+r,-40.6829694566,True,False
210,l*r*p,-300.180150034,False,False
211,l,-146.852577504,False,False
211,p,104.359806743,False,False
211,r,173.007343032,False,False
211,l+r,167.243071158,False,False
211,l+p,-77.0653633871,False,False
211,p+r,172.946008534,False,False
211,l*r,-13.8717291403,True,False
211,l*p,152.634858768,False,False
211,p*r,221.141868337,False,False
211,l+r+p,164.89583231,False,False
211,l+r*p,23.3211665519,False,False
211,l*r+p,-150.945152019,False,False
211,l*p+r,-82.1612621068,True,False
211,l*r*p,-35.9699594533,True,False
212,l,-190.008933628,False,False
212,p,-114.585733471,False,False
212,r,116.959834668,False,False
212,l+r,113.860969685,False,False
212,l+p,-127.862205673,False,False
212,p+r,-41.1303022036,True,False
212,l*r,-47.9837624228,True,False
212,l*p,-146.655602234,True,False
212,p*r,-142.826458296,False,False
212,l+r+p,118.236039828,False,False
212,l+r*p,147.231987071,False,False
212,l*r+p,-232.744998012,False,False
212,l*p+r,67.1738116104,False,False
212,l*r*p,-22.2191834338,True,False
213,l,-344.794636894,False,False
213,p,-342.388641956,False,False
213,r,-272.096809983,False,False
213,l+r,-132.38752874,True,False
213,l+p,-344.79637126,False,False
213,p+r,-88.4869334496,False,False
213,l*r,-90.3840266923,True,False
213,l*p,-197.50374943,True,False
213,p*r,-216.99222604,False,False
213,l+r+p,-158.475193564,False,False
213,l+r*p,-64533.8098386,True,True
213,l*r+p,-49.1544388337,False,False
213,l*p+r,-126.134596483,False,False
213,l*r*p,-184.384757922,False,False
214,l,-147.646144481,False,False
214,p,205.42916934,False,False
214,r,177.115474189,False,False
214,l+r,-8.46612217156,True,False
214,l+p,59.4145273712,False,False
214,p+r,9.4199692359,True,False
214,l*r,-20.5861633312,True,False
214,l*p,149.780283914,False,False
214,p*r,70.6988963134,False,False
214,l+r+p,225.064052742,False,False
214,l+r*p,-76.2240730972,False,False
214,l*r+p,69.6553598675,False,False
214,l*p+r,-81.6936573225,False,False
214,l*r*p,-5.57543410291,False,False
215,l,-67.7874027591,False,False
215,p,25.6233692448,False,False
215,r,171.206516423,False,False
215,l+r,168.151352873,False,False
215,l+p,210.950591261,False,False
215,p+r,171.106462121,False,False
215,l*r,134.303933351,False,False
215,l*p,2.50343074462,False,False
215,p*r,239.456253405,False,False
215,l+r+p,200.739195697,False,False
215,l+r*p,-62.6345394235,True,False
215,l*r+p,130.935260273,False,False
215,l*p+r,-68.145960669,False,False
215,l*r*p,99.6585921037,False,False
216,l,-326.835832807,False,False
216,p,-329.753483406,False,False
216,r,-191.864970083,False,False
216,l+r,-287.691531654,False,False
216,l+p,-278.907300428,True,False
216,p+r,-240.38624147,False,False
216,l*r,-183.653686006,True,False
216,l*p,-48.7229293561,False,False
216,p*r,-169.814221546,False,False
216,l+r+p,-38.7882762092,False,False
216,l+r*p,-560.457362372,False,False
216,l*r+p,-407.329606206,True,False
216,l*p+r,-320.978311583,False,False
216,l*r*p,-183.737027077,True,False
217,l,-136.858684707,False,False
217,p,192.914335978,False,False
217,r,139.050002795,False,False
217,l+r,135.407738669,False,False
217,l+p,-134.898519926,False,False
217,p+r,135.82160297,False,False
217,l*r,-15.247883853,True,False
217,l*p,6.23587023076,True,False
217,p*r,-47.4456501942,False,False
217,l+r+p,-21.0742943788,True,False
217,l+r*p,0.237291584309,True,False
217,l*r+p,-91.4504687244,True,False
217,l*p+r,176.82539939,False,False
217,l*r*p,-363.495951113,True,True
218,l,-168.383437582,False,False
218,p,-131.772388278,False,False
218,r,48.9009629458,False,False
218,l+r,-72.7846554355,True,False
218,l+p,-161.046814658,False,False
218,p+r,-77.7469615075,True,False
218,l*r,-50.8234710094,True,False
218,l*p,83.4009144525,False,False
218,p*r,-135.418036351,False,False
218,l+r+p,-218.446527265,False,False
218,l+r*p,101.020205895,False,False
218,l*r+p,49.561981596,False,False
218,l*p+r,-225.572570611,False,False
218,l*r*p,-30.3126133379,True,False
219,l,-404.108530642,False,False
219,p,-541.521095588,False,False
219,r,-41162679.1282,False,False
219,l+r,-729491.684824,False,False
219,l+p,-147.628607937,False,False
219,p+r,-673.343835583,False,False
219,l*r,-168.324640938,False,False
219,l*p,-346.570632144,False,False
219,p*r,-174.080768127,True,False
219,l+r+p,-398.910235468,False,False
219,l+r*p,-3423.95348977,True,False
219,l*r+p,-167.530310776,False,False
219,l*p+r,-380.567305321,False,False
219,l*r*p,-219.075682808,False,False
220,l,-147.390153918,False,False
220,p,-144.83977612,False,False
220,r,94.8040543489,False,False
220,l+r,-40.3649178351,True,False
220,l+p,-137.218814935,False,False
220,p+r,94.3850763067,False,False
220,l*r,-25.3131575247,True,False
220,l*p,73.3750686949,False,False
220,p*r,105.059756953,False,False
220,l+r+p,71.4694925217,False,False
220,l+r*p,-47.3785221737,True,False
220,l*r+p,90.9320509628,False,False
220,l*p+r,-181.539453366,False,False
220,l*r*p,-72.7087108917,False,False
221,l,-126.315116518,False,False
221,p,176.479487,False,False
221,r,160.426580839,False,False
221,l+r,157.055758265,False,False
221,l+p,-4.180352419,False,False
221,p+r,160.461464741,False,False
221,l*r,60.5312527483,False,False
221,l*p,126.172387244,False,False
221,p*r,-132.153888371,False,False
221,l+r+p,188.833473431,False,False
221,l+r*p,3.24789797954,True,False
221,l*r+p,20.1274376407,False,False
221,l*p+r,-7.50147483115,True,False
221,l*r*p,60.5000340976,False,False
222,l,-315.555987194,False,False
222,p,-231.79455099,False,False
222,r,-145.522133124,False,False
222,l+r,-147.448412887,False,False
222,l+p,-315.464052734,True,False
222,p+r,-6.05462952651,False,False
222,l*r,-76.1496417529,True,False
222,l*p,-45.2431121396,True,False
222,p*r,-108.906137636,False,False
222,l+r+p,-11.333947157,False,False
222,l+r*p,5.96733595334,False,False
222,l*r+p,-303.790904151,False,False
222,l*p+r,-258.894494154,False,False
222,l*r*p,-148.267612544,True,False
223,l,-128.67186332,False,False
223,p,-128.836281441,False,False
223,r,148.603471978,False,False
223,l+r,-7.08491219067,True,False
223,l+p,-119.538404931,False,False
223,p+r,153.752620155,False,False
223,l*r,115.78218059,False,False
223,l*p,120.156084458,False,False
223,p*r,71.0534608061,False,False
223,l+r+p,158.365611856,False,False
223,l+r*p,-0.15587295563,True,False
223,l*r+p,130.931651011,False,False
223,l*p+r,120.816022694,False,False
223,l*r*p,-7.98108373604,True,False
224,l,-177.870482717,False,False
224,p,129.119997371,False,False
224,r,89.1111782798,False,False
224,l+r,86.1006146472,False,False
224,l+p,-165.220483211,False,False
224,p+r,-239.569013858,False,False
224,l*r,-37.1817824654,True,False
224,l*p,69.4042601915,False,False
224,p*r,118.032862448,False,False
224,l+r+p,108.229452108,False,False
224,l+r*p,108.044177846,False,False
224,l*r+p,-193.534632537,False,False
224,l*p+r,96.2287106726,False,False
224,l*r*p,-20.1098637708,True,False
225,l,-409.753548601,False,False
225,p,-447.87920017,False,False
225,r,-1593562310.12,False,False
225,l+r,-269.960799358,False,False
225,l+p,-454.054849411,False,False
225,p+r,-439.804903036,False,False
225,l*r,-225.68849423,False,False
225,l*p,-414.599444338,False,False
225,p*r,-148.080862672,True,False
225,l+r+p,-144.398872303,False,False
225,l+r*p,-371.854983957,False,False
225,l*r+p,-215.060926348,False,False
225,l*p+r,-377.709835903,False,False
225,l*r*p,-383.555068601,True,False
226,l,-127.511701692,False,False
226,p,-124.387439728,False,False
226,r,154.34804755,False,False
226,l+r,150.004416908,False,False
226,l+p,-123.056958715,False,False
226,p+r,149.778245397,False,False
226,l*r,-9.63772168327,True,False
226,l*p,70.8430162434,False,False
226,p*r,186.057023837,False,False
226,l+r+p,13.1394287905,False,False
226,l+r*p,-147.441448122,True,False
226,l*r+p,-94.863792058,False,False
226,l*p+r,-83.8466596717,False,False
226,l*r*p,-24.6384195183,True,False
227,l,-127.435937279,False,False
227,p,172.01654804,False,False
227,r,161.153751192,False,False
227,l+r,157.215749992,False,False
227,l+p,168.292638264,False,False
227,p+r,160.618249961,False,False
227,l*r,59.0864761459,False,False
227,l*p,70.8822592199,False,False
227,p*r,187.995028128,False,False
227,l+r+p,-3.19904256606,False,False
227,l+r*p,178.917838424,False,False
227,l*r+p,-42.7163320311,False,False
227,l*p+r,107.839730409,False,False
227,l*r*p,-68.5685378837,True,False
228,l,-306.4707073,False,False
228,p,-305.05907723,False,False
228,r,-23.5491217476,False,False
228,l+r,-112.930027367,False,False
228,l+p,-319.864470324,False,False
228,p+r,-23.5492911613,False,False
228,l*r,-81.3253940066,True,False
228,l*p,-58.0021863816,False,False
228,p*r,-386.688473208,True,False
228,l+r+p,-326.549086679,False,False
228,l+r*p,-118.422301918,False,False
228,l*r+p,-318.366508366,False,False
228,l*p+r,-286.878851482,False,False
228,l*r*p,-80.5811855976,True,False
229,l,-134.466326135,False,False
229,p,191.026849749,False,False
229,r,154.301450498,False,False
229,l+r,147.048492831,False,False
229,l+p,-26.7575440979,False,False
229,p+r,153.555482932,False,False
229,l*r,8.80847017678,True,False
229,l*p,101.868461796,False,False
229,p*r,191.616174099,False,False
229,l+r+p,-14.5000934765,True,False
229,l+r*p,186.561167776,False,False
229,l*r+p,95.8039445226,False,False
229,l*p+r,-6.52833049988,True,False
229,l*r*p,-43.3101509199,True,False
230,l,-191.665261045,False,False
230,p,103.640915963,False,False
230,r,98.9119606489,False,False
230,l+r,-28.8406847611,True,False
230,l+p,-181.25400946,False,False
230,p+r,41.0876923249,False,False
230,l*r,47.4229746469,False,False
230,l*p,-22.2136230712,True,False
230,p*r,117.779671726,False,False
230,l+r+p,6.26802822768,False,False
230,l+r*p,86.2456225078,False,False
230,l*r+p,-193.728676962,False,False
230,l*p+r,66.3366031087,False,False
230,l*r*p,-25.2167506404,True,False
231,l,-419.65674052,False,False
231,p,-420.411056792,False,False
231,r,-385.416247747,False,False
231,l+r,-398.10197573,False,False
231,l+p,-421.342693882,False,False
231,p+r,-429.312865765,False,False
231,l*r,-203.911209796,False,False
231,l*p,-319.304726022,True,False
231,p*r,-168.696370806,True,False
231,l+r+p,-406.493398157,True,False
231,l+r*p,-240.338620643,False,False
231,l*r+p,-1658.94588714,False,False
231,l*p+r,-419.476221589,False,False
231,l*r*p,-221.32355895,False,False
232,l,-145.983372693,False,False
232,p,174.216496878,False,False
232,r,158.679517868,False,False
232,l+r,-0.393475031579,True,False
232,l+p,-133.176025148,False,False
232,p+r,-81.2922007349,True,False
232,l*r,-143.372386849,False,False
232,l*p,120.701213603,False,False
232,p*r,-151.731190186,False,False
232,l+r+p,-2.6552630668,True,False
232,l+r*p,-136.040688075,True,False
232,l*r+p,-119.874493808,True,False
232,l*p+r,1.57326466989,True,False
232,l*r*p,-143.364259077,False,False
233,l,-147.059187557,False,False
233,p,178.55706504,False,False
233,r,100.158172524,False,False
233,l+r,97.5499372834,False,False
233,l+p,-30.9959981052,False,False
233,p+r,99.9833108914,False,False
233,l*r,-144.540798878,False,False
233,l*p,-8.11017289494,True,False
233,p*r,-133.37979213,True,False
233,l+r+p,-33.3675725258,False,False
233,l+r*p,84.152981089,False,False
233,l*r+p,179.62891405,False,False
233,l*p+r,-8.99401113867,True,False
233,l*r*p,-144.534897681,False,False
234,l,-314.623213939,False,False
234,p,-312.505477498,False,False
234,r,-163.845426323,False,False
234,l+r,-160.214009898,False,False
234,l+p,-310.529018841,False,False
234,p+r,-331.483142565,True,False
234,l*r,-172.170438122,True,False
234,l*p,-314.315024182,False,False
234,p*r,-307.794002505,False,False
234,l+r+p,-310.375818462,True,False
234,l+r*p,-332.712441991,False,False
234,l*r+p,10.9812234887,False,False
234,l*p+r,-294.077264817,True,False
234,l*r*p,-98.2554357866,True,False
235,l,-136.374972524,False,False
235,p,183.034920997,False,False
235,r,156.242107116,False,False
235,l+r,151.294369843,False,False
235,l+p,-120.036507595,False,False
235,p+r,156.676448661,False,False
235,l*r,-134.518969315,False,False
235,l*p,-97.8786884081,False,False
235,p*r,3.65651999048,False,False
235,l+r+p,151.298554883,False,False
235,l+r*p,2.8356247177,True,False
235,l*r+p,158.554955571,False,False
235,l*p+r,150.76931171,False,False
235,l*r*p,-134.508862863,False,False
236,l,-171.12881221,False,False
236,p,-146.865496047,False,False
236,r,113.779669059,False,False
236,l+r,102.969028406,False,False
236,l+p,-167.014289718,False,False
236,p+r,-3.61901107299,True,False
236,l*r,-19.7298733881,True,False
236,l*p,-16.7316884878,True,False
236,p*r,-176.859902537,False,False
236,l+r+p,103.522517667,False,False
236,l+r*p,-34.4375067423,False,False
236,l*r+p,62.1372543965,False,False
236,l*p+r,-17.9293672135,True,False
236,l*r*p,-93.0191671433,True,False
237,l,-406.533470792,False,False
237,p,-540.470316421,False,False
237,r,-406.727263876,False,False
237,l+r,-406.53126083,False,False
237,l+p,-406.816521359,True,False
237,p+r,-473.590102745,False,False
237,l*r,-225.487331265,False,False
237,l*p,-349.62876363,True,False
237,p*r,-577.576148946,False,False
237,l+r+p,-2580.43051486,False,False
237,l+r*p,-543.50347951,False,False
237,l*r+p,-224.951188267,False,False
237,l*p+r,-929.31049994,False,False
237,l*r*p,-222.908972418,False,False
238,l,-126.507926349,False,False
238,p,-123.361997055,False,False
238,r,148.070423043,False,False
238,l+r,144.610084842,False,False
238,l+p,-1265.96527868,True,False
238,p+r,-7.86384398465,True,False
238,l*r,60.1102555102,False,False
238,l*p,71.5821858146,False,False
238,p*r,184.443840847,False,False
238,l+r+p,122.281784984,False,False
238,l+r*p,-3.55432510779,True,False
238,l*r+p,84.9014474966,False,False
238,l*p+r,-8.35541778111,True,False
238,l*r*p,60.1471871882,False,False
239,l,-136.418370617,False,False
239,p,171.24296033,False,False
239,r,168.088664146,False,False
239,l+r,160.403562413,False,False
239,l+p,-27.0689142874,False,False
239,p+r,184.450957762,False,False
239,l*r,-134.587112346,False,False
239,l*p,5.77445694081,True,False
239,p*r,8.41072470469,True,False
239,l+r+p,79.2423729403,False,False
239,l+r*p,-111.721037588,True,False
239,l*r+p,-5.97542445452,True,False
239,l*p+r,161.390710938,False,False
239,l*r*p,5.72248136633,True,False
240,l,-308.913862434,False,False
240,p,-307.639006949,False,False
240,r,-172.814088783,False,False
240,l+r,-170.422518788,False,False
240,l+p,-309.093720574,False,False
240,p+r,-93.8584531526,True,False
240,l*r,-87.1069682163,True,False
240,l*p,-4545.87335194,True,False
240,p*r,-241.218554468,False,False
240,l+r+p,-87.8552581198,False,False
240,l+r*p,-247.419064713,False,False
240,l*r+p,-63.9556460981,True,False
240,l*p+r,-81.3123897213,True,False
240,l*r*p,-84.345610321,True,False
241,l,-148.538981111,False,False
241,p,195.325186955,False,False
241,r,173.276960552,False,False
241,l+r,147.8552206,False,False
241,l+p,-138.426218248,False,False
241,p+r,151.664771578,False,False
241,l*r,-141.945966251,False,False
241,l*p,145.751822936,False,False
241,p*r,212.942230608,False,False
241,l+r+p,-13.1286897136,False,False
241,l+r*p,-161.416602844,True,False
241,l*r+p,-31.41876475,False,False
241,l*p+r,-102.274704129,True,False
241,l*r*p,-141.956534507,False,False
242,l,-189.71742425,False,False
242,p,125.191077966,False,False
242,r,152.793566327,False,False
242,l+r,-0.701746060094,True,False
242,l+p,21.614231052,False,False
242,p+r,128.526896313,False,False
242,l*r,102.540960841,False,False
242,l*p,102.012340126,False,False
242,p*r,-199.757461641,False,False
242,l+r+p,-53.307802122,False,False
242,l+r*p,-20.1343653741,True,False
242,l*r+p,40.6408152418,False,False
242,l*p+r,101.444117228,False,False
242,l*r*p,-21.7545755451,True,False
243,l,-422.945776706,False,False
243,p,-1112.26939776,False,False
243,r,-550.775708998,False,False
243,l+r,-237.687174099,False,False
243,l+p,-1603.45245551,False,False
243,p+r,-471.979620029,False,False
243,l*r,-192.482035515,True,False
243,l*p,-207.099677883,True,False
243,p*r,-141.459351994,False,False
243,l+r+p,-215.175864211,False,False
243,l+r*p,-172.007938947,False,False
243,l*r+p,-276.698862039,True,False
243,l*p+r,-358.13459948,False,False
243,l*r*p,-173.942150123,False,False
244,l,-67.8697231457,False,False
244,p,-62.6234263563,False,False
244,r,225.608719201,False,False
244,l+r,220.099935016,False,False
244,l+p,155.988258076,False,False
244,p+r,225.672109252,False,False
244,l*r,134.082467976,False,False
244,l*p,-68.2099953707,True,False
244,p*r,244.037955242,False,False
244,l+r+p,225.920064497,False,False
244,l+r*p,151.927250636,False,False
244,l*r+p,-71.4363950587,False,False
244,l*p+r,-68.2325394799,True,False
244,l*r*p,-20.6554812061,True,False
245,l,-147.727436841,False,False
245,p,-148.549782048,False,False
245,r,185.80935636,False,False
245,l+r,147.414766192,False,False
245,l+p,-74.8855522638,False,False
245,p+r,6.29002814461,True,False
245,l*r,-141.427673444,False,False
245,l*p,-8.4515464491,True,False
245,p*r,-71.4297413573,False,False
245,l+r+p,142.35817371,False,False
245,l+r*p,7.71469838113,True,False
245,l*r+p,-68.0341374547,True,False
245,l*p+r,-82.5294119179,False,False
245,l*r*p,-141.43688717,False,False
246,l,-247.847288597,False,False
246,p,-218.002284161,False,False
246,r,-26.158885756,False,False
246,l+r,-51.4306028727,False,False
246,l+p,-249.654868265,False,False
246,p+r,-26.3320308088,False,False
246,l*r,-67.2250150417,True,False
246,l*p,-111.07820922,True,False
246,p*r,-250.048643902,False,False
246,l+r+p,-217.634048376,False,False
246,l+r*p,-85.9854096478,False,False
246,l*r+p,-64.4058336556,True,False
246,l*p+r,-42.603910332,True,False
246,l*r*p,-112.687926805,True,False
247,l,-150.415221238,False,False
247,p,-153.011500425,False,False
247,r,149.177839794,False,False
247,l+r,-7.22160829462,True,False
247,l+p,-135.544956864,False,False
247,p+r,138.750569294,False,False
247,l*r,-144.500810364,False,False
247,l*p,-40.7002915717,True,False
247,p*r,-178.68821665,False,False
247,l+r+p,159.265529682,False,False
247,l+r*p,-174.119518196,True,False
247,l*r+p,158.359638321,False,False
247,l*p+r,164.911462945,False,False
247,l*r*p,-144.205092759,False,False
248,l,-177.147156023,False,False
248,p,139.99085081,False,False
248,r,112.70843164,False,False
248,l+r,107.142453463,False,False
248,l+p,-70.2888992048,False,False
248,p+r,127.966046004,False,False
248,l*r,72.3698119666,False,False
248,l*p,2.37416635518,True,False
248,p*r,125.299256652,False,False
248,l+r+p,121.084990984,False,False
248,l+r*p,20.535194722,False,False
248,l*r+p,67.8455220258,False,False
248,l*p+r,-194.318726917,False,False
248,l*r*p,-178.909233395,True,False
249,l,-421.963923126,False,False
249,p,-467.595146391,False,False
249,r,-257.775087959,False,False
249,l+r,-9145363.56791,False,False
249,l+p,-421.962144364,False,False
249,p+r,-400.253491112,True,False
249,l*r,-172.286590616,False,False
249,l*p,-198.607785681,True,False
249,p*r,-137.223596995,True,False
249,l+r+p,-422.325479933,False,False
249,l+r*p,-838482.591867,True,True
249,l*r+p,-171.221889029,False,False
249,l*p+r,-361.758651048,False,False
249,l*r*p,-159.341359565,False,False
250,l,-144.761005033,False,False
250,p,-113.145975922,False,False
250,r,147.02188944,False,False
250,l+r,-3.10148993574,True,False
250,l+p,-18.2890833896,False,False
250,p+r,154.984444441,False,False
250,l*r,-142.072093296,False,False
250,l*p,117.985381532,False,False
250,p*r,-16.8011869023,True,False
250,l+r+p,-121.168139809,True,False
250,l+r*p,-48.3987252719,True,False
250,l*r+p,-117.650356988,False,False
250,l*p+r,85.888628589,False,False
250,l*r*p,-142.065034826,False,False
251,l,-135.857718869,False,False
251,p,186.690046436,False,False
251,r,-122.107770984,False,False
251,l+r,-126.936330401,False,False
251,l+p,-135.689967544,False,False
251,p+r,-125.62048617,False,False
251,l*r,124.081506947,False,False
251,l*p,8.74236625655,True,False
251,p*r,172.07958575,False,False
251,l+r+p,-15.3390395579,True,False
251,l+r*p,-132.10675198,False,False
251,l*r+p,183.350579088,False,False
251,l*p+r,7.02637107679,True,False
251,l*r*p,124.082407754,False,False
252,l,-326.351510606,False,False
252,p,-326.194139762,False,False
252,r,-328.015276986,False,False
252,l+r,-311.951057823,False,False
252,l+p,-313.359901717,True,False
252,p+r,-327.362274235,False,False
252,l*r,-126.488470903,False,False
252,l*p,-326.191968619,True,False
252,p*r,-210.760984206,True,False
252,l+r+p,-311.827599447,False,False
252,l+r*p,-203.294904733,True,False
252,l*r+p,-216.690608494,True,False
252,l*p+r,-85.6383130253,True,False
252,l*r*p,-78.5716024239,True,False
253,l,-149.343667627,False,False
253,p,185.843074133,False,False
253,r,152.556875425,False,False
253,l+r,-0.298271989403,True,False
253,l+p,-74.2875263349,False,False
253,p+r,174.634162445,False,False
253,l*r,-10.3310514485,True,False
253,l*p,-8.51059051361,True,False
253,p*r,59.6140892702,False,False
253,l+r+p,173.31555303,False,False
253,l+r*p,186.616612409,False,False
253,l*r+p,2.01616646973,True,False
253,l*p+r,-82.6043447427,True,False
253,l*r*p,-8.49648701978,True,False
254,l,-110.955241481,False,False
254,p,-10.9139696732,False,False
254,r,147.677822539,False,False
254,l+r,143.855627713,False,False
254,l+p,-247.784193733,False,False
254,p+r,-195.96806039,False,False
254,l*r,157.301904758,False,False
254,l*p,22.8504148817,False,False
254,p*r,186.787156416,False,False
254,l+r+p,135.591260947,False,False
254,l+r*p,182.686101417,False,False
254,l*r+p,-148.812302232,False,False
254,l*p+r,88.788149785,False,False
254,l*r*p,-39.6866325485,True,False
255,l,-427.626530191,False,False
255,p,-75498.1214978,False,False
255,r,-165.88571818,False,False
255,l+r,-428.651271131,True,False
255,l+p,-398.568982443,False,False
255,p+r,-420.698520495,False,False
255,l*r,-229.37016068,True,False
255,l*p,-196.251885882,True,False
255,p*r,-262.243345048,False,False
255,l+r+p,-383.902408027,False,False
255,l+r*p,-169.757436564,True,False
255,l*r+p,-248.338682813,True,False
255,l*p+r,-386.864771093,True,False
255,l*r*p,-304.680069767,False,False
256,l,-147.164128146,False,False
256,p,152.669449104,False,False
256,r,187.908017117,False,False
256,l+r,0.643089865097,True,False
256,l+p,38.4138489427,False,False
256,p+r,150.129431198,False,False
256,l*r,-141.294067347,True,False
256,l*p,-82.3225727514,True,False
256,p*r,219.047157805,False,False
256,l+r+p,-147.9721581,False,False
256,l+r*p,93.1190183228,False,False
256,l*r+p,210.342819599,False,False
256,l*p+r,-82.3068744258,True,False
256,l*r*p,-141.287221732,True,False
257,l,-146.760292379,False,False
257,p,208.800320313,False,False
257,r,-49.5462046903,False,False
257,l+r,-54.5751636078,False,False
257,l+p,44.745130886,False,False
257,p+r,-31.2022087382,True,False
257,l*r,-141.030143848,False,False
257,l*p,-9.34939423248,True,False
257,p*r,-56.5908348476,True,False
257,l+r+p,145.787974153,False,False
257,l+r*p,-75.9218546494,False,False
257,l*r+p,-65.750243374,True,False
257,l*p+r,-52.8994850548,False,False
257,l*r*p,-141.036848801,False,False
258,l,-248.586823908,False,False
258,p,-347.194623692,False,False
258,r,-168.807989445,False,False
258,l+r,-14483.2162106,False,False
258,l+p,-244.448246954,True,False
258,p+r,-55.3441377781,True,False
258,l*r,-88.5518583041,True,False
258,l*p,-107.518229263,True,False
258,p*r,40.8248299057,False,False
258,l+r+p,-248.978799662,True,False
258,l+r*p,-112.372080804,True,False
258,l*r+p,-88.1212526228,True,False
258,l*p+r,-44.1398693233,True,False
258,l*r*p,-59.4460797993,True,False
259,l,-67.9436441288,False,False
259,p,-64.5931831964,False,False
259,r,207.758135961,False,False
259,l+r,201.538740897,False,False
259,l+p,-69.5942982529,True,False
259,p+r,219.915926658,False,False
259,l*r,13.4394153566,True,False
259,l*p,-67.807777323,False,False
259,p*r,238.448546931,False,False
259,l+r+p,-9.14762591434,True,False
259,l+r*p,159.414325087,False,False
259,l*r+p,196.569638003,False,False
259,l*p+r,56.7893120574,False,False
259,l*r*p,195.946959834,False,False
260,l,-189.731297021,False,False
260,p,144.422662109,False,False
260,r,152.07890108,False,False
260,l+r,149.358414099,False,False
260,l+p,-125.443363816,False,False
260,p+r,151.942707854,False,False
260,l*r,-24.7158070982,True,False
260,l*p,98.2817925008,False,False
260,p*r,152.400051639,False,False
260,l+r+p,-98.7781639397,True,False
260,l+r*p,-30.5326617447,True,False
260,l*r+p,112.103429817,False,False
260,l*p+r,-8.8628275481,True,False
260,l*r*p,-363.64405263,True,True
261,l,-422.871061992,False,False
261,p,-432.403811882,False,False
261,r,-253.251208915,False,False
261,l+r,-11944.1144485,True,False
261,l+p,-410.721939392,False,False
261,p+r,-439.343198047,False,False
