pid,composition,lml,white_added,second_exception
198,l+r+p,-269.635129949,False,False
198,l+r*p,50.1455755617,False,False
198,l*r+p,-600.928960597,True,False
198,l*p+r,-167.931069195,True,False
198,l*r*p,-147.628104673,False,False
199,l,-585.852357664,False,False
199,p,-365.202262797,False,False
199,r,500.533785731,False,False
199,l+r,499.794979325,False,False
199,l+p,-519.84025997,False,False
199,p+r,-301.413449855,False,False
199,l*r,-584.829768257,False,False
199,l*p,-465.208451263,True,False
199,p*r,11.8223296148,True,False
199,l+r+p,499.794979522,False,False
199,l+r*p,550.906854459,False,False
199,l*r+p,-532.948333339,False,False
199,l*p+r,-465.208607542,False,False
199,l*r*p,-584.829767809,False,False
200,l,-618.692058055,False,False
200,p,-618.378563101,False,False
200,r,379.606263004,False,False
200,l+r,2.66123737117,True,False
200,l+p,-613.958985746,False,False
200,p+r,394.250319294,False,False
200,l*r,519.242233585,False,False
200,l*p,-545.691853144,False,False
200,p*r,566.796131596,False,False
200,l+r+p,512.905276205,False,False
200,l+r*p,566.552159031,False,False
200,l*r+p,-444.563781785,False,False
200,l*p+r,-591.575216799,False,False
200,l*r*p,559.349392412,False,False
201,l,-1527.68820349,False,False
201,p,-1527.69686337,False,False
201,r,-772.398576102,False,False
201,l+r,-772.397999165,False,False
201,l+p,-1527.68827976,False,False
201,p+r,-772.398576075,False,False
201,l*r,-818.447726241,False,False
201,l*p,-1460.58694169,False,False
201,p*r,-790.825849083,False,False
201,l+r+p,-1527.68827549,False,False
201,l+r*p,-739.295786899,False,False
201,l*r+p,-1560.22380032,False,False
201,l*p+r,-1365.86166614,True,False
201,l*r*p,-723.265098693,False,False
202,l,-501.648611784,False,False
202,p,-500.799465268,False,False
202,r,517.856219629,False,False
202,l+r,594.989289648,False,False
202,l+p,-496.9716022,False,False
202,p+r,597.942328904,False,False
202,l*r,-500.799442406,False,False
202,l*p,-31.5171190889,True,False
202,p*r,34.8628403724,True,False
202,l+r+p,-432.321693108,False,False
202,l+r*p,647.364882781,False,False
202,l*r+p,-151.093224975,False,False
202,l*p+r,-148.668774715,False,False
202,l*r*p,-500.79944484,False,False
203,l,-572.282688761,False,False
203,p,-571.289817944,False,False
203,r,511.83933163,False,False
203,l+r,511.418283476,False,False
203,l+p,-575.330370063,False,False
203,p+r,511.839335804,False,False
203,l*r,-571.28981505,False,False
203,l*p,-179.180503526,False,False
203,p*r,572.845044216,False,False
203,l+r+p,456.752816539,False,False
203,l+r*p,16.3654647884,True,False
203,l*r+p,-392.311218269,False,False
203,l*p+r,-478.42593314,False,False
203,l*r*p,-571.289814794,False,False
204,l,-1221.1652133,False,False
204,p,-1329.67531801,False,False
204,r,-301.60741159,False,False
204,l+r,-301.608312778,False,False
204,l+p,-1262.55992599,False,False
204,p+r,-301.605850787,False,False
204,l*r,-1261.67062059,False,False
204,l*p,-424295.366989,True,True
204,p*r,-214.418645924,False,False
204,l+r+p,-924.745186317,False,False
204,l+r*p,-214.406689274,False,False
204,l*r+p,-339.322077276,False,False
204,l*p+r,-497.727136839,False,False
204,l*r*p,-271.766754187,False,False
205,l,-492.184748056,False,False
205,p,-427.578520942,False,False
205,r,537.755583424,False,False
205,l+r,536.631687292,False,False
205,l+p,-492.184744248,False,False
205,p+r,537.755688843,False,False
205,l*r,-490.429073238,False,False
205,l*p,-443.051205522,False,False
205,p*r,406.863823973,False,False
205,l+r+p,536.631679107,False,False
205,l+r*p,579.464722796,False,False
205,l*r+p,-490.42909572,False,False
205,l*p+r,-294.115483677,True,False
205,l*r*p,-490.429076122,False,False
206,l,-732.395485555,False,False
206,p,-732.442342747,False,False
206,r,443.343393888,False,False
206,l+r,443.125457638,False,False
206,l+p,-732.39548737,False,False
206,p+r,3.08751600893,True,False
206,l*r,1.05833185518,True,False
206,l*p,-585.607915463,True,False
206,p*r,484.625253602,False,False
206,l+r+p,-495.060075406,False,False
206,l+r*p,442.153962363,False,False
206,l*r+p,1.05833571973,True,False
206,l*p+r,-622.465374021,False,False
206,l*r*p,1.05833583105,True,False
207,l,-1583.33949256,False,False
207,p,-1583.3410293,False,False
207,r,-1194.08198304,False,False
207,l+r,-1201.58887284,True,False
207,l+p,-1582.7176393,False,False
207,p+r,-1399.85058545,False,False
207,l*r,-1201.96928133,False,False
207,l*p,-2196.88697816,False,False
207,p*r,-1218.17828026,True,False
207,l+r+p,-1194.08208018,False,False
207,l+r*p,-1234.1876104,False,False
207,l*r+p,-1617.53622476,False,False
207,l*p+r,-1331.72312935,False,False
207,l*r*p,-1617.55454923,False,False
208,l,-618.778405019,False,False
208,p,-617.803080913,False,False
208,r,260.462938936,False,False
208,l+r,259.74625477,False,False
208,l+p,-618.456374603,False,False
208,p+r,-563.854971891,False,False
208,l*r,252.458867437,False,False
208,l*p,-566.871380883,False,False
208,p*r,182.070833959,False,False
208,l+r+p,-42.2020177085,True,False
208,l+r*p,308.104247479,False,False
208,l*r+p,-557.522028976,False,False
208,l*p+r,-546.427897323,False,False
208,l*r*p,319.003631245,False,False
209,l,-542.902780256,False,False
209,p,-548.646557865,False,False
209,r,501.551564062,False,False
209,l+r,503.152193603,False,False
209,l+p,-378.998431257,False,False
209,p+r,467.095072394,False,False
209,l*r,-548.646544001,False,False
209,l*p,-497.582876643,False,False
209,p*r,371.607257345,False,False
209,l+r+p,-254.030385027,False,False
209,l+r*p,583.194674313,False,False
209,l*r+p,-548.646561285,True,False
209,l*p+r,-241.9808314,False,False
209,l*r*p,-548.646543979,False,False
210,l,-1036.03178707,False,False
210,p,-1043.3408252,False,False
210,r,170.7207955,False,False
210,l+r,-98.1466527553,True,False
210,l+p,-914.892916394,False,False
210,p+r,171.080974293,False,False
210,l*r,138.978278054,False,False
210,l*p,-871.454024978,False,False
210,p*r,223.806310369,False,False
210,l+r+p,-91.1829330696,True,False
210,l+r*p,236.572666217,False,False
210,l*r+p,138.978287064,False,False
210,l*p+r,-117.301725475,True,False
210,l*r*p,-99.293413338,True,False
211,l,-554.589511034,False,False
211,p,-400.207183747,False,False
211,r,440.936354776,False,False
211,l+r,390.451794716,False,False
211,l+p,-545.563867598,True,False
211,p+r,440.936353943,False,False
211,l*r,-554.52812643,False,False
211,l*p,-225.781446346,False,False
211,p*r,511.400743177,False,False
211,l+r+p,481.012451313,False,False
211,l+r*p,8.81385806382,True,False
211,l*r+p,-554.528143737,False,False
211,l*p+r,-225.769475963,False,False
211,l*r*p,-554.528125986,False,False
212,l,-647.875323266,False,False
212,p,-561.847249145,False,False
212,r,487.042180352,False,False
212,l+r,331.534174311,False,False
212,l+p,-647.875325439,False,False
212,p+r,470.11293745,False,False
212,l*r,12.3730534405,True,False
212,l*p,-553.020399474,False,False
212,p*r,487.042184842,False,False
212,l+r+p,486.837944927,False,False
212,l+r*p,-7.57262680813,True,False
212,l*r+p,-443.998576051,False,False
212,l*p+r,239.214369486,False,False
212,l*r*p,-646.835475893,False,False
213,l,-1342.58025728,False,False
213,p,-1345.06246687,False,False
213,r,-584.826825126,False,False
213,l+r,-584.82307097,False,False
213,l+p,-1149.04198897,False,False
213,p+r,-772.07332325,False,False
213,l*r,-1399.30941076,False,False
213,l*p,-1304.08395254,False,False
213,p*r,-772.086189982,False,False
213,l+r+p,-1103.04291984,False,False
213,l+r*p,-593.603829524,False,False
213,l*r+p,-799.919341529,False,False
213,l*p+r,-1281.93611997,False,False
213,l*r*p,-1399.3094134,False,False
214,l,-589.68753772,False,False
214,p,560.672122002,False,False
214,r,557.772760925,False,False
214,l+r,560.492003318,False,False
214,l+p,-291.577937972,False,False
214,p+r,557.772763011,False,False
214,l*r,-600.045872537,False,False
214,l*p,-589.690404793,False,False
214,p*r,651.888972955,False,False
214,l+r+p,-270.015250997,True,False
214,l+r*p,38.069965869,True,False
214,l*r+p,-600.045907348,False,False
214,l*p+r,34.5008998312,True,False
214,l*r*p,-600.045903572,True,False
215,l,-515.324547084,False,False
215,p,-525.04022867,False,False
215,r,692.182416932,False,False
215,l+r,693.949134531,False,False
215,l+p,-200.887526874,False,False
215,p+r,-525.445990926,False,False
215,l*r,-525.040193168,False,False
215,l*p,-515.319062632,True,False
215,p*r,57.3454569332,True,False
215,l+r+p,-201.350150086,False,False
215,l+r*p,770.502187497,False,False
215,l*r+p,-525.040209288,False,False
215,l*p+r,-298.401662325,False,False
215,l*r*p,-525.040196176,False,False
216,l,-1017.6865939,False,False
216,p,-1023.07822472,False,False
216,r,-73.2534066284,False,False
216,l+r,-72.9986190662,False,False
216,l+p,-940.517652749,False,False
216,p+r,-68.4608939061,False,False
216,l*r,-200.595894771,True,False
216,l*p,-1023.07821726,True,False
216,p*r,19.7850118319,False,False
216,l+r+p,-4.17706080998,False,False
216,l+r*p,36.5664026695,False,False
216,l*r+p,-430.699783089,False,False
216,l*p+r,-44.5648171413,False,False
216,l*r*p,39.2319433157,False,False
217,l,-480.414356634,False,False
217,p,-446.923233967,False,False
217,r,536.111371604,False,False
217,l+r,535.054967039,False,False
217,l+p,-478.486841628,False,False
217,p+r,-433.068231782,False,False
217,l*r,-479.05854582,False,False
217,l*p,-241.141207692,False,False
217,p*r,459.420750597,False,False
217,l+r+p,535.054932752,False,False
217,l+r*p,560.573466408,False,False
217,l*r+p,-446.976769964,False,False
217,l*p+r,-331.170205873,False,False
217,l*r*p,-479.058544424,False,False
218,l,-839.825088986,False,False
218,p,-846.319600631,False,False
218,r,144.710138632,False,False
218,l+r,-123.404322446,True,False
218,l+p,-802.618401478,False,False
218,p+r,144.712374375,False,False
218,l*r,-142.749779125,True,False
218,l*p,-146.148463608,False,False
218,p*r,200.513916112,False,False
218,l+r+p,149.078696228,False,False
218,l+r*p,-120.688219108,True,False
218,l*r+p,124.499484381,False,False
218,l*p+r,-282.391130342,True,False
218,l*r*p,-136.016582568,True,False
219,l,-1756.47760378,False,False
219,p,-1756.49044739,False,False
219,r,-1336.97408964,False,False
219,l+r,-1336.97409211,False,False
219,l+p,-1756.48092957,False,False
219,p+r,-1337.18266341,True,False
219,l*r,-1347.58939863,False,False
219,l*p,-1481.59482203,False,False
219,p*r,-1631.93343038,False,False
219,l+r+p,-1482.40895714,False,False
219,l+r*p,-1512.19637135,False,False
219,l*r+p,-1552.95929515,False,False
219,l*p+r,-1372.88240089,False,False
219,l*r*p,-1329.79330574,True,False
220,l,-848.774324851,False,False
220,p,-620.415033862,False,False
220,r,19.7282053285,False,False
220,l+r,19.6062140795,False,False
220,l+p,-848.774312175,True,False
220,p+r,19.775165549,False,False
220,l*r,-4.72934981596,False,False
220,l*p,-780.557404934,False,False
220,p*r,66.9762682733,False,False
220,l+r+p,-841.423186466,True,False
220,l+r*p,66.9312098597,False,False
220,l*r+p,-193.48471774,True,False
220,l*p+r,-796.393045756,False,False
220,l*r*p,42.356847553,False,False
221,l,-282.336302526,False,False
221,p,-212.131821597,False,False
221,r,961.791191736,False,False
221,l+r,78.2068299242,True,False
221,l+p,-100.962527684,False,False
221,p+r,-212.14177136,False,False
221,l*r,-282.495624698,False,False
221,l*p,-248.401189885,True,False
221,p*r,988.898154463,False,False
221,l+r+p,912.973423444,False,False
221,l+r*p,987.96538024,False,False
221,l*r+p,926.223120377,False,False
221,l*p+r,116.273354816,False,False
221,l*r*p,-282.495435645,False,False
222,l,-1261.03130281,False,False
222,p,-1261.01625805,False,False
222,r,-698.527535315,False,False
222,l+r,-698.530707863,False,False
222,l+p,-1261.03130299,False,False
222,p+r,-698.52753497,True,False
222,l*r,-1361.21664461,False,False
222,l*p,-721.151854271,False,False
222,p*r,-749.092612775,False,False
222,l+r+p,-698.530710018,False,False
222,l+r*p,-761.654683291,False,False
222,l*r+p,-1360.83540941,False,False
222,l*p+r,-721.151716628,False,False
222,l*r*p,-1361.21664806,False,False
223,l,-577.013464381,False,False
223,p,240.574111665,False,False
223,r,239.445401443,False,False
223,l+r,238.545669295,False,False
223,l+p,-577.013345269,False,False
223,p+r,239.445399616,False,False
223,l*r,-575.612918899,False,False
223,l*p,-268.820143822,False,False
223,p*r,329.274742804,False,False
223,l+r+p,238.545667925,False,False
223,l+r*p,320.645912499,False,False
223,l*r+p,-575.61292939,False,False
223,l*p+r,-58.0758749918,False,False
223,l*r*p,-575.61291855,False,False
224,l,-779.63046554,False,False
224,p,-782.500272365,False,False
224,r,571.579613429,False,False
224,l+r,16.5161236422,True,False
224,l+p,9.90098138214,True,False
224,p+r,16.5799639398,True,False
224,l*r,8.92598218089,True,False
224,l*p,-132.835586698,True,False
224,p*r,576.682432518,False,False
224,l+r+p,16.5161231681,True,False
224,l+r*p,595.872281404,False,False
224,l*r+p,640.707597795,False,False
224,l*p+r,-132.836899565,False,False
224,l*r*p,-133.787959918,True,False
225,l,-1466.20838793,False,False
225,p,-1466.20623166,False,False
225,r,-555.359009424,False,False
225,l+r,-555.359607138,False,False
225,l+p,-1466.20884436,False,False
225,p+r,-555.359008639,False,False
225,l*r,-571.388571555,True,False
225,l*p,-648.065842611,True,False
225,p*r,-811.707322434,False,False
225,l+r+p,-555.359606317,False,False
225,l+r*p,-553.414241415,False,False
225,l*r+p,-571.015069735,False,False
225,l*p+r,-648.906163063,True,False
225,l*r*p,-1543.04597073,False,False
226,l,-607.138043007,False,False
226,p,-610.452797707,False,False
226,r,455.837627226,False,False
226,l+r,456.952542409,False,False
226,l+p,450.616643929,False,False
226,p+r,459.276977078,False,False
226,l*r,467.348723536,False,False
226,l*p,-460.336352006,False,False
226,p*r,404.329883776,False,False
226,l+r+p,301.299933484,False,False
226,l+r*p,22.5465371976,True,False
226,l*r+p,13.5725851362,True,False
226,l*p+r,-241.318128425,False,False
226,l*r*p,26.2328436174,True,False
227,l,-515.04202685,False,False
227,p,-514.766528094,False,False
227,r,498.962074055,False,False
227,l+r,498.25880339,False,False
227,l+p,-506.308690278,False,False
227,p+r,-450.517236097,False,False
227,l*r,-514.766475236,False,False
227,l*p,-246.944886602,True,False
227,p*r,568.918654774,False,False
227,l+r+p,502.002844835,False,False
227,l+r*p,572.65359577,False,False
227,l*r+p,-473.101541042,False,False
227,l*p+r,-239.731735307,False,False
227,l*r*p,-514.766474439,False,False
228,l,-1222.53423215,False,False
228,p,-1222.53251393,False,False
228,r,-606.67779861,False,False
228,l+r,-606.679119811,False,False
228,l+p,-1222.53423213,False,False
228,p+r,-1003.02641966,False,False
228,l*r,-596.692447008,False,False
228,l*p,-700.084413469,True,False
228,p*r,-665.790818863,False,False
228,l+r+p,-1191.39537497,False,False
228,l+r*p,-676.516347919,False,False
228,l*r+p,-1191.45013577,False,False
228,l*p+r,-700.111473718,False,False
228,l*r*p,-1192.45507038,False,False
229,l,-711.034913607,False,False
229,p,-591.410497047,False,False
229,r,400.815647076,False,False
229,l+r,-33.6435172332,True,False
229,l+p,-711.034912839,False,False
229,p+r,385.367057866,False,False
229,l*r,-38.7069226534,True,False
229,l*p,-710.141800675,False,False
229,p*r,347.392392801,False,False
229,l+r+p,400.464960498,False,False
229,l+r*p,345.680223964,False,False
229,l*r+p,-33.0558294606,True,False
229,l*p+r,-542.228451361,False,False
229,l*r*p,-35.6901775219,True,False
230,l,-756.684527374,False,False
230,p,-756.436636486,False,False
230,r,104.206714612,False,False
230,l+r,-135.369602483,True,False
230,l+p,-755.182324943,False,False
230,p+r,-718.88557933,False,False
230,l*r,-149.821260523,True,False
230,l*p,-738.927765302,False,False
230,p*r,170.760685621,False,False
230,l+r+p,117.383390137,False,False
230,l+r*p,-123.903968187,True,False
230,l*r+p,-149.822385542,True,False
230,l*p+r,-770.899881462,False,False
230,l*r*p,155.1424987,False,False
231,l,-1785.77352714,False,False
231,p,-1785.79073721,False,False
231,r,-1349.32478996,False,False
231,l+r,-1349.30800318,False,False
231,l+p,-1785.63342126,False,False
231,p+r,-1349.30798057,False,False
231,l*r,-1838.66046675,False,False
231,l*p,-1838.52836674,False,False
231,p*r,-1522.67359577,False,False
231,l+r+p,-1349.30800316,False,False
231,l+r*p,-1522.67369957,False,False
231,l*r+p,-1838.66047386,False,False
231,l*p+r,-1832.67056987,False,False
231,l*r*p,-1341.78964512,False,False
232,l,-584.094336057,False,False
232,p,-583.64082061,False,False
232,r,550.762858508,False,False
232,l+r,550.685064788,False,False
232,l+p,-579.257619383,False,False
232,p+r,550.762892077,False,False
232,l*r,-583.640808099,False,False
232,l*p,-64.9146472954,False,False
232,p*r,618.042828406,False,False
232,l+r+p,21.1158203608,True,False
232,l+r*p,619.421557545,False,False
232,l*r+p,-310.379932378,False,False
232,l*p+r,-75.9867812921,False,False
232,l*r*p,-583.640810259,False,False
233,l,-359.751673448,False,False
233,p,742.541751009,False,False
233,r,740.331480999,False,False
233,l+r,740.412107995,False,False
233,l+p,213.129158147,False,False
233,p+r,-361.454727685,False,False
233,l*r,-367.465735384,False,False
233,l*p,26.6629573994,True,False
233,p*r,868.337378708,False,False
233,l+r+p,66.4206940537,True,False
233,l+r*p,865.02440928,False,False
233,l*r+p,809.872731162,False,False
233,l*p+r,-253.312737201,False,False
233,l*r*p,-367.465747626,False,False
234,l,-1272.5803125,False,False
234,p,-1272.66970016,False,False
234,r,-545.48961898,False,False
234,l+r,-545.486530271,False,False
234,l+p,-1272.58032734,False,False
234,p+r,-968.892620583,False,False
234,l*r,-1263.06171808,False,False
234,l*p,-982.9863303,False,False
234,p*r,-586.515589918,False,False
234,l+r+p,-1259.32899311,False,False
234,l+r*p,-561.653680129,False,False
234,l*r+p,-645.720150639,False,False
234,l*p+r,-689.112753421,True,False
234,l*r*p,-508.505403937,False,False
235,l,-484.095786766,False,False
235,p,-33.009349229,False,False
235,r,927.305885296,False,False
235,l+r,926.415894823,False,False
235,l+p,-484.095785947,False,False
235,p+r,-33.2572375072,False,False
235,l*r,-482.319588989,False,False
235,l*p,-163.214006449,False,False
235,p*r,79.4561389405,True,False
235,l+r+p,-21.0550918808,False,False
235,l+r*p,926.750179749,False,False
235,l*r+p,12.4155064965,False,False
235,l*p+r,366.528176085,False,False
235,l*r*p,-482.319589108,False,False
236,l,-866.02076698,False,False
236,p,-866.945059912,False,False
236,r,477.132921072,False,False
236,l+r,109.997513921,False,False
236,l+p,-852.19156076,False,False
236,p+r,459.566899964,False,False
236,l*r,4.71146907389,True,False
236,l*p,-698.812799023,False,False
236,p*r,18.2707377597,True,False
236,l+r+p,-436.344504273,True,False
236,l+r*p,18.1323759163,True,False
236,l*r+p,-658.623094116,False,False
236,l*p+r,-48.7482358274,True,False
236,l*r*p,520.948103878,False,False
237,l,-1469.67574817,False,False
237,p,-1469.69542463,False,False
237,r,-373.460744212,False,False
237,l+r,-398.748863597,True,False
237,l+p,-1440.23768376,False,False
237,p+r,-373.460747237,False,False
237,l*r,-399.931568485,True,False
237,l*p,-1466.60427137,False,False
237,p*r,-574.512857444,False,False
237,l+r+p,-1186.14699144,True,False
237,l+r*p,-559.506046637,False,False
237,l*r+p,-374.637551711,False,False
237,l*p+r,-840.302623656,False,False
237,l*r*p,-333.96466882,True,False
238,l,-570.638908091,False,False
238,p,-570.026174765,False,False
238,r,369.188800333,False,False
238,l+r,368.649837267,False,False
238,l+p,344.013046375,False,False
238,p+r,369.189910967,False,False
238,l*r,-570.026157443,False,False
238,l*p,-335.604179129,False,False
238,p*r,432.039508741,False,False
238,l+r+p,-7.47818719487,False,False
238,l+r*p,424.056006199,False,False
238,l*r+p,-570.02639755,False,False
238,l*p+r,-352.95101766,False,False
238,l*r*p,-570.026158903,False,False
239,l,-468.472476337,False,False
239,p,-470.297860751,False,False
239,r,791.212980363,False,False
239,l+r,780.63971023,False,False
239,l+p,-302.31464781,False,False
239,p+r,791.252371294,False,False
239,l*r,-469.594841835,False,False
239,l*p,-648.495773269,True,True
239,p*r,59.3979958774,True,False
239,l+r+p,-302.235155073,False,False
239,l+r*p,833.856512107,False,False
239,l*r+p,-391.600629203,False,False
239,l*p+r,2.38492641777,True,False
239,l*r*p,-469.594843839,False,False
240,l,-1169.78094517,False,False
240,p,-1178.40898147,False,False
240,r,296.187180985,False,False
240,l+r,292.449524138,False,False
240,l+p,-1037.55997117,False,False
240,p+r,296.187200469,False,False
240,l*r,-1206.42596746,False,False
240,l*p,-994.182587424,True,False
240,p*r,324.078397553,False,False
240,l+r+p,-1028.30112649,False,False
240,l+r*p,329.815021802,False,False
240,l*r+p,250.366892938,False,False
240,l*p+r,-872.878549609,True,False
240,l*r*p,335.206540394,False,False
241,l,-477.230382402,False,False
241,p,-466.213599385,False,False
241,r,559.701238768,False,False
241,l+r,558.418198554,False,False
241,l+p,-477.230387409,False,False
241,p+r,-466.017959015,False,False
241,l*r,-475.4302206,False,False
241,l*p,92.5440431887,False,False
241,p*r,436.747177629,False,False
241,l+r+p,557.611104984,False,False
241,l+r*p,644.53013482,False,False
241,l*r+p,-310.70274862,False,False
241,l*p+r,-173.272453908,False,False
241,l*r*p,-475.430215999,False,False
242,l,-616.508541751,False,False
242,p,-624.516658564,False,False
242,r,664.031015484,False,False
242,l+r,664.228798744,False,False
242,l+p,-369.168572718,False,False
242,p+r,664.029812577,False,False
242,l*r,-624.516739905,False,False
242,l*p,-280.199618024,False,False
242,p*r,737.866488579,False,False
242,l+r+p,680.43774707,False,False
242,l+r*p,43.3210538946,True,False
242,l*r+p,-445.27598898,False,False
242,l*p+r,678.144050379,False,False
242,l*r*p,-624.516669135,False,False
243,l,-1457.86133298,False,False
243,p,-1799.14464651,False,False
243,r,-291.777747845,False,False
243,l+r,-291.77791379,False,False
243,l+p,-1279.97483995,False,False
243,p+r,-490.55398134,False,False
243,l*r,-271.398298894,False,False
243,l*p,-1457.86134848,False,False
243,p*r,-462.750301006,False,False
243,l+r+p,-1002.67313744,False,False
243,l+r*p,-354.292427991,True,False
243,l*r+p,-1561.48755432,False,False
243,l*p+r,-342.51893787,True,False
243,l*r*p,-249.130204498,False,False
244,l,-274.060132303,False,False
244,p,-152.332565417,False,False
244,r,557.915205718,False,False
244,l+r,555.91610564,False,False
244,l+p,-192.819232898,False,False
244,p+r,-193.810431258,False,False
244,l*r,-271.669962092,False,False
244,l*p,-158.5586795,False,False
244,p*r,638.576564354,False,False
244,l+r+p,-193.006452651,False,False
244,l+r*p,630.324487742,False,False
244,l*r+p,-193.80726425,False,False
244,l*p+r,-92.7060912907,False,False
244,l*r*p,-271.669990815,False,False
245,l,-519.546290966,False,False
245,p,-528.349826134,False,False
245,r,903.04667469,False,False
245,l+r,905.237431997,False,False
245,l+p,-189.388938307,False,False
245,p+r,37.2070885698,True,False
245,l*r,-528.349807311,False,False
245,l*p,-519.502187798,False,False
245,p*r,966.877795978,False,False
245,l+r+p,-203.099308416,False,False
245,l+r*p,75.1726611574,True,False
245,l*r+p,-528.349831871,False,False
245,l*p+r,71.4972733453,True,False
245,l*r*p,-528.349809717,False,False
246,l,-1170.53294479,False,False
246,p,-1179.23744713,False,False
246,r,242.726689572,False,False
246,l+r,238.028105825,False,False
246,l+p,-1178.6025117,False,False
246,p+r,242.726716952,False,False
246,l*r,-68.7853888495,True,False
246,l*p,-688.166104306,False,False
246,p*r,282.567568098,False,False
246,l+r+p,-66.0913852151,True,False
246,l+r*p,282.181999111,False,False
246,l*r+p,-68.785389733,True,False
246,l*p+r,-896.422126663,False,False
246,l*r*p,-485.757544118,False,False
247,l,-562.212730166,False,False
247,p,-515.262429808,False,False
247,r,383.849926855,False,False
247,l+r,282.657918998,False,False
247,l+p,-558.755616667,False,False
247,p+r,384.013336549,False,False
247,l*r,-561.481717807,False,False
247,l*p,-492.361926979,False,False
247,p*r,417.237742818,False,False
247,l+r+p,-500.129807995,False,False
247,l+r*p,-49.4851008294,True,False
247,l*r+p,-192.490587053,False,False
247,l*p+r,-398.828367152,False,False
247,l*r*p,-561.48171722,False,False
248,l,-625.040296055,False,False
248,p,-623.806870965,False,False
248,r,384.891240523,False,False
248,l+r,-37.6437229173,True,False
248,l+p,-625.040302995,False,False
248,p+r,384.90170191,False,False
248,l*r,388.474637467,False,False
248,l*p,-623.806895662,True,False
248,p*r,415.591361543,False,False
248,l+r+p,384.3329097,False,False
248,l+r*p,-36.577959677,True,False
248,l*r+p,-620.069698404,False,False
248,l*p+r,-37.3789394218,True,False
248,l*r*p,-30.1262515292,True,False
249,l,-1565.94639514,False,False
249,p,-1565.94658287,False,False
249,r,-1250.64242385,False,False
249,l+r,-1250.64259948,True,False
249,l+p,-1565.94699825,False,False
249,p+r,-1250.64242385,False,False
249,l*r,-1273.08388427,False,False
249,l*p,-1679.86086892,False,False
249,p*r,-1278.04328985,False,False
249,l+r+p,-1404.87682725,True,False
249,l+r*p,-1258.34090003,False,False
249,l*r+p,-1272.97470419,False,False
249,l*p+r,-1732.71696763,False,False
249,l*r*p,-1602.99716623,False,False
250,l,-507.079713191,False,False
250,p,-505.338318566,False,False
250,r,534.374468851,False,False
250,l+r,533.366088479,False,False
250,l+p,-507.079652692,False,False
250,p+r,-328.334138925,False,False
250,l*r,-505.338302629,False,False
250,l*p,-76.6365406641,True,False
250,p*r,532.260680974,False,False
250,l+r+p,533.366087915,False,False
250,l+r*p,605.326750419,False,False
250,l*r+p,-505.338321993,False,False
250,l*p+r,-403.804167228,False,False
250,l*r*p,-505.338299061,False,False
251,l,-84.6279815457,False,False
251,p,854.745592499,False,False
251,r,890.91904216,False,False
251,l+r,888.564304652,False,False
251,l+p,24.4191277224,False,False
251,p+r,869.943379114,False,False
251,l*r,-85.2762672685,False,False
251,l*p,68.2472470505,False,False
251,p*r,-85.2762255266,False,False
251,l+r+p,24.114989158,False,False
251,l+r*p,-84.6279686656,False,False
251,l*r+p,41.3580766198,False,False
251,l*p+r,83.6688320815,True,False
251,l*r*p,-85.2762826665,False,False
252,l,-1157.56742083,False,False
252,p,-1166.91172834,False,False
252,r,73.4081929298,False,False
252,l+r,71.3180749433,False,False
252,l+p,-953.307188976,False,False
252,p+r,-721.689617797,False,False
252,l*r,-117.952793721,True,False
252,l*p,-1157.57652844,False,False
252,p*r,217.227841804,False,False
252,l+r+p,127.178871661,False,False
252,l+r*p,183.483929296,False,False
252,l*r+p,-413.359616698,False,False
252,l*p+r,-967.655001118,False,False
252,l*r*p,175.53990152,False,False
253,l,-593.784256638,False,False
253,p,-594.240330503,False,False
253,r,606.068396881,False,False
253,l+r,31.6946585402,True,False
253,l+p,-478.250402383,False,False
253,p+r,-455.424872631,False,False
253,l*r,-594.239800623,False,False
253,l*p,-486.884298805,False,False
253,p*r,606.125839581,False,False
253,l+r+p,-478.060741228,False,False
253,l+r*p,620.508203199,False,False
253,l*r+p,-594.239809778,False,False
253,l*p+r,377.663293557,False,False
253,l*r*p,-594.239801324,False,False
254,l,-544.004475196,False,False
254,p,-543.261688132,False,False
254,r,585.961178212,False,False
254,l+r,585.743439379,False,False
254,l+p,-540.019361766,False,False
254,p+r,-435.662245096,True,False
254,l*r,-543.261670237,False,False
254,l*p,-398.377384868,False,False
254,p*r,450.705063806,False,False
254,l+r+p,586.420205635,False,False
254,l+r*p,631.113675747,False,False
254,l*r+p,-538.947153236,False,False
254,l*p+r,-398.378230774,False,False
254,l*r*p,-543.261673136,False,False
255,l,-1712.86547112,False,False
255,p,-1712.83352051,False,False
255,r,-593.416830601,False,False
255,l+r,-524.085898379,True,False
255,l+p,-1571.23425349,False,False
255,p+r,-97762.8838091,False,False
255,l*r,-1757.97141823,False,False
255,l*p,-1705.70718042,False,False
255,p*r,-647.151407101,False,False
255,l+r+p,-507.906428731,False,False
255,l+r*p,-679.612059089,False,False
255,l*r+p,-521.24102962,False,False
255,l*p+r,-1793.6257374,False,False
255,l*r*p,-1757.97142039,False,False
256,l,-614.568347193,False,False
256,p,-598.135575695,False,False
256,r,831.880076026,False,False
256,l+r,820.788455406,False,False
256,l+p,-470.127093992,False,False
256,p+r,831.99288175,False,False
256,l*r,68.1780635005,True,False
256,l*p,-329.01801105,False,False
