cid,kernel,lml,white_added,second_exception
142,p,-931.994730046,False,False
142,r,835.022154677,False,False
142,l+r,35.3286258733,True,False
142,l+p,-447.348186246,False,False
142,p+r,821.876286426,False,False
142,l*r,-931.994633683,False,False
142,l*p,-899.56340085,True,False
142,p*r,47.7640201059,True,False
142,l+r+p,37.700564142,True,False
142,l+r*p,13.7477739076,True,False
142,l*r+p,-912.878542632,True,False
142,l*p+r,-2788.54316501,True,True
142,l*r*p,-931.994710681,False,False
143,l,-586.805771519,False,False
143,p,-619.291715794,False,False
143,r,762.332200532,False,False
143,l+r,770.68930316,False,False
143,l+p,3.21080446313,False,False
143,p+r,762.332192175,False,False
143,l*r,-619.291643974,False,False
143,l*p,-217.934655671,False,False
143,p*r,47.6330729837,True,False
143,l+r+p,-108.314689621,False,False
143,l+r*p,847.327838002,False,False
143,l*r+p,36.8899974516,True,False
143,l*p+r,-222.596789341,False,False
143,l*r*p,-619.29164846,False,False
144,l,-1699.89143107,False,False
144,p,-1734.78310975,False,False
144,r,354.451869138,False,False
144,l+r,354.456473725,False,False
144,l+p,-1407.37466422,True,False
144,p+r,-17.0450798864,True,False
144,l*r,-2259.40150856,True,True
144,l*p,-1699.89143112,False,False
144,p*r,453.463910481,False,False
144,l+r+p,-1407.3852748,False,False
144,l+r*p,-651.647798847,False,False
144,l*r+p,-1122.30367505,False,False
144,l*p+r,-17.0450798784,True,False
144,l*r*p,-2259.40150856,True,True
145,l,-999.472649076,False,False
145,p,-998.834164912,False,False
145,r,424.506522938,False,False
145,l+r,24.7402428986,True,False
145,l+p,-914.509867805,False,False
145,p+r,-15.9253438244,True,False
145,l*r,-58.9401406929,True,False
145,l*p,-998.83415615,False,False
145,p*r,426.197555315,False,False
145,l+r+p,-5383.44692634,True,True
145,l+r*p,20.3197237309,True,False
145,l*r+p,260.056909217,False,False
145,l*p+r,-753.99034175,False,False
145,l*r*p,-160.895904807,False,False
146,l,-1109.65946656,False,False
146,p,-1102.71854156,False,False
146,r,207.555643091,False,False
146,l+r,207.535595605,False,False
146,l+p,-972.524416524,False,False
146,p+r,-875.110986552,False,False
146,l*r,-157.256807303,True,False
146,l*p,-915.581110218,False,False
146,p*r,210.906981875,False,False
146,l+r+p,230.821869579,False,False
146,l+r*p,290.320702537,False,False
146,l*r+p,-1000.72280885,False,False
146,l*p+r,-930.494882829,False,False
146,l*r*p,-2033.83149546,True,True
147,l,-1112.52792519,False,False
147,p,-1133.54565712,False,False
147,r,65.255085963,False,False
147,l+r,956.477568908,False,False
147,l+p,-991.930476658,False,False
147,p+r,921.513218071,False,False
147,l*r,-1133.54564695,False,False
147,l*p,-21950.2024454,True,True
147,p*r,965.480849189,False,False
147,l+r+p,110.547434816,False,False
147,l+r*p,933.25308124,False,False
147,l*r+p,106.533885902,True,False
147,l*p+r,-11469.5678406,True,True
147,l*r*p,-2036.4939122,True,True
148,l,-907.563314887,False,False
148,p,-906.670569621,False,False
148,r,160.993266083,False,False
148,l+r,160.587873172,False,False
148,l+p,-912.533535838,False,False
148,p+r,160.993317657,False,False
148,l*r,-201.477908561,True,False
148,l*p,-908.502649518,False,False
148,p*r,218.010177062,False,False
148,l+r+p,49.3987950363,False,False
148,l+r*p,217.834705157,False,False
148,l*r+p,-735.511228006,False,False
148,l*p+r,-787.683273171,False,False
148,l*r*p,-192.202778077,True,False
149,l,23.4465267787,False,False
149,p,1584.52559996,False,False
149,r,1581.14447593,False,False
149,l+r,1580.69097614,False,False
149,l+p,877.313753749,False,False
149,p+r,22.6467053129,False,False
149,l*r,-7.0673429774,False,False
149,l*p,677.168116524,False,False
149,p*r,149.83003805,True,False
149,l+r+p,877.551941393,False,False
149,l+r*p,1584.30057806,False,False
149,l*r+p,1524.4737788,False,False
149,l*p+r,129.387735198,True,False
149,l*r*p,-7.06794930876,False,False
150,l,-1523.5110526,False,False
150,p,-1543.77198813,False,False
150,r,-582.042825724,False,False
150,l+r,-576.629285615,False,False
150,l+p,-1357.93752647,False,False
150,p+r,-582.042825825,False,False
150,l*r,-645.837342873,False,False
150,l*p,-1531.20622213,False,False
150,p*r,-521.79666857,False,False
150,l+r+p,-555.43942636,False,False
150,l+r*p,-493.775668071,False,False
150,l*r+p,-659.852028291,True,False
150,l*p+r,-576.629308772,False,False
150,l*r*p,-592.958932369,False,False
151,l,-1024.7001044,False,False
151,p,-1024.14233727,False,False
151,r,269.204723456,False,False
151,l+r,-87.0844288172,True,False
151,l+p,-1030.80810674,False,False
151,p+r,-86.9928004247,True,False
151,l*r,-162.699398006,True,False
151,l*p,-893.965906124,False,False
151,p*r,343.232103787,False,False
151,l+r+p,-87.0844290962,True,False
151,l+r*p,343.148010835,False,False
151,l*r+p,-634.976439542,False,False
151,l*p+r,273.723064168,False,False
151,l*r*p,-144.599891917,True,False
152,l,-1262.41843813,False,False
152,p,-1262.24919174,False,False
152,r,16.4087684205,False,False
152,l+r,16.3665330091,False,False
152,l+p,-1486.04107202,False,False
152,p+r,16.4087684727,False,False
152,l*r,-139.254760414,False,False
152,l*p,-1262.24918585,False,False
152,p*r,92.5427289952,False,False
152,l+r+p,18.9630392812,False,False
152,l+r*p,122.348906267,False,False
152,l*r+p,-295.695584043,True,False
152,l*p+r,-1118.96345726,False,False
152,l*r*p,-267.445909941,True,False
153,l,-2178.09186595,False,False
153,p,-2196.95742694,True,False
153,r,-1506.4516591,False,False
153,l+r,-1509.01628712,False,False
153,l+p,-2196.93337621,False,False
153,p+r,-1814.9801853,False,False
153,l*r,-1614.45527173,True,False
153,l*p,-2196.83306661,False,False
153,p*r,-1582.85897617,False,False
153,l+r+p,-2076.76434747,True,False
153,l+r*p,-1572.57336265,False,False
153,l*r+p,-2663.55609958,False,False
153,l*p+r,-2663.25356691,False,False
153,l*r*p,-1881.50365126,False,False
154,l,-1100.32413924,False,False
154,p,-1135.16090011,False,False
154,r,925.244655208,False,False
154,l+r,141.470320672,True,False
154,l+p,146.418133301,True,False
154,p+r,913.7309546,False,False
154,l*r,-1135.16089748,False,False
154,l*p,-971.797561983,False,False
154,p*r,132.091382389,True,False
154,l+r+p,932.45658412,False,False
154,l+r*p,904.00741691,False,False
154,l*r+p,917.873029583,False,False
154,l*p+r,141.634218632,True,False
154,l*r*p,-2035.30705262,True,True
155,l,-797.306468136,False,False
155,p,-829.488472276,False,False
155,r,829.906693827,False,False
155,l+r,836.916998475,False,False
155,l+p,122.151742912,False,False
155,p+r,840.8708037,False,False
155,l*r,-827.726100822,False,False
155,l*p,-617.822129266,False,False
155,p*r,960.919976384,False,False
155,l+r+p,-55.8321767776,False,False
155,l+r*p,56.8502972836,True,False
155,l*r+p,767.991288852,False,False
155,l*p+r,-1533.51484764,True,True
155,l*r*p,-829.487923906,False,False
156,l,-1793.62970583,False,False
156,p,-1820.52361904,False,False
156,r,-432.979601703,False,False
156,l+r,-486.513265786,True,False
156,l+p,-1636.8314574,False,False
156,p+r,-432.979628758,False,False
156,l*r,-694.075380991,True,False
156,l*p,-1793.68857394,False,False
156,p*r,-597.037711803,False,False
156,l+r+p,-1139.2403369,True,False
156,l+r*p,-590.885687572,False,False
156,l*r+p,-694.077298798,True,False
156,l*p+r,-486.522447267,True,False
156,l*r*p,-2352.01686963,False,False
157,l,-1105.06325118,False,False
157,p,-1104.91003429,False,False
157,r,242.488048284,False,False
157,l+r,234.911872721,False,False
157,l+p,-1105.06325276,False,False
157,p+r,-131.872237116,True,False
157,l*r,39.1523736154,False,False
157,l*p,-1104.91002577,False,False
157,p*r,343.524713665,False,False
157,l+r+p,-131.949212559,True,False
157,l+r*p,350.391995939,False,False
157,l*r+p,-646.864336316,False,False
157,l*p+r,-894.771099682,False,False
157,l*r*p,-218.542393045,True,False
158,l,-1195.03405671,False,False
158,p,-951.823520609,False,False
158,r,76.606946299,False,False
158,l+r,76.1569417285,False,False
158,l+p,-1010.67052349,False,False
158,p+r,77.351509331,False,False
158,l*r,-4.38703769703,False,False
158,l*p,-1194.79609488,False,False
158,p*r,128.376936263,False,False
158,l+r+p,76.1569450879,False,False
158,l+r*p,151.940206706,False,False
158,l*r+p,-959.052271303,False,False
158,l*p+r,76.2142936459,False,False
158,l*r*p,-4.38703854796,False,False
159,l,-2382.75926222,False,False
159,p,-2360.6221067,False,False
159,r,-854.808436052,False,False
159,l+r,-846.770974833,False,False
159,l+p,-2069.23501283,False,False
159,p+r,-968.981167856,False,False
159,l*r,-1087.26467491,False,False
159,l*p,-2334.96941698,False,False
159,p*r,-1384.17211792,False,False
159,l+r+p,-827.67280496,True,False
159,l+r*p,-964.694740874,False,False
159,l*r+p,-1079.21131146,False,False
159,l*p+r,-6876.5594346,True,False
159,l*r*p,-1031.39696745,False,False
160,l,-1083.35258431,False,False
160,p,-1068.34675781,False,False
160,r,153.085498215,False,False
160,l+r,153.110013162,False,False
160,l+p,-1080.35541347,False,False
160,p+r,153.124809801,False,False
160,l*r,-61.4562516802,False,False
160,l*p,-1083.33376629,False,False
160,p*r,230.883440764,False,False
160,l+r+p,153.110007411,False,False
160,l+r*p,230.8608447,False,False
160,l*r+p,-1079.01951241,False,False
160,l*p+r,-936.19026533,False,False
160,l*r*p,10.6414275758,False,False
161,l,-928.787640503,False,False
161,p,-963.415820228,False,False
161,r,1215.08899755,False,False
161,l+r,94.6502525809,True,False
161,l+p,38.591859216,False,False
161,p+r,1215.0890152,False,False
161,l*r,-963.415451285,False,False
161,l*p,-6097.49125257,True,True
161,p*r,98.0510655198,True,False
161,l+r+p,-109.543298562,False,False
161,l+r*p,-3349.91554003,True,True
161,l*r+p,81.0434860405,True,False
161,l*p+r,94.650166366,True,False
161,l*r*p,-963.415070829,False,False
162,l,-1682.66373101,False,False
162,p,-1682.91295509,False,False
162,r,9.63475982901,False,False
162,l+r,4.927179928,False,False
162,l+p,-1618.14927612,False,False
162,p+r,10.3099826589,False,False
162,l*r,-421.307519232,True,False
162,l*p,-1671.25099589,False,False
162,p*r,-421.250291296,False,False
162,l+r+p,9.69018569331,False,False
162,l+r*p,-421.821311729,False,False
162,l*r+p,-1473.47322281,True,False
162,l*p+r,-1297.01442421,False,False
162,l*r*p,-415.665858751,True,False
163,l,-909.825945616,False,False
163,p,-908.937032681,False,False
163,r,452.543251709,False,False
163,l+r,-33.9448082093,True,False
163,l+p,-909.825923989,False,False
163,p+r,-910.042888627,False,False
163,l*r,-105.450199487,True,False
163,l*p,-693.681960419,False,False
163,p*r,516.775320199,False,False
163,l+r+p,441.913421669,False,False
163,l+r*p,-23.788418172,True,False
163,l*r+p,-467.390014212,False,False
163,l*p+r,145.807693185,False,False
163,l*r*p,-908.937028601,False,False
164,l,-752.048374244,False,False
164,p,-760.292568592,False,False
164,r,816.994487928,False,False
164,l+r,817.109081907,False,False
164,l+p,-716.596823307,False,False
164,p+r,-567.999076719,False,False
164,l*r,-760.292554563,False,False
164,l*p,-626.64842136,False,False
164,p*r,890.367886181,False,False
164,l+r+p,809.902468659,False,False
164,l+r*p,47.6850993705,True,False
164,l*r+p,-29.1197007513,True,False
164,l*p+r,-632.588472779,False,False
164,l*r*p,-760.292554863,False,False
165,l,-1980.93474124,False,False
165,p,-2011.43595508,False,False
165,r,-1168.14078324,False,False
165,l+r,-1163.17583163,False,False
165,l+p,-1703.80407821,True,False
165,p+r,-1168.14078396,False,False
165,l*r,-1294.9279182,False,False
165,l*p,-2011.43558531,False,False
165,p*r,-1236.01343504,True,False
165,l+r+p,-1465.04094601,False,False
165,l+r*p,-1205.31921619,True,False
165,l*r+p,-1286.33252813,False,False
165,l*p+r,-1168.14078327,False,False
165,l*r*p,-2451.96283581,False,False
166,l,-1040.13325109,False,False
166,p,-1074.08885912,False,False
166,r,1201.38830537,False,False
166,l+r,95.7597386126,True,False
166,l+p,96.0832067623,True,False
166,p+r,1172.80742881,False,False
166,l*r,-1074.08880128,False,False
166,l*p,-1075.82330253,False,False
166,p*r,1196.19975,False,False
166,l+r+p,-543.109156347,False,False
166,l+r*p,90.1802655301,True,False
166,l*r+p,-1042.6429082,False,False
166,l*p+r,1201.39046979,False,False
166,l*r*p,-1074.08884603,False,False
167,l,-589.882027974,False,False
167,p,-624.681094583,False,False
167,r,1551.19001179,False,False
167,l+r,1552.04090107,False,False
167,l+p,1556.06176262,False,False
167,p+r,1551.19001243,False,False
167,l*r,-624.681062556,False,False
167,l*p,-589.891048411,True,False
167,p*r,1551.18996369,False,False
167,l+r+p,1479.97011069,False,False
167,l+r*p,1530.99713972,False,False
167,l*r+p,1500.58265783,False,False
167,l*p+r,-632.02605667,True,True
167,l*r*p,-624.681066285,False,False
168,l,-1598.9892309,False,False
168,p,-1632.63733115,False,False
168,r,344.557664023,False,False
168,l+r,289.378151596,False,False
168,l+p,-1185.08617394,False,False
168,p+r,344.557525756,False,False
168,l*r,-254.850237512,True,False
168,l*p,-1599.04421316,False,False
168,p*r,-121.188086126,False,False
168,l+r+p,401.213998501,False,False
168,l+r*p,-593.914084163,False,False
168,l*r+p,-51.6435242822,True,False
168,l*p+r,-823.148094393,True,False
168,l*r*p,-269.335605695,True,False
169,l,-903.481811442,False,False
169,p,-903.458440461,False,False
169,r,395.771254953,False,False
169,l+r,-13.1244602257,True,False
169,l+p,-902.614876246,False,False
169,p+r,-903.692854684,False,False
169,l*r,349.431578283,False,False
169,l*p,32.2111836587,False,False
169,p*r,-6.02400628508,True,False
169,l+r+p,387.319860409,False,False
169,l+r*p,-2.63608718741,True,False
169,l*r+p,361.278746832,False,False
169,l*p+r,-842.244158163,False,False
169,l*r*p,-2033.70092992,True,True
170,l,-744.252288414,False,False
170,p,-749.798509923,False,False
170,r,1046.258393,False,False
170,l+r,102.852037943,True,False
170,l+p,-721.191798709,False,False
170,p+r,977.954119616,False,False
170,l*r,-749.798494168,False,False
170,l*p,-203.468364399,False,False
170,p*r,1089.34267033,False,False
170,l+r+p,101.075813062,True,False
170,l+r*p,102.867703957,True,False
170,l*r+p,-743.437291392,False,False
170,l*p+r,102.876233233,True,False
170,l*r*p,-749.798497784,False,False
171,l,-1927.26254197,False,False
171,p,-1927.2619261,False,False
171,r,-371.904610569,False,False
171,l+r,-406.517513916,True,False
171,l+p,-1927.26269448,False,False
171,p+r,-406.518040378,True,False
171,l*r,-568.004623281,True,False
171,l*p,-1500.60794736,True,False
171,p*r,-720.740751243,False,False
171,l+r+p,-371.905018678,False,False
171,l+r*p,-695.275767592,False,False
171,l*r+p,-568.004362697,True,False
171,l*p+r,-1500.70186958,False,False
171,l*r*p,-492.569701411,False,False
172,l,-737.689044673,False,False
172,p,-756.403619767,True,False
172,r,1147.47082601,False,False
172,l+r,1148.95278516,False,False
172,l+p,-639.622998493,False,False
172,p+r,87.3193352496,True,False
172,l*r,-756.403611541,False,False
172,l*p,-349.796319495,False,False
172,p*r,-1245.65221391,True,True
172,l+r+p,1095.79878855,False,False
172,l+r*p,1205.77702861,False,False
172,l*r+p,-756.403624249,False,False
172,l*p+r,-12.8317366088,True,False
172,l*r*p,-756.403615344,False,False
173,l,-370.483901502,False,False
173,p,-239.76030897,False,False
173,r,1193.01374583,False,False
173,l+r,1195.47569786,False,False
173,l+p,-186.666516293,False,False
173,p+r,-307.951548233,False,False
173,l*r,-377.13036545,False,False
173,l*p,-266.036750755,False,False
173,p*r,-377.130030698,False,False
173,l+r+p,-226.229163146,False,False
173,l+r*p,1226.20948397,False,False
173,l*r+p,-239.783556144,False,False
173,l*p+r,-230.695106323,True,False
173,l*r*p,-377.130442609,False,False
174,l,-1555.06886448,False,False
174,p,-1555.06369411,False,False
174,r,-421.97336846,False,False
174,l+r,-421.975055354,False,False
174,l+p,-1555.0688619,False,False
174,p+r,-421.973368463,False,False
174,l*r,-537.00978148,True,False
174,l*p,-1529.29678939,False,False
174,p*r,-341.968748688,False,False
174,l+r+p,-422.111919517,False,False
174,l+r*p,-421.031151329,False,False
174,l*r+p,-1026.40827309,False,False
174,l*p+r,-1300.45816282,True,False
174,l*r*p,-537.009768284,False,False
175,l,-1092.8779996,False,False
175,p,-829.407677336,False,False
175,r,278.829935964,False,False
175,l+r,278.707476597,False,False
175,l+p,-1092.87800338,False,False
175,p+r,278.829961045,False,False
175,l*r,89.1559614428,False,False
175,l*p,-934.187265464,False,False
175,p*r,391.576291627,False,False
175,l+r+p,-450.338353023,True,False
175,l+r*p,-65.2593403107,True,False
175,l*r+p,-665.285949825,False,False
175,l*p+r,278.829309744,False,False
175,l*r*p,139.180406536,False,False
176,l,-1162.42798278,False,False
176,p,-1162.15560423,False,False
176,r,58.6275282967,False,False
176,l+r,58.5230693885,False,False
176,l+p,-1162.42797759,False,False
176,p+r,66.0966942428,False,False
176,l*r,-235.885406858,True,False
176,l*p,-1175.66762176,False,False
176,p*r,150.561411891,False,False
176,l+r+p,58.5230704507,False,False
176,l+r*p,-130.850025729,True,False
176,l*r+p,-1123.5658079,False,False
176,l*p+r,-1155.36896009,True,False
176,l*r*p,-211.114455016,True,False
177,l,-2227.83469445,False,False
177,p,-2256.92822254,False,False
177,r,-197.437853353,False,False
177,l+r,-398.665573877,True,False
177,l+p,-183.510016591,False,False
177,p+r,-196.548685775,False,False
177,l*r,-7026.44178234,True,True
177,l*p,-2224.8754742,False,False
177,p*r,-1048.20270288,False,False
177,l+r+p,-188.193837826,False,False
177,l+r*p,-1075.54784026,False,False
177,l*r+p,-710.685838249,False,False
177,l*p+r,-1809.07830037,False,False
177,l*r*p,-7026.44178234,True,True
178,l,-1055.49770909,False,False
178,p,-974.22065351,False,False
178,r,164.28772368,False,False
178,l+r,-141.030380019,True,False
178,l+p,-1054.40749872,False,False
178,p+r,164.287712113,False,False
178,l*r,-252.873817465,True,False
178,l*p,-1055.4941199,False,False
178,p*r,-171.814350394,False,False
178,l+r+p,-141.030381764,True,False
178,l+r*p,219.88476133,False,False
178,l*r+p,-1055.73395325,False,False
178,l*p+r,164.288545272,False,False
178,l*r*p,-1055.73394654,False,False
179,l,-632.035252201,False,False
179,p,567.625967853,False,False
179,r,571.223376063,False,False
179,l+r,580.440005315,False,False
179,l+p,-239.524909688,True,False
179,p+r,528.041394615,False,False
179,l*r,-662.32424665,False,False
179,l*p,-632.035256252,False,False
179,p*r,695.351910321,False,False
179,l+r+p,-246.719423894,False,False
179,l+r*p,699.997577174,False,False
179,l*r+p,-662.324268582,False,False
179,l*p+r,-553.832258132,False,False
179,l*r*p,-662.324246968,False,False
180,l,-1358.90294738,False,False
180,p,-1373.9420213,False,False
180,r,385.816660049,False,False
180,l+r,-34.5826526512,True,False
180,l+p,-1284.25032454,False,False
180,p+r,385.816662734,False,False
180,l*r,-1373.94202047,False,False
180,l*p,-1219.5525385,True,False
180,p*r,429.16288785,False,False
180,l+r+p,-1301.73131409,False,False
180,l+r*p,438.456547179,False,False
180,l*r+p,-225.701131206,True,False
180,l*p+r,-1219.55813969,False,False
180,l*r*p,-1373.9420213,False,False
181,l,-1182.09382172,False,False
181,p,-1181.840904,False,False
181,r,-55.421098585,False,False
181,l+r,-55.5239006382,False,False
181,l+p,-1182.09381598,False,False
181,p+r,-191.13260209,False,False
181,l*r,-327.103184105,True,False
181,l*p,-1181.8409018,False,False
181,p*r,-114.080214044,False,False
181,l+r+p,-247.835443802,True,False
181,l+r*p,38.0752687885,False,False
181,l*r+p,-907.203785914,False,False
181,l*p+r,-1091.56371896,False,False
181,l*r*p,-284.350928391,True,False
182,l,-1328.67896017,False,False
182,p,-1328.72032502,False,False
182,r,-107.96392198,False,False
182,l+r,-107.996340531,False,False
182,l+p,-1328.71906994,False,False
182,p+r,-639.91590281,False,False
182,l*r,-269.685054046,False,False
182,l*p,-1163.2613684,False,False
182,p*r,-20.6600710646,False,False
182,l+r+p,-1333.65872391,False,False
182,l+r*p,-20.6730917977,False,False
182,l*r+p,-962.48733091,False,False
182,l*p+r,-260.223104103,True,False
182,l*r*p,-192.23650184,False,False
183,l,-2323.54323285,False,False
183,p,-2351.07747208,False,False
183,r,-1239.98929399,False,False
183,l+r,-1239.98904984,False,False
183,l+p,-1952.49259067,True,False
183,p+r,-1239.98929447,False,False
183,l*r,-1391.32082649,False,False
183,l*p,-118498701.724,True,True
183,p*r,-1313.0236757,False,False
183,l+r+p,-4864172.89367,True,True
183,l+r*p,-1313.78306014,False,False
183,l*r+p,-1384.633575,True,False
183,l*p+r,-1233.19473572,True,False
183,l*r*p,-1342.3089577,False,False
184,l,-967.843287473,False,False
184,p,-1000.760019,False,False
184,r,500.987334899,False,False
184,l+r,-26.4682492063,True,False
184,l+p,-578.670530407,False,False
184,p+r,500.987367929,False,False
184,l*r,-1000.76000915,False,False
184,l*p,-967.294729737,False,False
184,p*r,648.499474324,False,False
184,l+r+p,2.66547734947,True,False
184,l+r*p,-28.054563909,True,False
184,l*r+p,-453.803514805,False,False
184,l*p+r,-113.933609193,True,False
184,l*r*p,-1000.76000909,False,False
185,l,-673.794396434,False,False
185,p,-687.025103215,False,False
185,r,520.629224126,False,False
185,l+r,524.117245964,False,False
185,l+p,-604.517274141,False,False
185,p+r,89.9246642643,False,False
185,l*r,-687.025092809,False,False
185,l*p,-84.4551757043,True,False
185,p*r,587.195280772,False,False
185,l+r+p,519.374194887,False,False
185,l+r*p,41.8502956205,True,False
185,l*r+p,-687.025112251,False,False
185,l*p+r,78.256389061,False,False
185,l*r*p,-687.025084428,False,False
186,l,-1932.83701998,False,False
186,p,-1932.94367249,False,False
186,r,-47.9252537506,False,False
186,l+r,-47.9188198339,False,False
186,l+p,-1374.44492536,False,False
186,p+r,-1462.99452433,False,False
186,l*r,-484.550764314,True,False
186,l*p,-1898.82112507,False,False
186,p*r,-467.710008146,False,False
186,l+r+p,81.8248986227,False,False
186,l+r*p,-419.871420554,False,False
186,l*r+p,-475.56092818,True,False
186,l*p+r,-283.06178648,True,False
186,l*r*p,-884.11719433,False,False
187,l,-975.94088459,False,False
187,p,-975.260349946,False,False
187,r,387.270956857,False,False
187,l+r,379.119644523,False,False
187,l+p,-975.940886974,False,False
187,p+r,387.270956196,False,False
187,l*r,-114.895962922,True,False
187,l*p,-820.802067516,False,False
187,p*r,347.270178206,False,False
187,l+r+p,386.989182683,False,False
187,l+r*p,-29.2162987713,True,False
187,l*r+p,-975.260356598,False,False
187,l*p+r,40.8259837161,False,False
187,l*r*p,-975.260344859,True,False
188,l,-960.783846553,False,False
188,p,-962.0816334,False,False
188,r,347.958508359,False,False
188,l+r,-62.292428386,True,False
188,l+p,-818.852557471,False,False
188,p+r,-968.088416857,False,False
188,l*r,-962.081625076,True,False
188,l*p,-819.597875725,False,False
188,p*r,424.317161236,False,False
188,l+r+p,-960.17183686,False,False
188,l+r*p,-61.1687200353,True,False
188,l*r+p,-962.081628897,False,False
188,l*p+r,-902.74559351,False,False
188,l*r*p,-962.08163243,False,False
189,l,-2186.83282127,False,False
189,p,-2186.85437582,False,False
189,r,154.147120558,False,False
189,l+r,156.439920677,False,False
189,l+p,-614249.747145,True,True
189,p+r,154.147121329,False,False
189,l*r,-5061.92979284,True,True
189,l*p,-36295290.3303,True,True
189,p*r,-944.47517675,False,False
189,l+r+p,-1363.51656357,False,False
189,l+r*p,-684.019441239,False,False
189,l*r+p,-5042.71365353,True,True
189,l*p+r,-1708.6422517,False,False
189,l*r*p,-5061.92979284,True,True
190,l,-1072.20157391,False,False
190,p,-1091.82084619,False,False
190,r,920.169474853,False,False
190,l+r,1002.17726274,False,False
190,l+p,-964.314949651,False,False
190,p+r,1001.6236094,False,False
190,l*r,-1091.82133404,False,False
190,l*p,-115.288892964,True,False
190,p*r,1022.56120534,False,False
190,l+r+p,995.644915837,False,False
190,l+r*p,85.5240197828,True,False
190,l*r+p,-150.614155419,False,False
190,l*p+r,-8692.92492941,True,True
190,l*r*p,-2036.48334414,True,True
191,l,-567.243370978,False,False
191,p,-601.534939185,False,False
191,r,1522.03237036,False,False
191,l+r,1524.10629826,False,False
191,l+p,133.505148087,True,False
191,p+r,1522.03232215,False,False
191,l*r,-601.534878777,False,False
191,l*p,-19.7377563533,True,False
191,p*r,124.692255834,True,False
191,l+r+p,36.7439341903,True,False
191,l+r*p,137.42368338,True,False
191,l*r+p,1448.58224094,False,False
191,l*p+r,45.7112807776,True,False
191,l*r*p,-601.534886797,False,False
192,l,-1789.06118466,False,False
192,p,-1820.80979252,False,False
192,r,223.356555696,False,False
192,l+r,272.473961494,False,False
192,l+p,-1465.5591342,False,False
192,p+r,270.768158916,False,False
192,l*r,-325.826746894,True,False
192,l*p,-1820.80509444,False,False
192,p*r,386.85116338,False,False
192,l+r+p,317.143858361,False,False
192,l+r*p,368.743911436,False,False
192,l*r+p,-156.466565577,True,False
192,l*p+r,-1391742.84062,True,True
192,l*r*p,-321.078960385,True,False
193,l,-469.224879256,False,False
193,p,726.940590361,False,False
193,r,739.738240461,False,False
193,l+r,741.778285671,False,False
193,l+p,-278.849271347,False,False
193,p+r,-476.69949597,False,False
193,l*r,-479.191883327,False,False
193,l*p,-390.966761246,False,False
193,p*r,577.238313654,False,False
193,l+r+p,-267.749066425,True,False
193,l+r*p,44.1066998626,True,False
193,l*r+p,-447.847551856,False,False
193,l*p+r,-390.901323747,False,False
193,l*r*p,-479.191870856,False,False
194,l,-947.52402708,False,False
194,p,-946.753187398,False,False
194,r,319.867002997,False,False
194,l+r,319.533799157,False,False
194,l+p,-947.524024429,False,False
194,p+r,-846.79641533,False,False
194,l*r,-92.3731154601,True,False
194,l*p,-494.705335945,False,False
194,p*r,246.86790795,False,False
194,l+r+p,-50.6313078629,True,False
194,l+r*p,410.604199602,False,False
194,l*r+p,-804.85535811,False,False
194,l*p+r,-860.561845161,False,False
194,l*r*p,-80.1398191516,True,False
195,l,-1909.62706419,False,False
195,p,-1909.63325453,False,False
195,r,-1166.21845431,False,False
195,l+r,-1166.21838043,False,False
195,l+p,-1909.62707016,False,False
195,p+r,-1166.21845428,False,False
195,l*r,-1225.31499009,False,False
195,l*p,-1909.63322253,False,False
195,p*r,-1156.0546216,False,False
195,l+r+p,-1482.04360182,False,False
195,l+r*p,-1167.96294823,False,False
195,l*r+p,-1216.04303081,False,False
195,l*p+r,-1166.21845427,False,False
195,l*r*p,-1225.3149891,True,False
196,l,-738.506973458,False,False
196,p,-746.015373811,False,False
196,r,419.531829391,False,False
196,l+r,420.848426123,False,False
196,l+p,-706.545528735,False,False
196,p+r,-26.5656361492,False,False
196,l*r,-746.015361433,False,False
196,l*p,-662.307427542,False,False
196,p*r,486.281000696,False,False
196,l+r+p,420.491883992,False,False
196,l+r*p,-39.7601860464,True,False
196,l*r+p,-746.015371715,False,False
196,l*p+r,-518.077447222,False,False
196,l*r*p,-746.015360936,False,False
197,l,-490.451651743,False,False
197,p,-518.312550798,False,False
197,r,1463.30791776,False,False
197,l+r,1466.41634894,False,False
197,l+p,1042.69007703,False,False
197,p+r,1395.96980711,False,False
197,l*r,-518.312444046,False,False
197,l*p,63.6822021837,True,False
197,p*r,1486.05563718,False,False
197,l+r+p,1392.92674515,False,False
197,l+r*p,1466.41634907,False,False
197,l*r+p,-502.846061724,False,False
197,l*p+r,-386.74366132,False,False
197,l*r*p,-518.312490721,False,False
198,l,-1330.37220804,False,False
198,p,-1333.2173594,False,False
198,r,-120.114093257,False,False
198,l+r,-119.965515622,False,False
198,l+p,-1315.27306876,True,False
198,p+r,-970.112157185,False,False
198,l*r,-356.715589006,True,False
198,l*p,-1330.37609798,True,False
198,p*r,-120.114094625,False,False
198,l+r+p,-978.306118192,False,False
198,l+r*p,-10.3425408004,False,False
198,l*r+p,-1271.11812429,False,False
198,l*p+r,-1200.5803377,True,False
198,l*r*p,-332.007443953,True,False
199,l,-808.674106603,False,False
199,p,-807.46385644,False,False
199,r,496.587871557,False,False
199,l+r,-34.4780238713,True,False
199,l+p,-488.072754518,False,False
199,p+r,-800.147925556,False,False
