cid,kernel,lml,white_added,second_exception
31,l*p,-913.189628798,False,False
31,p*r,383.957818292,False,False
31,l+r+p,319.653733524,False,False
31,l+r*p,395.764927659,False,False
31,l*r+p,-675.165627783,False,False
31,l*p+r,-890.377457222,False,False
31,l*r*p,-983.186445981,False,False
32,l,-1143.38919307,False,False
32,p,-1145.60322399,False,False
32,r,198.82997656,False,False
32,l+r,192.469446158,False,False
32,l+p,-1131.7777473,False,False
32,p+r,203.706956894,False,False
32,l*r,-1146.17310735,True,False
32,l*p,-1047.66344682,False,False
32,p*r,288.994468315,False,False
32,l+r+p,-116.626415648,True,False
32,l+r*p,288.957242234,False,False
32,l*r+p,-854.894614554,False,False
32,l*p+r,-1047.66003945,False,False
32,l*r*p,-212.330984578,True,False
33,l,-1819.85576452,False,False
33,p,-1819.91945467,False,False
33,r,37.9634513449,False,False
33,l+r,37.9642244543,False,False
33,l+p,-1819.8558017,False,False
33,p+r,37.9634472078,False,False
33,l*r,-42.9196690242,False,False
33,l*p,-1115.08974088,True,False
33,p*r,108.288718239,False,False
33,l+r+p,-1663.47273578,False,False
33,l+r*p,-448.8605997,False,False
33,l*r+p,-185.163875791,True,False
33,l*p+r,-183.251045034,True,False
33,l*r*p,-39.0490814626,False,False
34,l,-962.014328873,False,False
34,p,-962.718082101,False,False
34,r,309.055063722,False,False
34,l+r,-74.6916050337,True,False
34,l+p,-962.014335206,False,False
34,p+r,-960.524272466,False,False
34,l*r,-961.608855584,False,False
34,l*p,-913.293377337,False,False
34,p*r,404.010906566,False,False
34,l+r+p,308.81877539,False,False
34,l+r*p,-66.6537963175,True,False
34,l*r+p,-677.200499725,False,False
34,l*p+r,-870.023189479,False,False
34,l*r*p,-961.608863158,False,False
35,l,-282.58203487,False,False
35,p,471.160325448,False,False
35,r,1146.71779252,False,False
35,l+r,1151.13446702,False,False
35,l+p,465.906427262,False,False
35,p+r,471.168487124,False,False
35,l*r,-315.288555787,False,False
35,l*p,94.8839358462,True,False
35,p*r,1196.02686789,False,False
35,l+r+p,472.708623443,False,False
35,l+r*p,1202.20019158,False,False
35,l*r+p,471.087794071,False,False
35,l*p+r,270.179117791,False,False
35,l*r*p,-315.288584184,False,False
36,l,-1629.48166131,False,False
36,p,-1662.81034697,False,False
36,r,467.496496399,False,False
36,l+r,465.138018395,False,False
36,l+p,-1206.94446544,True,False
36,p+r,-999999999,False,False
36,l*r,-213.50694622,True,False
36,l*p,-1390.55625446,False,False
36,p*r,-635.136861863,False,False
36,l+r+p,506.714213609,False,False
36,l+r*p,533.244761973,False,False
36,l*r+p,-909.139580419,True,False
36,l*p+r,0.0903953918567,True,False
36,l*r*p,-2083.30511637,True,True
37,l,-856.871674874,False,False
37,p,-890.408953747,False,False
37,r,1389.50922945,False,False
37,l+r,126.901311506,True,False
37,l+p,125.7211269,True,False
37,p+r,1390.4690557,False,False
37,l*r,-890.408937308,True,False
37,l*p,9.53486947791,True,False
37,p*r,1368.63939716,False,False
37,l+r+p,1055.85209492,False,False
37,l+r*p,1354.88478416,False,False
37,l*r+p,121.214919074,True,False
37,l*p+r,-588.377363473,False,False
37,l*r*p,-890.408938475,True,False
38,l,-997.261508077,False,False
38,p,-1027.4994872,False,False
38,r,1137.81628239,False,False
38,l+r,114.36692873,True,False
38,l+p,-728.20230696,False,False
38,p+r,1138.00951583,False,False
38,l*r,-1027.49921722,False,False
38,l*p,-997.261747078,False,False
38,p*r,115.570741729,True,False
38,l+r+p,115.854912493,True,False
38,l+r*p,105.855987046,True,False
38,l*r+p,-31.453457069,True,False
38,l*p+r,894.399411647,False,False
38,l*r*p,-1027.4992172,False,False
39,l,-1978.94760945,False,False
39,p,-2010.89614146,False,False
39,r,123.830692963,False,False
39,l+r,123.830826868,False,False
39,l+p,-1589.56848155,False,False
39,p+r,120.614361428,False,False
39,l*r,-3512.40516122,True,True
39,l*p,-1978.94765342,False,False
39,p*r,-576.533385976,False,False
39,l+r+p,-1591.57504112,False,False
39,l+r*p,-595.310998369,False,False
39,l*r+p,-3503.32520324,True,True
39,l*p+r,-1493.27605163,False,False
39,l*r*p,-2503.74302504,False,False
40,l,-444.19638818,False,False
40,p,1464.16064148,False,False
40,r,1457.86427805,False,False
40,l+r,1460.88684069,False,False
40,l+p,1431.3124342,False,False
40,p+r,-397.944667292,False,False
40,l*r,-470.293963621,False,False
40,l*p,77.0205196526,True,False
40,p*r,1479.11171664,False,False
40,l+r+p,129.471638375,True,False
40,l+r*p,108.842385355,True,False
40,l*r+p,1419.4114783,False,False
40,l*p+r,77.0181849956,True,False
40,l*r*p,-470.294045872,False,False
41,l,-566.835161601,False,False
41,p,-592.110168472,False,False
41,r,1471.66599618,False,False
41,l+r,1479.02738133,False,False
41,l+p,1466.65135581,False,False
41,p+r,135.534898445,True,False
41,l*r,-592.110081438,False,False
41,l*p,17.6078120152,True,False
41,p*r,1494.40540989,False,False
41,l+r+p,1063.11169197,False,False
41,l+r*p,1486.36593344,False,False
41,l*r+p,1437.39156891,False,False
41,l*p+r,492.221867041,False,False
41,l*r*p,-592.110102767,False,False
42,l,-1679.07786071,False,False
42,p,-1713.2019559,False,False
42,r,569.67509294,False,False
42,l+r,573.403243145,False,False
42,l+p,-1152.74053057,False,False
42,p+r,569.675093288,False,False
42,l*r,-1217.13378477,False,False
42,l*p,-1679.07082986,False,False
42,p*r,605.677842688,False,False
42,l+r+p,87.0263521203,True,False
42,l+r*p,549.755185479,False,False
42,l*r+p,-541.300786327,False,False
42,l*p+r,-1059.51669356,True,False
42,l*r*p,-2098.34423381,True,True
43,l,-870.612647699,False,False
43,p,-869.667020215,False,False
43,r,509.826133561,False,False
43,l+r,9.10518739031,True,False
43,l+p,-870.612663017,False,False
43,p+r,-570.886205261,False,False
43,l*r,-869.667017748,False,False
43,l*p,-869.66701995,False,False
43,p*r,589.672330851,False,False
43,l+r+p,9.10518233526,True,False
43,l+r*p,589.568665353,False,False
43,l*r+p,-869.667025009,False,False
43,l*p+r,509.826045869,False,False
43,l*r*p,-869.667013712,False,False
44,l,-976.867155998,False,False
44,p,-976.16475731,False,False
44,r,162.201708937,False,False
44,l+r,144.946534146,False,False
44,l+p,-976.867162725,False,False
44,p+r,-108.638479871,True,False
44,l*r,26.0453497427,False,False
44,l*p,-917.717974787,False,False
44,p*r,252.302473526,False,False
44,l+r+p,-915.018734953,True,False
44,l+r*p,252.157095002,False,False
44,l*r+p,-885.948519487,False,False
44,l*p+r,-108.638419325,True,False
44,l*r*p,-976.164761373,False,False
45,l,-2268.69369792,False,False
45,p,-2274.57611024,False,False
45,r,-117.490948408,False,False
45,l+r,-244.7779489,True,False
45,l+p,-1584.21769989,False,False
45,p+r,-117.49086693,False,False
45,l*r,-7368.32132396,True,True
45,l*p,-2274.56401579,False,False
45,p*r,-193.157856395,True,False
45,l+r+p,-1773.6985095,False,False
45,l+r*p,-183.769997645,True,False
45,l*r+p,-537.921531429,True,False
45,l*p+r,-999999999,False,False
45,l*r*p,-7368.32132396,True,True
46,l,-682.737077067,False,False
46,p,-708.91924037,False,False
46,r,706.41390932,False,False
46,l+r,710.589366818,False,False
46,l+p,-337.776109951,False,False
46,p+r,652.760702332,False,False
46,l*r,-708.919194709,False,False
46,l*p,-241.092301371,False,False
46,p*r,621.095614892,False,False
46,l+r+p,-99.9417193207,False,False
46,l+r*p,796.75688429,False,False
46,l*r+p,-708.919211091,False,False
46,l*p+r,710.693206411,False,False
46,l*r*p,-708.919194237,False,False
47,l,-288.026868514,False,False
47,p,1521.90993325,False,False
47,r,1520.95548349,False,False
47,l+r,1521.9651689,False,False
47,l+p,971.820028077,False,False
47,p+r,1451.67863682,False,False
47,l*r,-318.250684805,False,False
47,l*p,83.2429504773,True,False
47,p*r,1533.54006979,False,False
47,l+r+p,1226.09401207,False,False
47,l+r*p,1532.19777544,False,False
47,l*r+p,1474.76453552,False,False
47,l*p+r,79.5861932485,True,False
47,l*r*p,-318.250784522,False,False
48,l,-1275.98696046,False,False
48,p,768.954574652,False,False
48,r,861.812604102,False,False
48,l+r,861.873283008,False,False
48,l+p,-1018.84584696,False,False
48,p+r,-1305.87003375,False,False
48,l*r,-93.242091234,True,False
48,l*p,-964.827069244,False,False
48,p*r,853.459170123,False,False
48,l+r+p,870.45073315,False,False
48,l+r*p,911.234570272,False,False
48,l*r+p,-1177.00523084,False,False
48,l*p+r,858.981923152,False,False
48,l*r*p,-2036.65497182,True,True
49,l,-818.606922944,False,False
49,p,-817.850198204,False,False
49,r,379.599468526,False,False
49,l+r,-44.3767457942,True,False
49,l+p,-818.471808947,False,False
49,p+r,379.599304383,False,False
49,l*r,-817.850192317,False,False
49,l*p,-717.730406206,False,False
49,p*r,474.62675281,False,False
49,l+r+p,379.105367928,False,False
49,l+r*p,-35.070977354,True,False
49,l*r+p,-817.850198117,False,False
49,l*p+r,15.7529805944,False,False
49,l*r*p,-817.850259355,False,False
50,l,-1163.3370295,False,False
50,p,-1163.04255035,False,False
50,r,206.990646315,False,False
50,l+r,206.906197781,False,False
50,l+p,-1159.15054891,False,False
50,p+r,207.550523991,False,False
50,l*r,81.7941740278,False,False
50,l*p,-946.692976991,False,False
50,p*r,276.37806306,False,False
50,l+r+p,206.906197229,False,False
50,l+r*p,276.352869616,False,False
50,l*r+p,-872.808498003,False,False
50,l*p+r,-962.975979716,False,False
50,l*r*p,-177.196159181,True,False
51,l,-2445.88467455,False,False
51,p,-62379.3932125,True,False
51,r,-354.625062392,False,False
51,l+r,-217.804236514,False,False
51,l+p,-3867.15656331,False,False
51,p+r,-222.311546951,False,False
51,l*r,-12846.2339205,True,True
51,l*p,-2781.89578783,False,False
51,p*r,-972.554158032,False,False
51,l+r+p,-210.023771615,True,False
51,l+r*p,-924.787953388,False,False
51,l*r+p,-666.362426172,True,False
51,l*p+r,-3698.01264723,False,False
51,l*r*p,-774.262690231,False,False
52,l,-577.107737539,False,False
52,p,-611.944527495,False,False
52,r,1456.68261467,False,False
52,l+r,147.497712322,True,False
52,l+p,1445.21463769,False,False
52,p+r,1443.06633123,False,False
52,l*r,-611.944492609,False,False
52,l*p,-577.107753787,True,False
52,p*r,-674.183543693,True,True
52,l+r+p,1421.20990265,False,False
52,l+r*p,147.494432449,True,False
52,l*r+p,1417.58866703,False,False
52,l*p+r,-608.911821095,True,True
52,l*r*p,-611.94449656,False,False
53,l,16.0807575115,False,False
53,p,1649.26893513,False,False
53,r,1649.40871459,False,False
53,l+r,1655.45784782,False,False
53,l+p,1650.1104277,False,False
53,p+r,5.23914139012,False,False
53,l*r,-17.3465653357,True,False
53,l*p,720.139428406,False,False
53,p*r,153.568056387,True,False
53,l+r+p,1553.79128983,False,False
53,l+r*p,154.43854326,True,False
53,l*r+p,1578.34320981,False,False
53,l*p+r,131.77254637,True,False
53,l*r*p,-17.3468852555,False,False
54,l,-1536.37334797,False,False
54,p,-1566.42943313,False,False
54,r,-272.484591206,False,False
54,l+r,-266.774115617,False,False
54,l+p,-1332.75829939,False,False
54,p+r,-272.484593668,False,False
54,l*r,-712.589282757,True,False
54,l*p,-1648.62220217,False,False
54,p*r,-86.5710044679,False,False
54,l+r+p,-341.74487164,True,False
54,l+r*p,-172.646799978,False,False
54,l*r+p,-1565.84357931,False,False
54,l*p+r,-1439.34319313,False,False
54,l*r*p,-2178.19032509,True,True
55,l,-849.748885143,False,False
55,p,-870.521332272,False,False
55,r,504.909669882,False,False
55,l+r,6.6732009881,True,False
55,l+p,-844.44987029,False,False
55,p+r,504.909668109,False,False
55,l*r,-63.2733088484,True,False
55,l*p,-710.791099725,False,False
55,p*r,382.052177329,False,False
55,l+r+p,6.67320032754,True,False
55,l+r*p,14.0581249037,True,False
55,l*r+p,-854.305217244,False,False
55,l*p+r,-749.63323571,False,False
55,l*r*p,-59.4087236702,True,False
56,l,-833.864180566,False,False
56,p,-834.90085445,False,False
56,r,491.2021157,False,False
56,l+r,-18.7188383508,True,False
56,l+p,-696.816296416,False,False
56,p+r,491.202115001,False,False
56,l*r,-45.3544479376,True,False
56,l*p,-342.882265916,True,False
56,p*r,534.743317187,False,False
56,l+r+p,491.519814661,False,False
56,l+r*p,-9.4993256311,True,False
56,l*r+p,-688.536385175,True,False
56,l*p+r,-800.255119832,False,False
56,l*r*p,-2033.66988078,True,True
57,l,-2114.85898879,False,False
57,p,-2114.88678543,False,False
57,r,-344.482057753,False,False
57,l+r,-321.1513763,False,False
57,l+p,-1791.61067243,False,False
57,p+r,-321.152487004,False,False
57,l*r,-643.536295078,True,False
57,l*p,-1969.41890818,False,False
57,p*r,-330.314643245,True,False
57,l+r+p,-274.63716182,False,False
57,l+r*p,-707.376276323,False,False
57,l*r+p,-476.64960218,True,False
57,l*p+r,-1628.88702353,False,False
57,l*r*p,-4687.56414693,True,True
58,l,-1084.65229061,False,False
58,p,-1111.74563622,False,False
58,r,483.874315806,False,False
58,l+r,486.14754734,False,False
58,l+p,-886.465533738,False,False
58,p+r,483.874294567,False,False
58,l*r,-1111.74563645,False,False
58,l*p,-1084.65230631,False,False
58,p*r,543.49373054,False,False
