,l,l*p,l*p+r,l*r,l*r*p,l*r+p,l+p,l+r,l+r*p,l+r+p,p,p*r,p+r,r
174,-1890.3397403404938,-1292.8302991823584,-1493.1322274046322,-2237.5355659783727,-589.6003927369106,-534.6736383440814,-1464.4629286570098,-456.23782899627133,-420.8690768073441,-11101.090614778346,-1450.666245973204,-480.2942589048238,-425.58810261768946,-476.88045588040416
175,-1112.1175796693683,-1011.1167195816438,-987.0454322866279,188.4739024806424,-91.69369353168803,-656.4168520570777,-1095.0097398059756,268.39475663992937,336.2170043082912,297.82879813756796,-1096.4760310636855,336.0631034428929,-900.1012275364162,256.6067928807902
176,-1361.791854448624,-340.61256766168367,-46.75233508006781,-230.53572441630604,-2047.3033706265567,-713.5526836957447,-1166.7811891572373,-7.72721008048444,122.51357850451618,-181.46434468040587,-682.7932692134308,89.93155390537959,61.02802589334675,-46.752339645408455
177,-2252.83938316332,-2252.839969744956,-2690.2444673934338,-12840.629950544251,-764.0965982742132,-12769.371188815627,-194.5414025095913,-382.9534576662512,-1056.3574285459351,-187.28890878534207,-274.1538248137346,-1295.0333246679154,-197.00273825923446,-195.6757040711621
178,-1211.4780461719533,-19536.56068402783,122.90242848659898,-308.36735468156536,-267.8793886776709,-680.2823253865627,-1056.7537874303143,121.43961464098538,181.02568890047516,166.4912829763976,-1059.4446726690512,185.08921269520806,164.957957885578,93.94742017694512
179,-806.8065819184362,-630.1776486532086,519.9630465891275,-44.500821997782026,-2033.9781801123502,373.237268153661,-240.94989437880434,26.470395950459874,594.8614147499552,-374.3464493692145,-667.3997007663927,478.64946545585104,565.7204142818814,432.52235589636393
18,-1445.5628498909332,-1100.5383218162856,-118499.04496691003,110.91423577395125,-168.3886454129939,110.88416030208003,-1444.6149280158272,273.3716916853974,358.04837747630575,-1282.184338685693,-733.8204444620151,-595.1206398100489,255.81315179342732,223.06036866016035
180,-1653.629832777303,-1022037.2145884226,-1972.3998836616897,-210.41823451855487,-2116.499013200494,-1379.2467610769068,-1286.9049652870165,357.8119673967694,443.0152819507342,-1246.3035084840951,-1583.1027523149546,-880.9690407837877,382.08563907612506,266.2931225305481
181,-1199.9157508254511,-1056.710816424951,-595.0041527956735,-271.6325776866322,-271.4801235206504,-271.6318140210742,-1184.949209355555,-62.63191497072762,32.26187762615265,-1203.8946101777183,-953.05772040824,38.88056348100574,-716.5188556508552,-75.0516993802263
182,-1403.8563475636076,-172994.08179209183,-1212.4840915141483,-348.2514703049194,-295.6511931017858,-964.2834251913987,-1330.7448004341954,-132.02197230783355,-33.3460907270744,-1724.350320275987,-1332.403472025269,-58.69058445722021,-268.43982790925395,-154.2400500258275
183,-1983.6340618911952,-1710.7919519551017,-1694.9133887169598,-1279.8220028933079,-1193.1314957294207,-2546.128026509527,-1914.8143381645987,-1150.8897166801783,-1352.8123686216852,-1137.8050502989247,-2357.798074390743,-1490.458031143738,-1246.266693109457,-1285.412780945255
184,-861.9241071528529,-675.5141779082924,-880.845627033706,312.0839971098317,-95.51930665677163,-444.19310297020695,-454.6193257958246,539.3343024227931,667.7037613335307,-327.5700033924893,-1005.1458933718657,575.3969473971705,-945.1921628265088,393.33501839971564
185,-878.5877971240748,-70.78904602150388,369.41170716894317,-81.74678254575879,295.2343777544569,361.14793029391296,355.40497689739937,324.77267178090335,588.0255609221033,-576.9804416919857,-691.9357288781654,555.1728646191731,338.59715295279534,372.2173204265448
186,-1567.8740982898266,-1567.6924327823538,-337.33497397993347,-340.49983696121507,-301.6242103754537,-285.78957406730007,-1373.272842235009,46.81846466044152,46.78276486804708,-1403.610030109581,-1952.6224222084406,-253.110025193651,-4113512.0418725973,-111.9741401350899
187,-1055.953888937104,-1055.9086140410275,-439.6907098388177,-1181.0215731609785,131.0469852029795,-981.0888329770116,-979.3752404470072,-53.16502335843021,447.9130812068729,389.653484891551,-979.181091344494,436.381332494686,384.3028784599772,335.2484530515266
188,-1271.0400822875924,-1267.6389756977603,-102.23260897567823,-1433.7739188408839,-1433.7739199384273,-784.773749226222,-1001.499739365149,274.2232947487688,321.7636269995138,-737.6391592730897,-967.0856216471454,352.84163819289813,340.34370754363647,236.96738526548128
189,-2307.3000865156573,-96019.31735472851,-1949.2904056585116,-15975.348387333537,-15975.348387333537,-15881.811762032448,-1233.1085992769554,14.801785178232276,22.372608305436692,-1835.966661607494,-2196.026401901468,-975.5918185945361,-1490.738199831902,140.11990861297943
19,-1052.185023227354,418.97419130927796,-80.26565108953355,415.4283264427303,-1156.8802125587004,-693.6526293774639,-955.023623114944,494.9635729844802,545.8951450926886,517.0300213106889,-955.9525921605983,586.1789111819884,545.9041110451138,482.681603228465
190,-1089.4568483517514,-807.9591086191994,67.04658144565184,871.1106089462742,12.964789098224411,-53.19516586022985,998.2543505876217,88.16134892625445,847.0162574154022,1010.8097280915113,-1096.3024235860946,846.1451541005417,998.6158981383136,766.553339689442
191,-832.5336876360547,-584.3333507276412,112.53193646991689,-4.268240271625913,-2034.0263507976445,1411.3218243842111,1333.121411095613,133.44351731664398,-999999999.0,1431.0977770703455,-606.7103943052321,121.36274512695093,1507.9105923528728,1503.5833788149343
192,-1464.4328318431317,-1450.0539876978773,-882.6859854874324,210.7655684101678,-118.8488647857137,-902.9270658871333,-1462.5745532278247,269.6882908665982,441.4664313777955,-77.89775731574024,-1824.8330865929652,-91.07651799581063,221.7424885594479,226.63298941899893
193,-966.5781624603645,-965.4492091470793,-439.1159148905151,405.0507921441156,-87.18699950887118,-384.2663959619349,-426.51347764132424,487.12266084595933,20.069110006367275,-290.5626814935026,-484.8495311039163,697.5206614677068,734.3303227260092,601.930898069404
194,-1341.8407996785847,-110681.08574754526,-212.68476437367,-36.93274027189571,-557.3400591084561,-758.6711718900617,-952.4338578804819,154.20037257941624,300.4256044414682,-532.5845614307553,-850.0142130487861,-425.52954020962454,-996.0053908111635,132.09580543414697
195,-2533.022381855757,-7272.76799955443,-4864.917525652177,-1439.5456963655115,-1417.7120808534178,-1438.7834345037636,-1920.1184440431296,-1293.5315024640872,-1381.0940652141223,-55491.12451123363,-1916.5995293567114,-1563.743015453801,-1228.1155245892242,-1915.3930203217205
