,l,l*p,l*p+r,l*r,l*r*p,l*r+p,l+p,l+r,l+r*p,l+r+p,p,p*r,p+r,r
163,-219.03236378681368,-26.021199308955683,107.1946272299755,102.92322685670199,113.08521965498596,125.96174063467524,160.0114840664376,145.2472902758108,176.87952888599864,145.99273374920304,-116.29786000207297,157.856657748946,125.96466828172754,145.97561719433844
164,-233.12055301299452,41.36721303458826,41.385406471144044,-41.66150359671763,-40.650360201193564,-135.4737126287135,-163.09203693847627,95.29877612350609,119.67646134850915,0.8596334669828316,-171.6250847664425,119.76295511400276,-149.11912924220658,92.95644610370118
165,-525.7738532573039,-435.81557435829825,-420.37663328157737,-188.2123059269273,-198.08262278050012,-180.71991883267123,-413.62407831601223,-132.04327748922836,-197.80114401183263,-127.67845212808264,-411.9199889480131,-213.9351763454253,-695.63758408216,-178.65890190571065
166,-244.6588310213801,84.4713509091296,-36.35917569555447,-36.33547483571921,-35.76320777947868,116.70316071172218,-117.34900402443147,143.6652005787145,161.70322180783222,148.77159288499996,-101.39850646890119,168.93722805610696,173.1627239496497,109.55244784789828
167,-210.71703888912714,83.65908433262828,86.42638922320951,89.78369904907021,-39.83004646833815,114.35547904247824,146.5341920929686,149.4786467733367,175.14164391590364,5.047130963810229,-124.38478223594922,175.14254108778704,111.89983553287271,141.33596510315303
168,-427.1321259637545,-121.70821266227655,-314.3794933854966,-95.02656091639082,-82.71735140951206,-499.33137807275716,-320.7448130912799,-30.64903091825333,-48.22992786312389,1.2852288384811885,-320.6458764778597,-114.53087361408578,-504.74663798271763,-34.873761867376274
169,-201.38208407298006,104.98971832948097,100.29081070409379,104.43938536733256,-229.07453556582993,102.98734091826202,-130.16309295746987,148.7370693548157,167.86871085687386,-25.208063315798434,-114.5302170344952,182.844071376014,-114.52760966959394,157.13994406529883
17,-218.41105434303142,118.33432777350852,114.01099983401775,101.76356254407905,-364.3642505979675,157.42189473188157,-70.58456069496421,186.529196396481,190.83700071943446,229.46982513066496,157.20785344248458,196.40072461888732,157.3275579555574,181.80639574710105
170,-254.20781614612457,48.14109071536238,58.29654980997082,55.529829945444135,55.529791976169506,62.88375267241056,-58.35560321644306,66.85824324338216,73.42379391992586,138.0786026623603,111.12818904359563,127.16815591276415,119.74510151930461,66.09105368139244
171,-521.1510952024018,-440.3062146988415,-431.4512789354793,-189.51475952042054,-183.08588221626744,-199.86045105335535,-429.61843994301927,-431.2321118969698,-229.6908739937434,-431.2486542566131,-1279.6479067347204,-212.40804126221127,-430.4568816649995,-140.76089720681827
172,-239.953393524612,67.70671734874998,87.37266073961626,-278.9111046163697,90.93277540137103,173.61076780041202,-12.674374853143227,139.15865532322726,169.114268554508,163.06954529114446,147.46611755560593,168.17717132662443,184.44951392790753,135.5818677979075
173,-227.45859940743605,82.47792414936927,82.33130105296198,85.67480138233395,-30.806661123788963,-113.61470362613083,-21.162091941032557,149.50125731516283,175.81646963055286,161.64484152863523,-146.7953872276868,166.10104384343012,-113.61416590021682,101.79402628876242
