cid,composition,white_added,second_exception 
189,l*r*p,True,True
190,l,False,False
190,p,False,False
190,r,False,False
190,l+p,False,False
190,l+r,True,False
190,p+r,False,False
190,l*r,False,False
190,l*p,False,False
190,p*r,False,False
190,l+r+p,False,False
190,l+r*p,False,False
190,l*r+p,True,False
190,l*p+r,True,False
190,l*r*p,True,False
191,l,False,False
191,p,False,False
191,r,False,False
191,l+p,False,False
191,l+r,True,False
191,p+r,False,False
191,l*r,True,False
191,l*p,True,False
191,p*r,True,False
191,l+r+p,False,False
191,l+r*p,False,False
191,l*r+p,False,False
191,l*p+r,True,False
191,l*r*p,True,True
192,l,False,False
192,p,False,False
192,r,False,False
192,l+p,False,False
192,l+r,False,False
192,p+r,False,False
192,l*r,False,False
192,l*p,True,False
192,p*r,True,False
192,l+r+p,True,False
192,l+r*p,False,False
192,l*r+p,False,False
192,l*p+r,False,False
192,l*r*p,True,False
193,l,False,False
193,p,False,False
193,r,False,False
193,l+p,False,False
193,l+r,False,False
193,p+r,False,False
193,l*r,False,False
193,l*p,False,False
193,p*r,False,False
193,l+r+p,False,False
193,l+r*p,True,False
193,l*r+p,False,False
193,l*p+r,False,False
193,l*r*p,True,False
194,l,False,False
194,p,False,False
194,r,False,False
194,l+p,True,False
194,l+r,False,False
194,p+r,False,False
194,l*r,False,False
194,l*p,True,True
194,p*r,False,False
194,l+r+p,False,False
194,l+r*p,False,False
194,l*r+p,False,False
194,l*p+r,True,False
194,l*r*p,False,False
195,l,False,False
195,p,False,False
195,r,False,False
195,l+p,False,False
195,l+r,True,False
195,p+r,False,False
195,l*r,False,False
195,l*p,False,False
195,p*r,False,False
195,l+r+p,False,False
195,l+r*p,False,False
195,l*r+p,False,False
195,l*p+r,True,False
195,l*r*p,True,False
196,l,False,False
196,p,False,False
196,r,False,False
196,l+p,True,False
196,l+r,True,False
196,p+r,False,False
196,l*r,False,False
196,l*p,False,False
196,p*r,False,False
196,l+r+p,False,False
196,l+r*p,False,False
196,l*r+p,False,False
196,l*p+r,True,False
196,l*r*p,False,False
197,l,False,False
197,p,False,False
197,r,False,False
197,l+p,False,False
197,l+r,False,False
197,p+r,False,False
197,l*r,False,False
197,l*p,True,False
197,p*r,False,False
197,l+r+p,True,False
197,l+r*p,True,False
197,l*r+p,False,False
197,l*p+r,True,True
197,l*r*p,True,True
198,l,False,False
198,p,False,False
198,r,False,False
198,l+p,False,False
198,l+r,False,False
198,p+r,False,False
198,l*r,True,False
198,l*p,False,False
198,p*r,True,False
198,l+r+p,False,False
198,l+r*p,False,False
198,l*r+p,False,False
198,l*p+r,True,True
198,l*r*p,True,False
199,l,False,False
199,p,False,False
199,r,False,False
199,l+p,False,False
199,l+r,False,False
199,p+r,False,False
199,l*r,False,False
199,l*p,False,False
199,p*r,False,False
199,l+r+p,False,False
199,l+r*p,False,False
199,l*r+p,False,False
199,l*p+r,False,False
199,l*r*p,True,False
200,l,False,False
200,p,False,False
200,r,False,False
200,l+p,False,False
200,l+r,False,False
200,p+r,False,False
200,l*r,True,False
200,l*p,False,False
200,p*r,False,False
200,l+r+p,False,False
200,l+r*p,False,False
200,l*r+p,False,False
200,l*p+r,False,False
200,l*r*p,True,False
201,l,False,False
201,p,True,False
201,r,False,False
201,l+p,False,False
201,l+r,True,False
201,p+r,False,False
201,l*r,False,False
201,l*p,False,False
201,p*r,False,False
201,l+r+p,False,False
201,l+r*p,False,False
201,l*r+p,True,False
201,l*p+r,True,True
201,l*r*p,False,False
202,l,False,False
202,p,False,False
202,r,False,False
202,l+p,False,False
202,l+r,False,False
202,p+r,False,False
202,l*r,False,False
202,l*p,False,False
202,p*r,False,False
202,l+r+p,False,False
202,l+r*p,True,False
202,l*r+p,False,False
202,l*p+r,False,False
202,l*r*p,True,False
203,l,False,False
203,p,False,False
203,r,False,False
203,l+p,False,False
203,l+r,False,False
203,p+r,False,False
203,l*r,True,False
203,l*p,True,False
203,p*r,False,False
203,l+r+p,True,False
203,l+r*p,True,False
203,l*r+p,False,False
203,l*p+r,False,False
203,l*r*p,True,False
204,l,False,False
204,p,False,False
204,r,False,False
204,l+p,True,False
204,l+r,False,False
204,p+r,False,False
204,l*r,True,False
204,l*p,False,False
204,p*r,False,False
204,l+r+p,False,False
204,l+r*p,False,False
204,l*r+p,True,False
204,l*p+r,True,False
204,l*r*p,False,False
205,l,False,False
205,p,False,False
205,r,False,False
205,l+p,False,False
205,l+r,False,False
205,p+r,False,False
205,l*r,True,False
205,l*p,False,False
205,p*r,False,False
205,l+r+p,False,False
205,l+r*p,False,False
205,l*r+p,False,False
205,l*p+r,False,False
205,l*r*p,True,False
206,l,False,False
206,p,False,False
206,r,False,False
206,l+p,False,False
206,l+r,False,False
206,p+r,False,False
206,l*r,True,False
206,l*p,False,False
206,p*r,False,False
206,l+r+p,False,False
206,l+r*p,False,False
206,l*r+p,False,False
206,l*p+r,True,True
206,l*r*p,False,False
207,l,False,False
207,p,False,False
207,r,False,False
207,l+p,False,False
207,l+r,True,False
207,p+r,False,False
207,l*r,False,False
207,l*p,False,False
207,p*r,False,False
207,l+r+p,True,False
207,l+r*p,False,False
207,l*r+p,False,False
207,l*p+r,True,True
207,l*r*p,False,False
208,l,False,False
208,p,False,False
208,r,False,False
208,l+p,True,False
208,l+r,False,False
208,p+r,False,False
208,l*r,True,False
208,l*p,False,False
208,p*r,False,False
208,l+r+p,True,False
208,l+r*p,False,False
208,l*r+p,False,False
208,l*p+r,True,False
208,l*r*p,False,False
209,l,False,False
209,p,False,False
209,r,False,False
209,l+p,True,False
209,l+r,False,False
209,p+r,False,False
209,l*r,True,False
209,l*p,True,False
209,p*r,True,False
209,l+r+p,False,False
209,l+r*p,True,False
209,l*r+p,False,False
209,l*p+r,True,False
209,l*r*p,True,True
210,l,False,False
210,p,False,False
210,r,False,False
210,l+p,True,False
210,l+r,False,False
210,p+r,False,False
210,l*r,False,False
210,l*p,True,False
210,p*r,False,False
210,l+r+p,True,False
210,l+r*p,False,False
210,l*r+p,True,False
210,l*p+r,False,False
210,l*r*p,True,True
211,l,False,False
211,p,False,False
211,r,False,False
211,l+p,False,False
211,l+r,False,False
211,p+r,False,False
211,l*r,True,False
211,l*p,False,False
211,p*r,False,False
211,l+r+p,False,False
211,l+r*p,False,False
211,l*r+p,False,False
211,l*p+r,False,False
211,l*r*p,True,False
212,l,False,False
212,p,False,False
212,r,False,False
212,l+p,False,False
212,l+r,False,False
212,p+r,False,False
212,l*r,False,False
212,l*p,True,False
212,p*r,False,False
212,l+r+p,False,False
212,l+r*p,False,False
212,l*r+p,False,False
212,l*p+r,False,False
212,l*r*p,False,False
213,l,False,False
213,p,False,False
213,r,False,False
213,l+p,False,False
213,l+r,True,False
213,p+r,False,False
213,l*r,False,False
213,l*p,True,False
213,p*r,True,False
213,l+r+p,False,False
213,l+r*p,False,False
213,l*r+p,False,False
213,l*p+r,True,False
213,l*r*p,False,False
214,l,False,False
214,p,False,False
214,r,False,False
214,l+p,False,False
214,l+r,False,False
214,p+r,False,False
214,l*r,False,False
214,l*p,False,False
214,p*r,False,False
214,l+r+p,False,False
214,l+r*p,False,False
214,l*r+p,False,False
214,l*p+r,True,False
214,l*r*p,False,False
215,l,False,False
215,p,False,False
215,r,False,False
215,l+p,False,False
215,l+r,False,False
215,p+r,False,False
215,l*r,False,False
215,l*p,False,False
215,p*r,False,False
215,l+r+p,True,False
215,l+r*p,False,False
215,l*r+p,False,False
215,l*p+r,False,False
215,l*r*p,False,False
216,l,False,False
216,p,False,False
216,r,False,False
216,l+p,False,False
216,l+r,False,False
216,p+r,False,False
216,l*r,True,True
216,l*p,False,False
216,p*r,True,False
216,l+r+p,False,False
216,l+r*p,True,False
216,l*r+p,True,True
216,l*p+r,False,False
216,l*r*p,True,True
217,l,False,False
217,p,False,False
217,r,False,False
217,l+p,False,False
217,l+r,False,False
217,p+r,True,False
217,l*r,True,False
217,l*p,False,False
217,p*r,False,False
217,l+r+p,True,False
217,l+r*p,False,False
217,l*r+p,False,False
217,l*p+r,False,False
217,l*r*p,False,False
218,l,False,False
218,p,False,False
218,r,False,False
218,l+p,False,False
218,l+r,False,False
218,p+r,True,False
218,l*r,False,False
218,l*p,True,True
218,p*r,False,False
218,l+r+p,True,False
218,l+r*p,False,False
218,l*r+p,False,False
218,l*p+r,True,False
218,l*r*p,False,False
219,l,False,False
219,p,False,False
219,r,True,False
219,l+p,False,False
219,l+r,False,False
219,p+r,True,False
219,l*r,False,False
219,l*p,True,True
219,p*r,False,False
219,l+r+p,False,False
219,l+r*p,False,False
219,l*r+p,False,False
219,l*p+r,False,False
219,l*r*p,False,False
220,l,False,False
220,p,False,False
220,r,False,False
220,l+p,False,False
220,l+r,False,False
220,p+r,False,False
220,l*r,True,False
220,l*p,False,False
220,p*r,False,False
220,l+r+p,False,False
220,l+r*p,False,False
220,l*r+p,False,False
220,l*p+r,False,False
220,l*r*p,True,False
221,l,False,False
221,p,False,False
221,r,False,False
221,l+p,True,False
221,l+r,False,False
221,p+r,False,False
221,l*r,True,False
221,l*p,False,False
221,p*r,False,False
221,l+r+p,False,False
221,l+r*p,False,False
221,l*r+p,False,False
221,l*p+r,False,False
221,l*r*p,False,False
222,l,False,False
222,p,False,False
222,r,False,False
222,l+p,False,False
222,l+r,False,False
222,p+r,False,False
222,l*r,True,False
222,l*p,False,False
222,p*r,False,False
222,l+r+p,False,False
222,l+r*p,False,False
222,l*r+p,True,False
222,l*p+r,False,False
222,l*r*p,True,True
223,l,False,False
223,p,False,False
223,r,False,False
223,l+p,False,False
223,l+r,False,False
223,p+r,False,False
223,l*r,True,False
223,l*p,False,False
223,p*r,False,False
223,l+r+p,True,False
223,l+r*p,True,False
223,l*r+p,False,False
223,l*p+r,True,False
223,l*r*p,True,False
224,l,False,False
224,p,False,False
224,r,False,False
224,l+p,False,False
224,l+r,False,False
224,p+r,True,False
224,l*r,False,False
224,l*p,True,False
224,p*r,False,False
224,l+r+p,False,False
224,l+r*p,False,False
224,l*r+p,False,False
224,l*p+r,False,False
224,l*r*p,False,False
225,l,False,False
225,p,False,False
225,r,False,False
225,l+p,False,False
225,l+r,False,False
225,p+r,True,False
225,l*r,False,False
225,l*p,True,True
225,p*r,False,False
225,l+r+p,False,False
225,l+r*p,False,False
225,l*r+p,False,False
225,l*p+r,True,True
225,l*r*p,False,False
226,l,False,False
226,p,False,False
226,r,False,False
226,l+p,False,False
226,l+r,False,False
226,p+r,False,False
226,l*r,True,False
226,l*p,False,False
226,p*r,False,False
226,l+r+p,False,False
226,l+r*p,False,False
226,l*r+p,False,False
226,l*p+r,True,False
226,l*r*p,False,False
227,l,False,False
227,p,False,False
227,r,False,False
227,l+p,False,False
227,l+r,False,False
227,p+r,False,False
227,l*r,True,False
227,l*p,False,False
227,p*r,False,False
227,l+r+p,False,False
227,l+r*p,False,False
227,l*r+p,False,False
227,l*p+r,True,False
227,l*r*p,True,False
228,l,False,False
228,p,False,False
228,r,False,False
228,l+p,False,False
228,l+r,False,False
228,p+r,False,False
228,l*r,False,False
228,l*p,True,False
228,p*r,False,False
228,l+r+p,False,False
228,l+r*p,False,False
228,l*r+p,False,False
228,l*p+r,True,False
228,l*r*p,False,False
229,l,False,False
229,p,False,False
229,r,False,False
229,l+p,False,False
229,l+r,True,False
229,p+r,False,False
229,l*r,False,False
229,l*p,False,False
229,p*r,True,False
229,l+r+p,False,False
229,l+r*p,True,False
229,l*r+p,False,False
229,l*p+r,False,False
229,l*r*p,False,False
230,l,False,False
230,p,False,False
230,r,False,False
230,l+p,False,False
230,l+r,False,False
230,p+r,False,False
230,l*r,False,False
230,l*p,False,False
230,p*r,False,False
230,l+r+p,False,False
230,l+r*p,False,False
230,l*r+p,True,False
230,l*p+r,True,False
230,l*r*p,True,False
231,l,False,False
231,p,False,False
231,r,False,False
231,l+p,False,False
231,l+r,False,False
231,p+r,True,True
231,l*r,False,False
231,l*p,False,False
231,p*r,False,False
231,l+r+p,False,False
231,l+r*p,False,False
231,l*r+p,False,False
231,l*p+r,True,False
231,l*r*p,False,False
232,l,False,False
232,p,False,False
232,r,False,False
232,l+p,False,False
232,l+r,False,False
232,p+r,False,False
232,l*r,True,False
232,l*p,False,False
232,p*r,True,False
232,l+r+p,False,False
232,l+r*p,False,False
232,l*r+p,True,False
232,l*p+r,True,False
232,l*r*p,True,False
233,l,False,False
233,p,False,False
233,r,False,False
233,l+p,False,False
233,l+r,False,False
233,p+r,False,False
233,l*r,True,False
233,l*p,False,False
233,p*r,True,False
233,l+r+p,False,False
233,l+r*p,False,False
233,l*r+p,False,False
233,l*p+r,True,False
233,l*r*p,True,False
234,l,False,False
234,p,False,False
234,r,False,False
234,l+p,False,False
234,l+r,False,False
234,p+r,True,False
234,l*r,True,False
234,l*p,True,True
234,p*r,False,False
234,l+r+p,True,False
234,l+r*p,False,False
234,l*r+p,True,True
234,l*p+r,True,False
234,l*r*p,True,True
235,l,False,False
235,p,False,False
235,r,False,False
235,l+p,False,False
235,l+r,False,False
235,p+r,False,False
235,l*r,True,False
235,l*p,True,True
235,p*r,False,False
235,l+r+p,True,False
235,l+r*p,False,False
235,l*r+p,False,False
235,l*p+r,False,False
235,l*r*p,True,False
236,l,False,False
236,p,False,False
236,r,False,False
236,l+p,False,False
236,l+r,False,False
236,p+r,True,False
236,l*r,False,False
236,l*p,False,False
236,p*r,False,False
236,l+r+p,False,False
236,l+r*p,False,False
236,l*r+p,True,True
236,l*p+r,False,False
236,l*r*p,True,True
237,l,False,False
237,p,False,False
237,r,False,False
237,l+p,False,False
237,l+r,True,False
237,p+r,False,False
237,l*r,True,True
237,l*p,True,False
237,p*r,True,False
237,l+r+p,False,False
237,l+r*p,True,True
237,l*r+p,False,False
237,l*p+r,True,False
237,l*r*p,True,True
238,l,False,False
238,p,False,False
238,r,False,False
238,l+p,True,False
238,l+r,False,False
238,p+r,False,False
238,l*r,False,False
238,l*p,False,False
238,p*r,False,False
238,l+r+p,False,False
238,l+r*p,False,False
238,l*r+p,False,False
238,l*p+r,False,False
238,l*r*p,True,False
239,l,False,False
239,p,False,False
239,r,False,False
239,l+p,True,False
239,l+r,False,False
239,p+r,False,False
239,l*r,True,False
239,l*p,False,False
239,p*r,False,False
239,l+r+p,False,False
239,l+r*p,False,False
239,l*r+p,False,False
239,l*p+r,False,False
239,l*r*p,True,False
240,l,False,False
240,p,True,False
240,r,False,False
240,l+p,False,False
240,l+r,False,False
240,p+r,False,False
240,l*r,False,False
240,l*p,True,False
240,p*r,False,False
240,l+r+p,False,False
240,l+r*p,False,False
240,l*r+p,False,False
240,l*p+r,True,False
240,l*r*p,False,False
241,l,False,False
241,p,False,False
241,r,False,False
241,l+p,False,False
241,l+r,False,False
241,p+r,True,False
241,l*r,True,False
241,l*p,False,False
241,p*r,False,False
241,l+r+p,False,False
241,l+r*p,True,False
241,l*r+p,False,False
241,l*p+r,True,False
241,l*r*p,True,True
242,l,False,False
242,p,False,False
242,r,False,False
242,l+p,False,False
242,l+r,False,False
242,p+r,False,False
242,l*r,True,False
242,l*p,True,False
242,p*r,True,False
242,l+r+p,False,False
242,l+r*p,False,False
242,l*r+p,True,True
242,l*p+r,False,False
242,l*r*p,True,False
243,l,False,False
243,p,False,False
243,r,False,False
243,l+p,False,False
243,l+r,False,False
243,p+r,False,False
243,l*r,False,False
243,l*p,True,True
243,p*r,False,False
243,l+r+p,True,False
243,l+r*p,False,False
243,l*r+p,False,False
243,l*p+r,False,False
243,l*r*p,False,False
244,l,False,False
244,p,False,False
244,r,False,False
244,l+p,False,False
244,l+r,True,False
244,p+r,False,False
244,l*r,True,False
244,l*p,True,False
244,p*r,False,False
244,l+r+p,True,False
244,l+r*p,True,False
244,l*r+p,False,False
244,l*p+r,False,False
244,l*r*p,True,True
245,l,False,False
245,p,False,False
245,r,False,False
245,l+p,False,False
245,l+r,True,False
245,p+r,False,False
245,l*r,True,False
245,l*p,True,False
245,p*r,True,False
245,l+r+p,False,False
245,l+r*p,True,False
245,l*r+p,False,False
245,l*p+r,True,False
245,l*r*p,True,True
246,l,False,False
246,p,False,False
246,r,False,False
246,l+p,False,False
246,l+r,True,False
246,p+r,False,False
246,l*r,False,False
246,l*p,False,False
246,p*r,False,False
246,l+r+p,True,True
246,l+r*p,False,False
246,l*r+p,True,True
246,l*p+r,True,False
246,l*r*p,True,True
247,l,False,False
247,p,False,False
247,r,False,False
247,l+p,True,False
247,l+r,True,False
247,p+r,False,False
247,l*r,False,False
247,l*p,False,False
247,p*r,False,False
247,l+r+p,False,False
247,l+r*p,False,False
247,l*r+p,False,False
247,l*p+r,False,False
247,l*r*p,False,False
248,l,False,False
248,p,False,False
248,r,False,False
248,l+p,False,False
248,l+r,False,False
248,p+r,False,False
248,l*r,False,False
248,l*p,False,False
248,p*r,False,False
248,l+r+p,False,False
248,l+r*p,False,False
248,l*r+p,False,False
248,l*p+r,True,False
248,l*r*p,False,False
249,l,False,False
249,p,False,False
249,r,False,False
249,l+p,True,False
249,l+r,False,False
249,p+r,False,False
249,l*r,False,False
249,l*p,False,False
249,p*r,False,False
249,l+r+p,False,False
249,l+r*p,False,False
249,l*r+p,True,False
249,l*p+r,True,False
249,l*r*p,True,False
250,l,False,False
250,p,False,False
250,r,False,False
250,l+p,False,False
250,l+r,True,False
250,p+r,False,False
250,l*r,True,False
250,l*p,False,False
250,p*r,False,False
250,l+r+p,False,False
250,l+r*p,False,False
250,l*r+p,True,False
250,l*p+r,False,False
250,l*r*p,True,False
251,l,False,False
251,p,False,False
251,r,False,False
251,l+p,False,False
251,l+r,True,False
251,p+r,False,False
251,l*r,True,False
251,l*p,False,False
251,p*r,True,False
251,l+r+p,False,False
251,l+r*p,False,False
251,l*r+p,False,False
251,l*p+r,True,True
251,l*r*p,True,False
252,l,False,False
252,p,False,False
252,r,False,False
252,l+p,False,False
252,l+r,True,False
252,p+r,False,False
252,l*r,True,False
252,l*p,True,True
252,p*r,False,False
252,l+r+p,False,False
252,l+r*p,False,False
252,l*r+p,False,False
252,l*p+r,True,True
252,l*r*p,True,True
253,l,False,False
253,p,False,False
253,r,False,False
253,l+p,False,False
253,l+r,True,False
253,p+r,False,False
253,l*r,False,False
253,l*p,True,False
253,p*r,False,False
253,l+r+p,False,False
253,l+r*p,False,False
253,l*r+p,False,False
253,l*p+r,False,False
253,l*r*p,True,False
254,l,False,False
254,p,False,False
254,r,False,False
254,l+p,False,False
254,l+r,False,False
254,p+r,False,False
254,l*r,True,False
254,l*p,False,False
254,p*r,False,False
254,l+r+p,False,False
254,l+r*p,True,False
254,l*r+p,False,False
254,l*p+r,True,False
254,l*r*p,True,False
255,l,False,False
255,p,False,False
255,r,False,False
255,l+p,False,False
255,l+r,True,False
255,p+r,True,True
255,l*r,False,False
255,l*p,True,False
255,p*r,False,False
255,l+r+p,False,False
255,l+r*p,False,False
255,l*r+p,False,False
255,l*p+r,True,False
255,l*r*p,False,False
256,l,False,False
256,p,False,False
256,r,False,False
256,l+p,False,False
256,l+r,False,False
256,p+r,False,False
256,l*r,False,False
256,l*p,False,False
256,p*r,True,False
256,l+r+p,True,False
256,l+r*p,False,False
256,l*r+p,True,False
256,l*p+r,False,False
256,l*r*p,False,False
257,l,False,False
257,p,False,False
257,r,False,False
257,l+p,False,False
257,l+r,False,False
257,p+r,False,False
257,l*r,True,False
257,l*p,False,False
257,p*r,False,False
257,l+r+p,False,False
257,l+r*p,False,False
257,l*r+p,True,False
257,l*p+r,True,False
257,l*r*p,True,False
258,l,False,False
258,p,False,False
258,r,False,False
258,l+p,False,False
258,l+r,False,False
258,p+r,False,False
258,l*r,False,False
258,l*p,False,False
258,p*r,True,False
258,l+r+p,False,False
258,l+r*p,False,False
258,l*r+p,True,False
258,l*p+r,False,False
258,l*r*p,True,False
259,l,False,False
259,p,False,False
259,r,False,False
259,l+p,False,False
259,l+r,False,False
259,p+r,False,False
259,l*r,False,False
259,l*p,True,False
259,p*r,False,False
259,l+r+p,False,False
259,l+r*p,True,False
259,l*r+p,False,False
259,l*p+r,False,False
259,l*r*p,True,False
260,l,False,False
260,p,False,False
260,r,False,False
260,l+p,False,False
260,l+r,False,False
260,p+r,False,False
260,l*r,False,False
260,l*p,False,False
260,p*r,False,False
260,l+r+p,False,False
260,l+r*p,False,False
260,l*r+p,False,False
260,l*p+r,True,True
260,l*r*p,False,False
261,l,False,False
261,p,False,False
261,r,False,False
261,l+p,False,False
261,l+r,True,False
261,p+r,False,False
261,l*r,False,False
261,l*p,True,False
261,p*r,True,False
261,l+r+p,False,False
261,l+r*p,False,False
261,l*r+p,False,False
261,l*p+r,False,False
261,l*r*p,False,False
262,l,False,False
262,p,False,False
262,r,False,False
262,l+p,False,False
262,l+r,False,False
262,p+r,False,False
262,l*r,False,False
262,l*p,False,False
262,p*r,False,False
262,l+r+p,False,False
262,l+r*p,False,False
262,l*r+p,True,False
262,l*p+r,True,False
262,l*r*p,False,False
263,l,False,False
263,p,False,False
263,r,False,False
263,l+p,False,False
263,l+r,False,False
263,p+r,False,False
263,l*r,False,False
263,l*p,False,False
263,p*r,False,False
263,l+r+p,False,False
263,l+r*p,False,False
263,l*r+p,True,True
263,l*p+r,True,True
263,l*r*p,False,False
264,l,False,False
264,p,True,False
264,r,False,False
264,l+p,False,False
264,l+r,True,False
264,p+r,False,False
264,l*r,True,False
264,l*p,False,False
264,p*r,True,False
264,l+r+p,False,False
264,l+r*p,False,False
264,l*r+p,True,False
264,l*p+r,True,False
264,l*r*p,True,True
265,l,False,False
265,p,False,False
265,r,False,False
265,l+p,False,False
265,l+r,False,False
265,p+r,False,False
265,l*r,False,False
265,l*p,False,False
265,p*r,False,False
265,l+r+p,False,False
265,l+r*p,False,False
265,l*r+p,False,False
265,l*p+r,True,False
265,l*r*p,True,False
266,l,False,False
266,p,False,False
266,r,False,False
266,l+p,False,False
266,l+r,False,False
266,p+r,False,False
266,l*r,False,False
266,l*p,True,False
266,p*r,False,False
266,l+r+p,False,False
266,l+r*p,False,False
266,l*r+p,False,False
266,l*p+r,True,False
266,l*r*p,False,False
267,l,False,False
267,p,False,False
267,r,False,False
267,l+p,False,False
267,l+r,False,False
267,p+r,False,False
267,l*r,False,False
267,l*p,False,False
267,p*r,False,False
267,l+r+p,False,False
267,l+r*p,False,False
267,l*r+p,True,False
267,l*p+r,True,False
267,l*r*p,False,False
268,l,False,False
268,p,False,False
268,r,False,False
268,l+p,True,False
268,l+r,True,False
268,p+r,False,False
268,l*r,False,False
268,l*p,True,False
268,p*r,False,False
268,l+r+p,False,False
268,l+r*p,False,False
268,l*r+p,False,False
268,l*p+r,True,True
268,l*r*p,True,False
269,l,False,False
269,p,False,False
269,r,False,False
269,l+p,False,False
269,l+r,False,False
269,p+r,False,False
269,l*r,False,False
269,l*p,False,False
269,p*r,False,False
269,l+r+p,False,False
269,l+r*p,False,False
269,l*r+p,False,False
269,l*p+r,True,False
269,l*r*p,True,False
270,l,False,False
270,p,False,False
270,r,False,False
270,l+p,False,False
270,l+r,False,False
270,p+r,False,False
270,l*r,True,False
270,l*p,True,False
270,p*r,False,False
270,l+r+p,False,False
270,l+r*p,False,False
270,l*r+p,False,False
270,l*p+r,True,False
270,l*r*p,True,False
271,l,False,False
271,p,False,False
271,r,False,False
271,l+p,False,False
271,l+r,False,False
271,p+r,False,False
271,l*r,True,False
271,l*p,True,False
271,p*r,False,False
271,l+r+p,False,False
271,l+r*p,False,False
271,l*r+p,False,False
271,l*p+r,False,False
271,l*r*p,True,False
272,l,False,False
272,p,False,False
272,r,False,False
272,l+p,True,False
272,l+r,False,False
272,p+r,True,False
272,l*r,False,False
272,l*p,False,False
272,p*r,False,False
272,l+r+p,True,False
272,l+r*p,False,False
272,l*r+p,False,False
272,l*p+r,False,False
272,l*r*p,True,False
273,l,False,False
273,p,False,False
273,r,True,False
273,l+p,False,False
273,l+r,True,False
273,p+r,False,False
273,l*r,False,False
273,l*p,False,False
273,p*r,True,False
273,l+r+p,True,False
273,l+r*p,False,False
273,l*r+p,False,False
273,l*p+r,True,True
273,l*r*p,False,False
274,l,False,False
274,p,False,False
274,r,False,False
274,l+p,False,False
274,l+r,False,False
274,p+r,False,False
274,l*r,True,False
274,l*p,False,False
274,p*r,False,False
274,l+r+p,False,False
274,l+r*p,False,False
274,l*r+p,False,False
274,l*p+r,False,False
274,l*r*p,True,False
275,l,False,False
275,p,False,False
275,r,False,False
275,l+p,False,False
275,l+r,True,False
275,p+r,False,False
275,l*r,True,False
275,l*p,False,False
275,p*r,False,False
275,l+r+p,False,False
275,l+r*p,False,False
275,l*r+p,False,False
275,l*p+r,False,False
275,l*r*p,True,False
276,l,False,False
276,p,False,False
276,r,False,False
276,l+p,False,False
276,l+r,False,False
276,p+r,False,False
276,l*r,False,False
276,l*p,True,False
276,p*r,False,False
276,l+r+p,False,False
276,l+r*p,False,False
276,l*r+p,False,False
276,l*p+r,True,True
276,l*r*p,False,False
277,l,False,False
277,p,False,False
277,r,False,False
277,l+p,False,False
277,l+r,False,False
277,p+r,False,False
277,l*r,False,False
277,l*p,False,False
277,p*r,False,False
277,l+r+p,False,False
277,l+r*p,False,False
277,l*r+p,False,False
277,l*p+r,False,False
277,l*r*p,True,True
278,l,False,False
278,p,False,False
278,r,False,False
278,l+p,False,False
278,l+r,True,False
278,p+r,False,False
278,l*r,True,False
278,l*p,True,False
278,p*r,False,False
278,l+r+p,True,False
278,l+r*p,True,False
278,l*r+p,False,False
278,l*p+r,True,True
278,l*r*p,True,False
279,l,False,False
279,p,False,False
279,r,False,False
279,l+p,False,False
279,l+r,True,False
279,p+r,False,False
279,l*r,False,False
279,l*p,False,False
279,p*r,False,False
279,l+r+p,True,True
279,l+r*p,True,False
279,l*r+p,False,False
279,l*p+r,False,False
279,l*r*p,False,False
280,l,False,False
280,p,False,False
280,r,False,False
280,l+p,True,False
280,l+r,False,False
280,p+r,False,False
280,l*r,False,False
280,l*p,False,False
280,p*r,False,False
280,l+r+p,False,False
280,l+r*p,False,False
280,l*r+p,False,False
280,l*p+r,True,False
280,l*r*p,False,False
281,l,False,False
281,p,False,False
281,r,False,False
281,l+p,False,False
281,l+r,False,False
281,p+r,False,False
281,l*r,True,False
281,l*p,True,True
281,p*r,False,False
281,l+r+p,False,False
281,l+r*p,True,False
281,l*r+p,False,False
281,l*p+r,False,False
281,l*r*p,True,False
282,l,False,False
282,p,False,False
282,r,False,False
282,l+p,False,False
282,l+r,False,False
282,p+r,False,False
282,l*r,True,False
282,l*p,True,False
282,p*r,False,False
282,l+r+p,False,False
282,l+r*p,False,False
282,l*r+p,True,False
282,l*p+r,True,False
282,l*r*p,True,False
283,l,False,False
283,p,False,False
283,r,False,False
283,l+p,False,False
283,l+r,False,False
283,p+r,False,False
283,l*r,True,False
283,l*p,False,False
283,p*r,False,False
283,l+r+p,False,False
283,l+r*p,True,False
283,l*r+p,False,False
283,l*p+r,True,False
283,l*r*p,True,True
284,l,False,False
284,p,False,False
284,r,False,False
284,l+p,False,False
284,l+r,True,False
284,p+r,False,False
284,l*r,True,False
284,l*p,True,False
284,p*r,False,False
284,l+r+p,True,False
284,l+r*p,True,False
284,l*r+p,False,False
284,l*p+r,False,False
284,l*r*p,True,False
285,l,False,False
285,p,False,False
285,r,False,False
285,l+p,True,False
285,l+r,True,False
285,p+r,False,False
285,l*r,True,True
285,l*p,False,False
285,p*r,False,False
285,l+r+p,False,False
285,l+r*p,False,False
285,l*r+p,True,True
285,l*p+r,False,False
285,l*r*p,True,True
286,l,False,False
286,p,False,False
286,r,False,False
286,l+p,False,False
286,l+r,False,False
286,p+r,False,False
286,l*r,True,False
286,l*p,False,False
286,p*r,False,False
286,l+r+p,False,False
286,l+r*p,False,False
286,l*r+p,False,False
286,l*p+r,True,False
286,l*r*p,True,False
