cid,composition,white_added,second_exception 
355,l+r*p,False,False
355,l*r+p,True,False
355,l*p+r,True,False
355,l*r*p,True,False
356,l,False,False
356,p,False,False
356,r,False,False
356,l+p,False,False
356,l+r,False,False
356,p+r,False,False
356,l*r,False,False
356,l*p,True,False
356,p*r,False,False
356,l+r+p,True,True
356,l+r*p,False,False
356,l*r+p,True,False
356,l*p+r,False,False
356,l*r*p,False,False
357,l,False,False
357,p,False,False
357,r,False,False
357,l+p,False,False
357,l+r,True,False
357,p+r,True,False
357,l*r,True,True
357,l*p,False,False
357,p*r,False,False
357,l+r+p,True,False
357,l+r*p,False,False
357,l*r+p,True,False
357,l*p+r,False,False
357,l*r*p,True,False
358,l,False,False
358,p,False,False
358,r,False,False
358,l+p,False,False
358,l+r,False,False
358,p+r,False,False
358,l*r,True,False
358,l*p,True,False
358,p*r,True,True
358,l+r+p,False,False
358,l+r*p,True,False
358,l*r+p,True,False
358,l*p+r,True,True
358,l*r*p,True,False
359,l,False,False
359,p,True,False
359,r,False,False
359,l+p,True,False
359,l+r,True,False
359,p+r,False,False
359,l*r,True,False
359,l*p,True,False
359,p*r,True,True
359,l+r+p,False,False
359,l+r*p,True,False
359,l*r+p,True,False
359,l*p+r,True,True
359,l*r*p,True,False
360,l,False,False
360,p,False,False
360,r,False,False
360,l+p,False,False
360,l+r,False,False
360,p+r,False,False
360,l*r,True,True
360,l*p,True,True
360,p*r,False,False
360,l+r+p,True,True
360,l+r*p,False,False
360,l*r+p,False,False
360,l*p+r,True,True
360,l*r*p,False,False
361,l,False,False
361,p,False,False
361,r,False,False
361,l+p,False,False
361,l+r,False,False
361,p+r,False,False
361,l*r,False,False
361,l*p,False,False
361,p*r,False,False
361,l+r+p,False,False
361,l+r*p,True,False
361,l*r+p,False,False
361,l*p+r,False,False
361,l*r*p,True,True
362,l,False,False
362,p,False,False
362,r,False,False
362,l+p,False,False
362,l+r,False,False
362,p+r,False,False
362,l*r,True,False
362,l*p,True,True
362,p*r,False,False
362,l+r+p,True,False
362,l+r*p,False,False
362,l*r+p,False,False
362,l*p+r,True,False
362,l*r*p,True,False
363,l,False,False
363,p,False,False
363,r,False,False
363,l+p,False,False
363,l+r,False,False
363,p+r,False,False
363,l*r,True,True
363,l*p,False,False
363,p*r,False,False
363,l+r+p,True,False
363,l+r*p,False,False
363,l*r+p,True,True
363,l*p+r,True,False
363,l*r*p,True,True
364,l,False,False
364,p,False,False
364,r,False,False
364,l+p,False,False
364,l+r,False,False
364,p+r,False,False
364,l*r,True,False
364,l*p,False,False
364,p*r,True,False
364,l+r+p,False,False
364,l+r*p,True,False
364,l*r+p,False,False
364,l*p+r,True,False
364,l*r*p,True,False
365,l,False,False
365,p,False,False
365,r,False,False
365,l+p,True,False
365,l+r,False,False
365,p+r,False,False
365,l*r,True,False
365,l*p,False,False
365,p*r,True,False
365,l+r+p,True,False
365,l+r*p,False,False
365,l*r+p,False,False
365,l*p+r,True,False
365,l*r*p,True,True
366,l,False,False
366,p,False,False
366,r,False,False
366,l+p,False,False
366,l+r,False,False
366,p+r,False,False
366,l*r,True,False
366,l*p,False,False
366,p*r,False,False
366,l+r+p,False,False
366,l+r*p,False,False
366,l*r+p,False,False
366,l*p+r,False,False
366,l*r*p,True,True
367,l,False,False
367,p,False,False
367,r,False,False
367,l+p,False,False
367,l+r,True,False
367,p+r,False,False
367,l*r,False,False
367,l*p,False,False
367,p*r,False,False
367,l+r+p,False,False
367,l+r*p,True,False
367,l*r+p,False,False
367,l*p+r,True,False
367,l*r*p,False,False
368,l,False,False
368,p,False,False
368,r,False,False
368,l+p,False,False
368,l+r,False,False
368,p+r,False,False
368,l*r,True,False
368,l*p,True,False
368,p*r,False,False
368,l+r+p,False,False
368,l+r*p,False,False
368,l*r+p,True,False
368,l*p+r,True,False
368,l*r*p,False,False
369,l,False,False
369,p,False,False
369,r,False,False
369,l+p,False,False
369,l+r,False,False
369,p+r,False,False
369,l*r,False,False
369,l*p,True,True
369,p*r,True,False
369,l+r+p,False,False
369,l+r*p,False,False
369,l*r+p,False,False
369,l*p+r,True,False
369,l*r*p,False,False
370,l,False,False
370,p,False,False
370,r,False,False
370,l+p,False,False
370,l+r,False,False
370,p+r,False,False
370,l*r,False,False
370,l*p,True,False
370,p*r,False,False
370,l+r+p,True,False
370,l+r*p,False,False
370,l*r+p,False,False
370,l*p+r,True,False
370,l*r*p,False,False
371,l,False,False
371,p,False,False
371,r,False,False
371,l+p,True,False
371,l+r,False,False
371,p+r,False,False
371,l*r,True,False
371,l*p,True,True
371,p*r,True,False
371,l+r+p,True,False
371,l+r*p,False,False
371,l*r+p,False,False
371,l*p+r,False,False
371,l*r*p,True,False
372,l,False,False
372,p,False,False
372,r,False,False
372,l+p,False,False
372,l+r,True,False
372,p+r,False,False
372,l*r,False,False
372,l*p,False,False
372,p*r,False,False
372,l+r+p,True,False
372,l+r*p,True,False
372,l*r+p,False,False
372,l*p+r,True,False
372,l*r*p,True,True
373,l,False,False
373,p,False,False
373,r,False,False
373,l+p,False,False
373,l+r,False,False
373,p+r,False,False
373,l*r,False,False
373,l*p,True,False
373,p*r,False,False
373,l+r+p,False,False
373,l+r*p,False,False
373,l*r+p,True,False
373,l*p+r,False,False
373,l*r*p,True,False
374,l,False,False
374,p,False,False
374,r,False,False
374,l+p,False,False
374,l+r,False,False
374,p+r,False,False
374,l*r,True,False
374,l*p,True,True
374,p*r,False,False
374,l+r+p,False,False
374,l+r*p,False,False
374,l*r+p,False,False
374,l*p+r,True,False
374,l*r*p,True,False
375,l,False,False
375,p,False,False
375,r,False,False
375,l+p,False,False
375,l+r,False,False
375,p+r,False,False
375,l*r,False,False
375,l*p,False,False
375,p*r,False,False
375,l+r+p,False,False
375,l+r*p,False,False
375,l*r+p,False,False
375,l*p+r,False,False
375,l*r*p,False,False
376,l,False,False
376,p,False,False
376,r,False,False
376,l+p,False,False
376,l+r,False,False
376,p+r,False,False
376,l*r,False,False
376,l*p,False,False
376,p*r,False,False
376,l+r+p,False,False
376,l+r*p,False,False
376,l*r+p,False,False
376,l*p+r,False,False
376,l*r*p,True,False
377,l,False,False
377,p,False,False
377,r,False,False
377,l+p,False,False
377,l+r,True,False
377,p+r,False,False
377,l*r,True,False
377,l*p,True,False
377,p*r,False,False
377,l+r+p,False,False
377,l+r*p,False,False
377,l*r+p,False,False
377,l*p+r,False,False
377,l*r*p,True,True
378,l,False,False
378,p,False,False
378,r,False,False
378,l+p,False,False
378,l+r,False,False
378,p+r,False,False
378,l*r,False,False
378,l*p,True,False
378,p*r,False,False
378,l+r+p,False,False
378,l+r*p,False,False
378,l*r+p,False,False
378,l*p+r,True,False
378,l*r*p,False,False
379,l,False,False
379,p,False,False
379,r,False,False
379,l+p,False,False
379,l+r,True,False
379,p+r,False,False
379,l*r,True,False
379,l*p,False,False
379,p*r,False,False
379,l+r+p,False,False
379,l+r*p,False,False
379,l*r+p,False,False
379,l*p+r,True,True
379,l*r*p,True,False
380,l,False,False
380,p,False,False
380,r,False,False
380,l+p,False,False
380,l+r,False,False
380,p+r,True,False
380,l*r,True,False
380,l*p,False,False
380,p*r,False,False
380,l+r+p,False,False
380,l+r*p,False,False
380,l*r+p,False,False
380,l*p+r,False,False
380,l*r*p,False,False
381,l,False,False
381,p,False,False
381,r,True,False
381,l+p,True,False
381,l+r,True,False
381,p+r,False,False
381,l*r,False,False
381,l*p,False,False
381,p*r,False,False
381,l+r+p,False,False
381,l+r*p,False,False
381,l*r+p,False,False
381,l*p+r,True,False
381,l*r*p,False,False
382,l,False,False
382,p,False,False
382,r,False,False
382,l+p,False,False
382,l+r,True,False
382,p+r,False,False
382,l*r,False,False
382,l*p,True,False
382,p*r,False,False
382,l+r+p,False,False
382,l+r*p,False,False
382,l*r+p,False,False
382,l*p+r,False,False
382,l*r*p,True,False
383,l,False,False
383,p,False,False
383,r,False,False
383,l+p,False,False
383,l+r,False,False
383,p+r,False,False
383,l*r,True,False
383,l*p,False,False
383,p*r,False,False
383,l+r+p,False,False
383,l+r*p,False,False
383,l*r+p,False,False
383,l*p+r,True,False
383,l*r*p,False,False
384,l,False,False
384,p,False,False
384,r,False,False
384,l+p,False,False
384,l+r,False,False
384,p+r,False,False
384,l*r,True,False
384,l*p,False,False
384,p*r,False,False
384,l+r+p,False,False
384,l+r*p,False,False
384,l*r+p,False,False
384,l*p+r,False,False
384,l*r*p,True,False
385,l,False,False
385,p,False,False
385,r,False,False
385,l+p,False,False
385,l+r,True,False
385,p+r,False,False
385,l*r,True,False
385,l*p,False,False
385,p*r,True,False
385,l+r+p,False,False
385,l+r*p,False,False
385,l*r+p,False,False
385,l*p+r,False,False
385,l*r*p,True,False
386,l,False,False
386,p,False,False
386,r,False,False
386,l+p,False,False
386,l+r,False,False
386,p+r,False,False
386,l*r,False,False
386,l*p,True,False
386,p*r,False,False
386,l+r+p,False,False
386,l+r*p,False,False
386,l*r+p,False,False
386,l*p+r,True,False
386,l*r*p,True,False
387,l,False,False
387,p,False,False
387,r,False,False
387,l+p,False,False
387,l+r,False,False
387,p+r,False,False
387,l*r,False,False
387,l*p,False,False
387,p*r,False,False
387,l+r+p,True,False
387,l+r*p,False,False
387,l*r+p,False,False
387,l*p+r,False,False
387,l*r*p,True,False
388,l,False,False
388,p,False,False
388,r,False,False
388,l+p,False,False
388,l+r,False,False
388,p+r,False,False
388,l*r,True,False
388,l*p,True,False
388,p*r,False,False
388,l+r+p,False,False
388,l+r*p,False,False
388,l*r+p,False,False
388,l*p+r,False,False
388,l*r*p,True,False
389,l,False,False
389,p,False,False
389,r,False,False
389,l+p,False,False
389,l+r,True,False
389,p+r,False,False
389,l*r,True,False
389,l*p,True,True
389,p*r,False,False
389,l+r+p,False,False
389,l+r*p,False,False
389,l*r+p,False,False
389,l*p+r,False,False
389,l*r*p,True,False
390,l,False,False
390,p,False,False
390,r,False,False
390,l+p,False,False
390,l+r,False,False
390,p+r,False,False
390,l*r,False,False
390,l*p,False,False
390,p*r,False,False
390,l+r+p,False,False
390,l+r*p,False,False
390,l*r+p,False,False
390,l*p+r,True,False
390,l*r*p,False,False
391,l,False,False
391,p,False,False
391,r,False,False
391,l+p,False,False
391,l+r,True,False
391,p+r,False,False
391,l*r,True,False
391,l*p,True,False
391,p*r,False,False
391,l+r+p,False,False
391,l+r*p,False,False
391,l*r+p,False,False
391,l*p+r,True,False
391,l*r*p,True,True
392,l,False,False
392,p,True,False
392,r,False,False
392,l+p,False,False
392,l+r,False,False
392,p+r,False,False
392,l*r,False,False
392,l*p,False,False
392,p*r,False,False
392,l+r+p,False,False
392,l+r*p,False,False
392,l*r+p,False,False
392,l*p+r,False,False
392,l*r*p,True,False
393,l,False,False
393,p,False,False
393,r,False,False
393,l+p,False,False
393,l+r,True,False
393,p+r,False,False
393,l*r,False,False
393,l*p,False,False
393,p*r,False,False
393,l+r+p,False,False
393,l+r*p,False,False
393,l*r+p,True,False
393,l*p+r,True,True
393,l*r*p,False,False
394,l,False,False
394,p,True,False
394,r,False,False
394,l+p,False,False
394,l+r,True,False
394,p+r,False,False
394,l*r,True,False
394,l*p,True,False
394,p*r,False,False
394,l+r+p,False,False
394,l+r*p,False,False
394,l*r+p,False,False
394,l*p+r,True,False
394,l*r*p,True,False
395,l,False,False
395,p,False,False
395,r,False,False
395,l+p,False,False
395,l+r,False,False
395,p+r,False,False
395,l*r,True,False
395,l*p,False,False
395,p*r,False,False
395,l+r+p,False,False
395,l+r*p,False,False
395,l*r+p,False,False
395,l*p+r,True,False
395,l*r*p,True,False
396,l,False,False
396,p,False,False
396,r,False,False
396,l+p,False,False
396,l+r,False,False
396,p+r,False,False
396,l*r,False,False
396,l*p,False,False
396,p*r,False,False
396,l+r+p,False,False
396,l+r*p,False,False
396,l*r+p,False,False
396,l*p+r,False,False
396,l*r*p,False,False
397,l,False,False
397,p,False,False
397,r,False,False
397,l+p,False,False
397,l+r,False,False
397,p+r,False,False
397,l*r,True,False
397,l*p,False,False
397,p*r,False,False
397,l+r+p,False,False
397,l+r*p,False,False
397,l*r+p,False,False
397,l*p+r,False,False
397,l*r*p,True,True
398,l,False,False
398,p,False,False
398,r,False,False
398,l+p,False,False
398,l+r,True,False
398,p+r,False,False
398,l*r,True,False
398,l*p,True,True
398,p*r,False,False
398,l+r+p,True,False
398,l+r*p,True,False
398,l*r+p,False,False
398,l*p+r,True,False
398,l*r*p,True,True
399,l,False,False
399,p,False,False
399,r,False,False
399,l+p,False,False
399,l+r,True,False
399,p+r,True,False
399,l*r,True,False
399,l*p,True,False
399,p*r,False,False
399,l+r+p,False,False
399,l+r*p,False,False
399,l*r+p,True,False
399,l*p+r,True,True
399,l*r*p,True,True
400,l,False,False
400,p,False,False
400,r,False,False
400,l+p,False,False
400,l+r,False,False
400,p+r,False,False
400,l*r,False,False
400,l*p,True,False
400,p*r,False,False
400,l+r+p,False,False
400,l+r*p,True,False
400,l*r+p,True,False
400,l*p+r,False,False
400,l*r*p,True,False
401,l,False,False
401,p,True,False
401,r,False,False
401,l+p,True,False
401,l+r,False,False
401,p+r,False,False
401,l*r,True,False
401,l*p,True,False
401,p*r,True,False
401,l+r+p,False,False
401,l+r*p,False,False
401,l*r+p,False,False
401,l*p+r,True,False
401,l*r*p,True,False
402,l,False,False
402,p,False,False
402,r,False,False
402,l+p,False,False
402,l+r,False,False
402,p+r,False,False
402,l*r,True,False
402,l*p,True,True
402,p*r,True,False
402,l+r+p,False,False
402,l+r*p,False,False
402,l*r+p,False,False
402,l*p+r,False,False
402,l*r*p,True,True
403,l,False,False
403,p,False,False
403,r,False,False
403,l+p,False,False
403,l+r,False,False
403,p+r,False,False
403,l*r,False,False
403,l*p,False,False
403,p*r,False,False
403,l+r+p,False,False
403,l+r*p,True,False
403,l*r+p,False,False
403,l*p+r,True,False
403,l*r*p,True,False
404,l,False,False
404,p,False,False
404,r,False,False
404,l+p,False,False
404,l+r,False,False
404,p+r,True,False
404,l*r,True,False
404,l*p,False,False
404,p*r,False,False
404,l+r+p,False,False
404,l+r*p,False,False
404,l*r+p,False,False
404,l*p+r,True,True
404,l*r*p,True,False
405,l,False,False
405,p,False,False
405,r,False,False
405,l+p,True,False
405,l+r,True,False
405,p+r,False,False
405,l*r,True,True
405,l*p,False,False
405,p*r,True,False
405,l+r+p,False,False
405,l+r*p,False,False
405,l*r+p,True,True
405,l*p+r,True,False
405,l*r*p,True,True
406,l,False,False
406,p,False,False
406,r,False,False
406,l+p,True,False
406,l+r,True,False
406,p+r,False,False
406,l*r,True,False
406,l*p,False,False
406,p*r,True,False
406,l+r+p,True,False
406,l+r*p,True,False
406,l*r+p,False,False
406,l*p+r,True,False
406,l*r*p,True,False
407,l,False,False
407,p,False,False
407,r,False,False
407,l+p,False,False
407,l+r,True,False
407,p+r,False,False
407,l*r,True,False
407,l*p,True,False
407,p*r,True,True
407,l+r+p,False,False
407,l+r*p,True,False
407,l*r+p,False,False
407,l*p+r,True,False
407,l*r*p,True,True
408,l,False,False
408,p,False,False
408,r,False,False
408,l+p,False,False
408,l+r,False,False
408,p+r,False,False
408,l*r,True,True
408,l*p,False,False
408,p*r,True,True
408,l+r+p,False,False
408,l+r*p,True,False
408,l*r+p,True,True
408,l*p+r,True,False
408,l*r*p,True,True
409,l,False,False
409,p,False,False
409,r,False,False
409,l+p,False,False
409,l+r,True,False
409,p+r,False,False
409,l*r,False,False
409,l*p,False,False
409,p*r,False,False
409,l+r+p,True,False
409,l+r*p,False,False
409,l*r+p,False,False
409,l*p+r,False,False
409,l*r*p,True,False
410,l,False,False
410,p,False,False
410,r,False,False
410,l+p,True,False
410,l+r,True,False
410,p+r,False,False
410,l*r,True,False
410,l*p,False,False
410,p*r,False,False
410,l+r+p,False,False
410,l+r*p,True,False
410,l*r+p,False,False
410,l*p+r,False,False
410,l*r*p,False,False
411,l,False,False
411,p,False,False
411,r,True,False
411,l+p,True,False
411,l+r,True,False
411,p+r,False,False
411,l*r,False,False
411,l*p,False,False
411,p*r,False,False
411,l+r+p,False,False
411,l+r*p,False,False
411,l*r+p,False,False
411,l*p+r,False,False
411,l*r*p,False,False
412,l,False,False
412,p,False,False
412,r,False,False
412,l+p,True,True
412,l+r,True,False
412,p+r,False,False
412,l*r,False,False
412,l*p,False,False
412,p*r,False,False
412,l+r+p,False,False
412,l+r*p,True,False
412,l*r+p,False,False
412,l*p+r,False,False
412,l*r*p,True,False
413,l,False,False
413,p,False,False
413,r,False,False
413,l+p,False,False
413,l+r,True,False
413,p+r,False,False
413,l*r,True,False
413,l*p,True,False
413,p*r,False,False
413,l+r+p,False,False
413,l+r*p,True,False
413,l*r+p,True,False
413,l*p+r,False,False
413,l*r*p,False,False
414,l,False,False
414,p,False,False
414,r,False,False
414,l+p,False,False
414,l+r,False,False
414,p+r,False,False
414,l*r,True,False
414,l*p,False,False
414,p*r,False,False
414,l+r+p,True,False
414,l+r*p,False,False
414,l*r+p,True,False
414,l*p+r,False,False
414,l*r*p,False,False
415,l,False,False
415,p,False,False
415,r,False,False
415,l+p,False,False
415,l+r,False,False
415,p+r,False,False
415,l*r,True,False
415,l*p,False,False
415,p*r,False,False
415,l+r+p,True,False
415,l+r*p,False,False
415,l*r+p,False,False
415,l*p+r,False,False
415,l*r*p,False,False
416,l,False,False
416,p,False,False
416,r,False,False
416,l+p,False,False
416,l+r,False,False
416,p+r,True,False
416,l*r,True,False
416,l*p,False,False
416,p*r,False,False
416,l+r+p,False,False
416,l+r*p,False,False
416,l*r+p,False,False
416,l*p+r,True,False
416,l*r*p,True,False
417,l,False,False
417,p,False,False
417,r,False,False
417,l+p,False,False
417,l+r,False,False
417,p+r,False,False
417,l*r,False,False
417,l*p,False,False
417,p*r,False,False
417,l+r+p,True,False
417,l+r*p,False,False
417,l*r+p,False,False
417,l*p+r,False,False
417,l*r*p,False,False
418,l,False,False
418,p,False,False
418,r,False,False
418,l+p,False,False
418,l+r,True,False
418,p+r,False,False
418,l*r,False,False
418,l*p,False,False
418,p*r,False,False
418,l+r+p,False,False
418,l+r*p,True,False
418,l*r+p,False,False
418,l*p+r,False,False
418,l*r*p,True,False
419,l,False,False
419,p,False,False
419,r,False,False
419,l+p,False,False
419,l+r,False,False
419,p+r,False,False
419,l*r,True,False
419,l*p,False,False
419,p*r,False,False
419,l+r+p,False,False
419,l+r*p,False,False
419,l*r+p,False,False
419,l*p+r,True,False
419,l*r*p,True,False
420,l,False,False
420,p,False,False
420,r,False,False
420,l+p,False,False
420,l+r,False,False
420,p+r,False,False
420,l*r,False,False
420,l*p,False,False
420,p*r,False,False
420,l+r+p,True,False
420,l+r*p,False,False
420,l*r+p,True,False
420,l*p+r,True,False
420,l*r*p,True,False
421,l,False,False
421,p,False,False
421,r,False,False
421,l+p,False,False
421,l+r,True,False
421,p+r,False,False
421,l*r,True,False
421,l*p,False,False
421,p*r,False,False
421,l+r+p,False,False
421,l+r*p,False,False
421,l*r+p,False,False
421,l*p+r,False,False
421,l*r*p,True,True
422,l,False,False
422,p,False,False
422,r,False,False
422,l+p,False,False
422,l+r,False,False
422,p+r,False,False
422,l*r,True,False
422,l*p,False,False
422,p*r,False,False
422,l+r+p,True,False
422,l+r*p,False,False
422,l*r+p,False,False
422,l*p+r,True,False
422,l*r*p,True,True
423,l,False,False
423,p,False,False
423,r,False,False
423,l+p,False,False
423,l+r,False,False
423,p+r,False,False
423,l*r,False,False
423,l*p,True,False
423,p*r,False,False
423,l+r+p,False,False
423,l+r*p,False,False
423,l*r+p,False,False
423,l*p+r,True,False
423,l*r*p,False,False
424,l,False,False
424,p,False,False
424,r,False,False
424,l+p,False,False
424,l+r,False,False
424,p+r,False,False
424,l*r,False,False
424,l*p,False,False
424,p*r,False,False
424,l+r+p,False,False
424,l+r*p,False,False
424,l*r+p,False,False
424,l*p+r,False,False
424,l*r*p,True,False
425,l,False,False
425,p,False,False
425,r,False,False
425,l+p,False,False
425,l+r,True,False
425,p+r,False,False
425,l*r,True,False
425,l*p,False,False
425,p*r,False,False
425,l+r+p,True,False
425,l+r*p,True,False
425,l*r+p,True,False
425,l*p+r,True,False
425,l*r*p,True,True
426,l,False,False
426,p,False,False
426,r,False,False
426,l+p,False,False
426,l+r,False,False
426,p+r,False,False
426,l*r,False,False
426,l*p,False,False
426,p*r,False,False
426,l+r+p,False,False
426,l+r*p,False,False
426,l*r+p,False,False
426,l*p+r,True,True
426,l*r*p,False,False
427,l,False,False
427,p,True,False
427,r,False,False
427,l+p,False,False
427,l+r,True,False
427,p+r,False,False
427,l*r,False,False
427,l*p,False,False
427,p*r,False,False
427,l+r+p,True,True
427,l+r*p,False,False
427,l*r+p,False,False
427,l*p+r,False,False
427,l*r*p,True,False
428,l,False,False
428,p,False,False
428,r,False,False
428,l+p,False,False
428,l+r,False,False
428,p+r,False,False
428,l*r,False,False
428,l*p,False,False
428,p*r,False,False
428,l+r+p,False,False
428,l+r*p,False,False
428,l*r+p,False,False
428,l*p+r,True,False
428,l*r*p,True,False
429,l,False,False
429,p,False,False
429,r,False,False
429,l+p,False,False
429,l+r,True,False
429,p+r,False,False
429,l*r,True,False
429,l*p,True,False
429,p*r,False,False
429,l+r+p,False,False
429,l+r*p,True,False
429,l*r+p,True,True
429,l*p+r,False,False
429,l*r*p,True,True
430,l,False,False
430,p,False,False
430,r,False,False
430,l+p,False,False
430,l+r,True,False
430,p+r,False,False
430,l*r,True,False
430,l*p,False,False
430,p*r,False,False
430,l+r+p,False,False
430,l+r*p,False,False
430,l*r+p,True,False
430,l*p+r,True,False
430,l*r*p,True,False
431,l,False,False
431,p,False,False
431,r,False,False
431,l+p,False,False
431,l+r,False,False
431,p+r,False,False
431,l*r,True,False
431,l*p,False,False
431,p*r,False,False
431,l+r+p,True,False
431,l+r*p,False,False
431,l*r+p,False,False
431,l*p+r,True,False
431,l*r*p,False,False
432,l,False,False
432,p,False,False
432,r,False,False
432,l+p,False,False
432,l+r,False,False
432,p+r,False,False
432,l*r,False,False
432,l*p,True,False
432,p*r,False,False
432,l+r+p,False,False
432,l+r*p,False,False
432,l*r+p,True,False
432,l*p+r,True,False
432,l*r*p,False,False
433,l,False,False
433,p,False,False
433,r,False,False
433,l+p,False,False
433,l+r,False,False
433,p+r,False,False
433,l*r,False,False
433,l*p,True,False
433,p*r,False,False
433,l+r+p,False,False
433,l+r*p,True,False
433,l*r+p,False,False
433,l*p+r,False,False
433,l*r*p,True,False
434,l,False,False
434,p,False,False
434,r,False,False
434,l+p,False,False
434,l+r,False,False
434,p+r,False,False
434,l*r,False,False
434,l*p,True,False
434,p*r,False,False
434,l+r+p,False,False
434,l+r*p,False,False
434,l*r+p,False,False
434,l*p+r,True,False
434,l*r*p,True,False
435,l,False,False
435,p,False,False
435,r,False,False
435,l+p,False,False
435,l+r,True,False
435,p+r,False,False
435,l*r,False,False
435,l*p,False,False
435,p*r,False,False
435,l+r+p,False,False
435,l+r*p,False,False
435,l*r+p,False,False
435,l*p+r,True,False
435,l*r*p,False,False
436,l,False,False
436,p,False,False
436,r,False,False
436,l+p,False,False
436,l+r,True,False
436,p+r,False,False
436,l*r,False,False
436,l*p,False,False
436,p*r,False,False
436,l+r+p,True,False
436,l+r*p,True,False
436,l*r+p,True,False
436,l*p+r,False,False
436,l*r*p,True,False
437,l,False,False
437,p,False,False
437,r,False,False
437,l+p,False,False
437,l+r,False,False
437,p+r,False,False
437,l*r,True,False
437,l*p,True,False
437,p*r,False,False
437,l+r+p,False,False
437,l+r*p,False,False
437,l*r+p,False,False
437,l*p+r,True,False
437,l*r*p,True,True
438,l,False,False
438,p,False,False
438,r,False,False
438,l+p,False,False
438,l+r,False,False
438,p+r,False,False
438,l*r,True,False
438,l*p,True,False
438,p*r,False,False
438,l+r+p,False,False
438,l+r*p,False,False
438,l*r+p,False,False
438,l*p+r,False,False
438,l*r*p,True,False
439,l,False,False
439,p,False,False
439,r,False,False
439,l+p,False,False
439,l+r,True,False
439,p+r,False,False
439,l*r,True,False
439,l*p,False,False
439,p*r,False,False
439,l+r+p,True,False
439,l+r*p,True,False
439,l*r+p,False,False
439,l*p+r,True,False
439,l*r*p,False,False
440,l,False,False
440,p,False,False
440,r,False,False
440,l+p,False,False
440,l+r,False,False
440,p+r,False,False
440,l*r,False,False
440,l*p,False,False
440,p*r,False,False
440,l+r+p,False,False
440,l+r*p,False,False
440,l*r+p,False,False
440,l*p+r,True,False
440,l*r*p,True,True
441,l,False,False
441,p,False,False
441,r,False,False
441,l+p,False,False
441,l+r,True,False
441,p+r,False,False
441,l*r,True,False
441,l*p,True,True
441,p*r,False,False
441,l+r+p,True,False
441,l+r*p,False,False
441,l*r+p,True,False
441,l*p+r,False,False
441,l*r*p,True,False
442,l,False,False
442,p,True,False
442,r,False,False
442,l+p,False,False
442,l+r,True,False
442,p+r,False,False
442,l*r,True,False
442,l*p,False,False
442,p*r,True,True
442,l+r+p,True,False
442,l+r*p,True,True
442,l*r+p,False,False
442,l*p+r,True,True
442,l*r*p,True,False
443,l,False,False
443,p,False,False
443,r,False,False
443,l+p,False,False
443,l+r,False,False
443,p+r,False,False
443,l*r,True,False
443,l*p,True,False
443,p*r,True,True
443,l+r+p,True,False
443,l+r*p,True,True
443,l*r+p,False,False
443,l*p+r,True,False
443,l*r*p,True,False
444,l,False,False
444,p,False,False
444,r,False,False
444,l+p,False,False
444,l+r,True,False
444,p+r,True,False
444,l*r,True,False
444,l*p,False,False
444,p*r,False,False
444,l+r+p,False,False
444,l+r*p,True,True
444,l*r+p,True,False
444,l*p+r,True,True
444,l*r*p,True,False
445,l,False,False
445,p,False,False
445,r,False,False
445,l+p,False,False
445,l+r,True,False
445,p+r,False,False
445,l*r,False,False
445,l*p,False,False
445,p*r,False,False
445,l+r+p,False,False
445,l+r*p,False,False
445,l*r+p,True,False
445,l*p+r,True,False
445,l*r*p,True,False
446,l,False,False
446,p,False,False
446,r,False,False
446,l+p,False,False
446,l+r,True,False
446,p+r,False,False
446,l*r,False,False
446,l*p,False,False
446,p*r,False,False
446,l+r+p,False,False
446,l+r*p,False,False
446,l*r+p,True,False
446,l*p+r,True,False
446,l*r*p,True,False
447,l,False,False
447,p,False,False
447,r,False,False
447,l+p,False,False
447,l+r,False,False
447,p+r,False,False
447,l*r,False,False
447,l*p,False,False
447,p*r,True,False
447,l+r+p,False,False
447,l+r*p,False,False
447,l*r+p,False,False
447,l*p+r,True,True
447,l*r*p,False,False
448,l,False,False
448,p,False,False
448,r,False,False
448,l+p,False,False
448,l+r,False,False
448,p+r,False,False
448,l*r,False,False
448,l*p,True,False
448,p*r,True,True
448,l+r+p,False,False
448,l+r*p,True,False
448,l*r+p,False,False
448,l*p+r,True,False
448,l*r*p,True,False
449,l,False,False
449,p,False,False
449,r,False,False
449,l+p,True,False
449,l+r,True,False
449,p+r,False,False
449,l*r,True,False
449,l*p,False,False
449,p*r,True,False
449,l+r+p,True,False
449,l+r*p,True,False
449,l*r+p,False,False
449,l*p+r,True,False
449,l*r*p,True,True
450,l,False,False
450,p,False,False
450,r,False,False
450,l+p,False,False
450,l+r,False,False
450,p+r,False,False
450,l*r,True,True
450,l*p,False,False
450,p*r,False,False
450,l+r+p,False,False
450,l+r*p,False,False
450,l*r+p,False,False
450,l*p+r,False,False
450,l*r*p,True,False
451,l,False,False
451,p,False,False
451,r,False,False
451,l+p,False,False
451,l+r,True,False
451,p+r,False,False
451,l*r,True,False
451,l*p,True,False
451,p*r,False,False
451,l+r+p,True,False
451,l+r*p,True,False
451,l*r+p,False,False
451,l*p+r,False,False
451,l*r*p,True,False
452,l,False,False
452,p,False,False
452,r,False,False
452,l+p,False,False
452,l+r,False,False
452,p+r,False,False
452,l*r,True,False
452,l*p,False,False
452,p*r,False,False
452,l+r+p,False,False
452,l+r*p,False,False
