id,x,y,year,month,day,date,n_day
1,2013 01,39000,2013,1,1,01-01-13,0
2,2014 01,41000,2014,1,1,01-01-14,365
3,2015 01,44000,2015,1,1,01-01-15,730
4,2016 01,45000,2016,1,1,01-01-16,1095
5,2017 01,47000,2017,1,1,01-01-17,1461
